Trs_Id,Agency_Type_Desc,Institution_Type_Desc,Organization_Type_Desc,Fy_Month_Num,Fy_Day_Num,Fy_Year_Num,Company_Nm,Street1_Nm,Street2_Nm,City_Nm,State_Desc,Zip_Cd,Zip_4_Cd,Url_Cd,Ftavc_Cd,Logo_Cd,Service_Area,Service_Area_Population,Waiver_9_Req_Fl,Non_Uza_Served_Fl,Veh_Operated_Comment,Institutional_Structure_Desc,other_Url_Cd,Po_Box,Other_Cap_Use_Comment_Desc,Other_Option_B_Comment_Desc,Voluntary_Reporter_Fl,operate_fgw_mbdo_fl,operate_fgw_mbpt_fl,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
1099,6. Other(Describe),8. Other(Describe),private non-profit regional transportation agency,9,30,2005,York County Community Action Corporation,6 Spruce Street,,Sanford,ME,4073,72,www.yccac.org,,YCCAC,30,35000,Y,N,,"Community Action Corporation, with 18 member Board, some appointed, some elected",,72,,,N,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
1102,3. State Department of Transportation,6. Unit of State Government,,6,30,2005,Connecticut Department of Transportation,2800 Berlin Turnpike,,Newington,CT,6131,7546,www.ct.gov/dot,1334,CDOT,171,375000,N,N,,,,,,,Y,,Y,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
1105,2. Public agency or authority that contracts for some or all transit service (not a State DOT),2. Independent Agency with an appointed Board of Directors,,6,30,2005,Cape Cod Regional Transit Authority,"215 Iyannough Road, Route 28",,Hyannis,MA,2601,,www.thebreeze.info,1368,CCRTA,395,2686370,N,N,,,,,,,Y,,N,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
1107,1. Public agency or authority that directly operates all transit service (not a State DOT),2. Independent Agency with an appointed Board of Directors,,6,30,2005,Milford Transit District,259 Research Drive,,Milford,CT,6460,,www.milfordtransit.com,1755,MTD,24,51000,N,,,,,,,,Y,N,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
1108,1. Public agency or authority that directly operates all transit service (not a State DOT),1. Independent Agency with an elected Board of Directors,,6,30,2005,Greater Hartford Ridesharing Corporation - The Rideshare Company,100 Corporate Drive,Suite 120,Windsor,CT,6095,,http://www.rideshare.com,,,4845,3405565,N,N,,,,,,,Y,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
1112,1. Public agency or authority that directly operates all transit service (not a State DOT),4. Unit of City or Municipal Government,,6,30,2005,South Portland Bus Service,25 Cottage Road,,South Portland,ME,4116,9422,www.southportland.org,,,13,23300,Y,N,,,,9422,,,Y,N,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
1114,1. Public agency or authority that directly operates all transit service (not a State DOT),2. Independent Agency with an appointed Board of Directors,,9,30,2005,Biddeford-Saco-Old Orchard Beach Transit Committee Shuttle Bus,City Hall,,Biddeford,ME,4005,,http://www.shuttlebus-zoom.com/,,ShuttleBus,100,55000,Y,N,,,,586,,,Y,N,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
1115,2. Public agency or authority that contracts for some or all transit service (not a State DOT),2. Independent Agency with an appointed Board of Directors,,6,30,2005,Northern New England Passenger Rail Authority,75 West Commercial Street,Suite 204,Portland,ME,4101,,,5691,NNEPRA,3706,1431087,N,N,,,,,,,N,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
1116,6. Other(Describe),7. Private Operator,"For profit operator, voluntary reporter",12,31,2005,Bonanza,One Bonanza Way,,Providence,RI,2904,,bonanzabus.com,n/a ,BZ,2239,5207032,N,N,,,,,,,N,Y,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
2002,2. Public agency or authority that contracts for some or all transit service (not a State DOT),6. Unit of State Government,,3,31,2005,Capital District Transportation Authority,110 Watervliet Avenue,,Albany,NY,12206,,www.cdta.org,1776,CDTA,1760,794293,N,N,,,,,,,Y,N,N,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
2003,2. Public agency or authority that contracts for some or all transit service (not a State DOT),5. Unit of County Government,,12,31,2005,Broome County Department of Public Transportation,413 Old Mill Road,,Vestal,NY,13850,,www.gobroomecounty.com/transit/,1774,Broome County,712,165000,N,N,,,,,,,Y,N,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
2004,1. Public agency or authority that directly operates all transit service (not a State DOT),2. Independent Agency with an appointed Board of Directors,,3,31,2005,Niagara Frontier Transportation Authority,181 Ellicott Street,,Buffalo,NY,14203,,www.nfta.com,1792,NFT Metro,1575,1182165,N,N,,,,,,,Y,N,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
2005,2. Public agency or authority that contracts for some or all transit service (not a State DOT),4. Unit of City or Municipal Government,,12,31,2005,Chemung County Transit System,1201 Clemens Center Parkway,,Elmira,NY,14901,,www.chemungcountytransit.com,1924,CCTS,408,95195,N,N,,,,,,,Y,,N,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
2007,1. Public agency or authority that directly operates all transit service (not a State DOT),3. Subsidiary Operating Unit of Regional Agency,,12,31,2005,"Metropolitan Suburban Bus Authority, dba: MTA Long Island Bus",700 Commercial Avenue,,Garden City,NY,11530,,www.mta.nyc.ny.us/libus,1786,MTA Long Island Bus,284,1321000,N,,,,,,,,Y,N,N,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2008,2. Public agency or authority that contracts for some or all transit service (not a State DOT),3. Subsidiary Operating Unit of Regional Agency,,12,31,2005,MTA New York City Transit,2 Broadway,,New York,NY,10004,,www.mta.info,1786,NYCT,321,8008278,N,,,,,,,,Y,Y,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2009,1. Public agency or authority that directly operates all transit service (not a State DOT),4. Unit of City or Municipal Government,,12,31,2005,City of Poughkeepsie,,,Poughkeepsie,NY,12602,,www.cityofpoughkeepsie.com,2064,,5,28844,N,,,,,300,,,Y,N,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2010,1. Public agency or authority that directly operates all transit service (not a State DOT),5. Unit of County Government,,12,31,2005,Dutchess County Division of Mass Transportation,14 Commerce Street,,Poughkeepsie,NY,12603,,www.dutchessny.gov,1784,Loop Bus,1067,351997,N,N,,,,,,,Y,N,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
2015,1. Public agency or authority that directly operates all transit service (not a State DOT),4. Unit of City or Municipal Government,,12,31,2005,City of Rome VIP Transit,198 North Washington Street,,Rome,NY,13440,,www.romenewyork.com/dpw/dpw_vip.html,,VIP,15,35000,Y,,,,,,,,Y,N,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2018,2. Public agency or authority that contracts for some or all transit service (not a State DOT),3. Subsidiary Operating Unit of Regional Agency,,3,31,2005,"CNY Centro, Inc. ",200 Cortland Avenue,,Syracuse,NY,13205,820,www.centro.org,1778,CNY Centro ,248,424819,N,N,,,,820,,,Y,N,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2040,4. Private transportation provider reporting on behalf of a public agency or authority (not a broker),8. Other(Describe),,12,31,2005,"New York Bus Tours, Inc., dba: New York Bus Service",3320 Hutchinson Avenue,,Bronx,NY,10475,1398,      ,,NYBS,322,8008278,N,,,Private transportation provider reporting to the New York City Department of Transportation.,,,,,Y,Y,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2071,1. Public agency or authority that directly operates all transit service (not a State DOT),4. Unit of City or Municipal Government,,12,31,2005,Huntington Area Rapid Transit,144 East Second Street,,Huntington Station,NY,11746,1431,town.huntington.ny.us,1800,HART,93,201496,N,,,,,,,,Y,N,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2072,2. Public agency or authority that contracts for some or all transit service (not a State DOT),5. Unit of County Government,,12,31,2005,Suffolk County Department of Public Works - Transportation Division,Rudolph M. Kammerer Building,335 Yaphank Avenue,Yaphank,NY,11980,9744,www.sct-bus.org,1799,ST,911,1467425,N,,,,,,,,Y,,Y,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2075,1. Public agency or authority that directly operates all transit service (not a State DOT),2. Independent Agency with an appointed Board of Directors,,12,31,2005,Port Authority Transit Corporation,Carlton Avenue,,Lindenwold,NJ,8021,,www.drpa.org/patco,1413,PATCO,323,743886,N,,,,,4262,,,Y,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2076,2. Public agency or authority that contracts for some or all transit service (not a State DOT),5. Unit of County Government,,12,31,2005,Westchester County Bee-Line System,100 East First Street,,Mount Vernon,NY,10550,,www.westchestergov.com,1803,The Bee-Line System,450,923459,N,,,,,,,,Y,,N,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
2078,2. Public agency or authority that contracts for some or all transit service (not a State DOT),3. Subsidiary Operating Unit of Regional Agency,,12,31,2005,"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",347 Madison Avenue,,New York,NY,10017,,www.mnr.org,,MTA-MNCR,527,6503894,N,,,,,,,,Y,,N,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2080,2. Public agency or authority that contracts for some or all transit service (not a State DOT),2. Independent Agency with an appointed Board of Directors,,6,30,2005,New Jersey Transit Corporation,"One Penn Plaza, East",,Newark,NJ,7105,2246,www.njtransit.com,1414,NJ TRANSIT,3353,17799861,N,N,,,,,,,Y,Y,N,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
2082,2. Public agency or authority that contracts for some or all transit service (not a State DOT),4. Unit of City or Municipal Government,,6,30,2005,New York City Department of Transportation,"59 Maiden Lane, 35 th Floor",,New York,NY,10038,1498,www.ci.nyc.ny.us/html/dot,1788,NYCDOT,322,8008278,N,,,,,,,,Y,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
2084,2. Public agency or authority that contracts for some or all transit service (not a State DOT),5. Unit of County Government,,12,31,2005,Transport of Rockland,Robert L. Yeager Health Center,Building T,Pomona,NY,10970,,www.co.rockland.ny.us,6678,TOR,176,286753,N,,,,,,,,Y,,N,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
2085,1. Public agency or authority that directly operates all transit service (not a State DOT),4. Unit of City or Municipal Government,,12,31,2005,Clarkstown Mini-Trans,16 Seeger Drive,,Nanuet,NY,10954,2323,town.clarkstown.ny.us,,,179,265475,N,,,,,,,,Y,N,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
2086,1. Public agency or authority that directly operates all transit service (not a State DOT),5. Unit of County Government,,12,31,2005,Transportation Resources Intra-County for Physically Handicapped and Senior Citizens,CITS-Trips-Yeager Health Group Center,"Building T, Sanatorium Road",Pomona,NY,10970,,www.co.rockland.ny.us,6678,TRIPS,176,286753,N,,,,,,,,N,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2089,1. Public agency or authority that directly operates all transit service (not a State DOT),4. Unit of City or Municipal Government,,5,31,2005,Village of Spring Valley Bus,200 North Main Street,,Spring Valley,NY,10977,,www.Villagespringvalley.org,,Spring Valley Jitney,2,40000,N,N,,,,,,,Y,N,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2096,2. Public agency or authority that contracts for some or all transit service (not a State DOT),5. Unit of County Government,,12,31,2005,Putnam County Transit,Putnam County Planning Department,841 Fair Street,Carmel,NY,10512,,www.putnamcountyny.com,1795,PART,120,70291,N,N,,,,,,,Y,,N,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
2098,2. Public agency or authority that contracts for some or all transit service (not a State DOT),2. Independent Agency with an appointed Board of Directors,,12,31,2005,Port Authority Trans-Hudson Corporation,One Path Plaza,,Jersey City,NJ,7306,,www.panynj.gov,,PATH,196,2820000,N,,,,,,,,N,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
2099,1. Public agency or authority that directly operates all transit service (not a State DOT),3. Subsidiary Operating Unit of Regional Agency,,12,31,2005,"Staten Island Rapid Transit Operating Authority, dba: MTA Staten Island Railway",60 Bay Street,,Staten Island,NY,10301,,www.mta.info,,SIRTOA,59,463314,N,,,,,,,,N,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
2100,1. Public agency or authority that directly operates all transit service (not a State DOT),2. Independent Agency with an appointed Board of Directors,,12,31,2005,MTA Long Island Rail Road,Jamaica Station,,Jamaica,NY,11435,,www.mta.nyc.ny.us/lirr/,1786,MTA LIRR,2967,11720000,N,,,,,,,,Y,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
2113,1. Public agency or authority that directly operates all transit service (not a State DOT),2. Independent Agency with an appointed Board of Directors,,3,31,2005,"Regional Transit Service, Inc. and Lift Line, Inc.",1372 East Main Street,,Rochester,NY,14609,6912,www.rgrta.com,1797,R-GRTA,293,694394,N,N,,,,,,,Y,N,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2116,1. Public agency or authority that directly operates all transit service (not a State DOT),3. Subsidiary Operating Unit of Regional Agency,,3,31,2005,"Centro of Cayuga, Inc.",200 Cortland Avenue,,Syracuse,NY,13205,820,www.centro.org,1778,Centro of Cayuga,74,57608,N,N,,,,820,,,Y,N,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
2119,2. Public agency or authority that contracts for some or all transit service (not a State DOT),5. Unit of County Government,,12,31,2005,County of Oneida,800 Park Avenue,,Utica,NY,13501,,www.ocgov.net,1793,,73,154159,Y,N,,,,,,,Y,,N,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2120,1. Public agency or authority that directly operates all transit service (not a State DOT),4. Unit of City or Municipal Government,,12,31,2005,Greater Glens Falls Transit System,495 Queensbury Avenue,,Queensbury,NY,12804,,www.cityofglensfalls.com/ggft/ggftransit.htm,1781,GGFT,46,59743,N,,,,,,,,Y,N,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
2122,6. Other(Describe),3. Subsidiary Operating Unit of Regional Agency,Transportation company operating in UZA,12,31,2005,"Academy Lines, Inc.","Francis A. Tedesco, President",111 Paterson Avenue,Hoboken,NJ,7030,,www.academybus.com,,,2898,5443000,N,,,,,,,,Y,Y,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2126,6. Other(Describe),2. Independent Agency with an appointed Board of Directors,"We have been advised by telecon(4/29/98) from Norman Hall that we should use the other"" organization type on Form 001. """,12,31,2005,"Hudson Transit Lines, Inc.",4 Leisure Lane,,Mahwah,NJ,7430,,www.shortlinebus.com,,Short Line,2898,5443000,N,,,,,,,,Y,Y,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
2128,6. Other(Describe),2. Independent Agency with an appointed Board of Directors,"We have been advised by telecon(4/29/98) from Norman Hall that we should use the other"" organization type on Form 001. """,12,31,2005,Suburban Transit Corporation,750 Somerset Street,,New Brunswick,NJ,8901,,www.suburbantransit.com,,Coach USA,2898,5443000,N,,,,,,,,Y,Y,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
2132,6. Other(Describe),8. Other(Describe),"We have been advised by telecon (4/29/98) from Norman Hall that we should use the other"" organization type.""",12,31,2005,New Jersey Transit Corporation-45,1 Penn Plaza East,,Newark,NJ,7105,2246,www.njtransit.com,,NJTC-45,2898,5443000,N,,,Private transportation companies serving UZA.,,,,,Y,N,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
2135,4. Private transportation provider reporting on behalf of a public agency or authority (not a broker),2. Independent Agency with an appointed Board of Directors,,12,31,2005,Monsey New Square Trails Corporation,Eight Washington Avenue,,Spring Valley,NY,10977,,www.monseybus.com,,,176,286573,N,,,,,,,,N,Y,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
2136,4. Private transportation provider reporting on behalf of a public agency or authority (not a broker),1. Independent Agency with an elected Board of Directors,,12,31,2005,Queens Surface Corporation,128-15 28th Avenue,,Flushing,NY,11354,1134,www.qsbus.com,,QSC,112,1952000,N,,,,,,,,Y,Y,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2137,6. Other(Describe),7. Private Operator,PRIVATE TRANSPORTATION PROVIDER ENGAGED IN LOCAL TRANSIT SERVICE,12,31,2005,Monroe Bus Corporation,60 Nostrand Avenue,,Brooklyn,NY,11205,,,,,265,351982,N,N,,,,,,,N,Y,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2142,1. Public agency or authority that directly operates all transit service (not a State DOT),8. Other(Describe),,12,31,2005,New Windsor - Cornwall Dial-A-Bus,555 Union Avenue,,New Windsor,NY,12553,,,,,62,34000,Y,N,,Town of New Windsor,,,,,Y,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
2143,1. Public agency or authority that directly operates all transit service (not a State DOT),4. Unit of City or Municipal Government,,12,31,2005,Town of Newburgh,311 Route 32,,Newburgh,NY,12550,,,,,49,28500,Y,N,,,,,,,N,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
