Name,City,State,Legacy NTD ID,NTD ID,Organization Type,Reporter Type,Primary UZA Population,Agency VOMS,Mode,TOS,Mode VOMS,Vehicle Operations Hours,Vehicle Operations Hours Questionable,Vehicle Maintenance Hours,Vehicle Maintenance Hours Questionable,Facility Maintenance Hours,Facility Maintenance Hours Questionable,General Administration Hours,General Administration Hours Questionable,Capital Labor Hours,Capital Labor Hours Questionable,Total Hours,Total Hours Questionable,Vehicle Operations Count,Vehicle Operations Count Questionable,Vehicle Maintenance Count,Vehicle Maintenance Count Questionable,Facility Maintenance Count,Facility Maintenance Count Questionable,General Administration Count,General Administration Count Questionable,Capital Labor Count,Capital Labor Count Questionable,Total Employee Count,Total Employee Count Questionable,Vehicle Operations Salary Expenses,Vehicle Operations Salary Expenses Questionable,Vehicle Maintenance Salary Expenses,Vehicle Maintenance Salary Expenses Questionable,Facility Maintenance Salary Expenses,Facility Maintenance Salary Expenses Questionable,General Administration Salary Expenses,General Administration Salary Expenses Questionable,Total Operating Salary Expenses,Total Operating Salary Expenses Questionable,Vehicle Operations Average Hourly Wage,Vehicle Operations Average Hourly Wage Questionable,Vehicle Maintenance Average Hourly Wage,Vehicle Maintenance Average Hourly Wage Questionable,Facility Maintenance Average Hourly Wage,Facility Maintenance Average Hourly Wage Questionable,General Administration Average Hourly Wage,General Administration Average Hourly Wage Questionable,Total Operating Average Hourly Wage,Total Operating Average Hourly Wage Questionable,Any data questionable?,,,,,1
Omnitrans,San Bernardino,CA,9029,90029,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,932,666",266,MB,DO,162,"794,389",,"148,932",,"38,042",,"141,325",,"16,696",,"1,139,384",,445.00,,96.00,,26.00,,72.00,,8.00,,647.00,,"$18,920,807",,"$3,632,195",,"$1,137,725",,"$3,009,288",,"$26,700,015",,$23.82,,$24.39,,$1.43,,$21.29,,$23.43,,No,,,,,
Toledo Area Regional Transit Authority,Toledo,OH,5022,50022,Independent Public Agency or Authority of Transit Service,Full Reporter,"507,643",261,MB,DO,109,"350,564",,"58,156",,"9,043",,"21,887",,"1,172",,"440,822",,159.00,,31.00,,6.00,,14.71,,0.67,,211.38,,"$7,465,765",,"$1,415,568",,"$164,628",,"$619,294",,"$9,665,255",,$21.30,,$24.34,,$0.47,,$28.30,,$21.93,,No,,,,,
Toledo Area Regional Transit Authority,Toledo,OH,5022,50022,Independent Public Agency or Authority of Transit Service,Full Reporter,"507,643",261,DR,DO,60,"173,772",,"13,013",,"2,628",,"8,861",,577,,"198,851",,93.00,,7.00,,2.00,,5.29,,0.33,,107.62,,"$2,523,797",,"$360,950",,"$59,231",,"$234,030",,"$3,178,008",,$14.52,,$27.74,,$0.34,,$26.41,,$15.98,,No,,,,,
Metropolitan Transit Authority,Nashville,TN,4004,40004,Independent Public Agency or Authority of Transit Service,Full Reporter,"969,587",260,MB,DO,124,"695,039",,"102,471",,"64,029",,"49,014",,0,,"910,553",W,349.30,,50.20,,26.90,,29.30,,0.00,,455.70,W,"$14,074,648",W,"$2,321,029",,"$1,366,408",,"$1,661,453",,"$19,423,538",W,$20.25,W,$22.65,,$1.97,,$33.90,,$21.33,W,Yes,,,,,
Metropolitan Transit Authority,Nashville,TN,4004,40004,Independent Public Agency or Authority of Transit Service,Full Reporter,"969,587",260,DR,DO,63,"237,795",,"59,755",,"37,338",,"28,582",,0,,"363,470",W,125.90,,30.00,,15.60,,17.10,,0.00,,188.60,W,"$4,939,896",W,"$1,353,499",,"$796,816",,"$968,870",,"$8,059,081",W,$20.77,W,$22.65,,$3.35,,$33.90,,$22.17,W,Yes,,,,,
Metropolitan Transit Authority,Nashville,TN,4004,40004,Independent Public Agency or Authority of Transit Service,Full Reporter,"969,587",260,CB,DO,23,"39,436",,"5,814",,"3,633",,"2,781",,0,,"51,664",W,19.80,,2.80,,1.50,,1.60,,0.00,,25.70,,"$798,699",W,"$131,712",,"$77,540",,"$94,283",,"$1,102,234",W,$20.25,W,$22.65,,$1.97,,$33.90,,$21.33,W,Yes,,,,,
RTS - Monroe County,Rochester,NY,2113,20113,Independent Public Agency or Authority of Transit Service,Full Reporter,"720,572",257,MB,DO,213,"707,660",,"202,574",,"34,989",,"144,956",,0,,"1,090,179",,378.00,,105.00,,19.00,,81.00,,0.00,,583.00,,"$20,541,787",,"$6,184,945",,"$659,592",,"$4,865,658",,"$32,251,982",,$29.03,,$30.53,,$0.93,,$33.57,,$29.58,,No,,,,,
Kitsap Transit,Bremerton,WA,0020,00020,Independent Public Agency or Authority of Transit Service,Full Reporter,"198,979",257,MB,DO,90,"214,456",,"57,682",,"13,929",,"37,786",,"2,284",,"326,137",,177.00,,33.53,,8.18,,23.46,,1.09,,243.26,,"$6,584,780",,"$2,037,595",,"$459,228",,"$1,700,210",,"$10,781,813",,$30.70,,$35.32,,$2.14,,$45.00,,$33.06,,No,,,,,
Kitsap Transit,Bremerton,WA,0020,00020,Independent Public Agency or Authority of Transit Service,Full Reporter,"198,979",257,DR,DO,85,"142,223",,"14,040",,"8,896",,"24,133",,"1,459",,"190,751",,80.00,,8.16,,5.23,,14.98,,0.70,,109.07,,"$4,118,548",,"$495,967",,"$293,301",,"$1,085,894",,"$5,993,710",,$28.96,,$35.33,,$2.06,,$45.00,,$31.42,,No,,,,,
Kitsap Transit,Bremerton,WA,0020,00020,Independent Public Agency or Authority of Transit Service,Full Reporter,"198,979",257,VP,DO,78,"4,286",,"2,249",,599,,"1,624",,98,,"8,856",,3.00,,1.34,,0.35,,1.01,,0.05,,5.75,,"$205,168",,"$79,452",,"$19,731",,"$73,049",,"$377,400",,$47.87,,$35.33,,$4.60,,$44.98,,$42.62,,No,,,,,
RTS - Monroe County,Rochester,NY,2113,20113,Independent Public Agency or Authority of Transit Service,Full Reporter,"720,572",257,DR,DO,44,"152,957",,"19,074",,0,,"18,038",,0,,"190,069",,88.00,,9.00,,0.00,,9.00,,0.00,,106.00,,"$2,864,850",,"$440,629",,$0,,"$795,417",,"$4,100,896",,$18.73,,$23.10,,$0.00,,$44.10,,$21.58,,No,,,,,
"Miami Lakes - vRide, Inc.",Miami Lakes,FL,4152,40152,Private Provider Reporting on Behalf of a Public Entity,Full Reporter,"5,502,379",254,VP,DO,254,0,,0,,0,,"6,798",,0,,"6,798",,0.00,,0.00,,0.00,,5.00,,0.00,,5.00,,$0,,$0,,$0,,"$219,867",,"$219,867",,,,,,,,$32.34,,$32.34,,No,,,,,
Metro Transit System,Madison,WI,5005,50005,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"401,661",254,MB,DO,182,"581,068",,"132,441",,"17,061",,"70,185",,0,,"800,755",,335.00,,66.70,,10.00,,40.60,,0.00,,452.30,,"$15,709,344",,"$3,712,218",,"$506,703",,"$2,113,774",,"$22,042,039",,$27.04,,$28.03,,$0.87,,$30.12,,$27.53,,No,,,,,
Metro Transit System,Madison,WI,5005,50005,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"401,661",254,DR,DO,12,"37,089",,"2,703",,86,,"2,395",,0,,"42,273",,20.00,,1.30,,0.05,,1.40,,0.00,,22.75,,"$994,511",,"$75,760",,"$2,559",,"$71,251",,"$1,144,081",,$26.81,,$28.03,,$0.07,,$29.75,,$27.06,,No,,,,,
Jacksonville Transportation Authority,Jacksonville,FL,4040,40040,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,065,219",244,MB,DO,150,"860,851",,"197,741",,"35,914",,"256,821",,0,,"1,351,327",,452.00,,100.00,,18.00,,143.00,,0.00,,713.00,,"$17,501,396",,"$4,752,860",,"$933,372",,"$7,912,360",,"$31,099,988",,$20.33,,$24.04,,$1.08,,$30.81,,$23.01,,No,,,,,
Jacksonville Transportation Authority,Jacksonville,FL,4040,40040,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,065,219",244,MG,DO,5,"27,303",,"26,568",,"14,902",,"3,217",,0,,"71,990",,15.00,,15.00,,7.00,,2.00,,0.00,,39.00,,"$731,120",,"$981,161",,"$455,353",,"$120,546",,"$2,288,180",,$26.78,,$36.93,,$16.68,,$37.47,,$31.78,,No,,,,,
Interurban Transit Partnership,Grand Rapids,MI,5033,50033,Independent Public Agency or Authority of Transit Service,Full Reporter,"569,935",241,MB,DO,125,"515,814",,"55,624",,"16,175",,"64,360",,0,,"651,973",,262.40,,29.90,,8.20,,34.10,,0.00,,334.60,,"$11,561,373",,"$1,549,434",,"$263,612",,"$1,287,142",,"$14,661,561",,$22.41,,$27.86,,$0.51,,$20.00,,$22.49,,No,,,,,
Interurban Transit Partnership,Grand Rapids,MI,5033,50033,Independent Public Agency or Authority of Transit Service,Full Reporter,"569,935",241,VP,DO,27,0,,0,,909,,"3,515",,0,,"4,424",,0.00,,0.00,,0.50,,1.60,,0.00,,2.10,,$0,,$0,,"$15,507",,"$63,705",,"$79,212",,,,,,,,$18.12,,$17.91,,No,,,,,
Interurban Transit Partnership,Grand Rapids,MI,5033,50033,Independent Public Agency or Authority of Transit Service,Full Reporter,"569,935",241,RB,DO,8,"32,078",,"3,530",,"1,090",,"4,218",,0,,"40,916",,16.60,,1.90,,0.60,,2.20,,0.00,,21.30,,"$737,960",,"$98,900",,"$18,608",,"$82,563",,"$938,031",,$23.01,,$28.02,,$0.58,,$19.57,,$22.93,,No,,,,,
Connecticut Department of Transportation - CTTRANSIT - Hartford Division,Hartford,CT,1048,10048,State Government Unit or Department of Transportation,Full Reporter,"924,859",232,MB,DO,223,"953,310",,"256,922",,"30,378",,"82,091",,0,,"1,322,701",,465.00,,121.00,,17.00,,52.00,,0.00,,655.00,,"$25,720,990",,"$7,405,381",,"$961,254",,"$2,424,580",,"$36,512,205",,$26.98,,$28.82,,$1.01,,$29.54,,$27.60,,No,,,,,
Sacramento Regional Transit District,Sacramento,CA,9019,90019,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,723,634",232,MB,DO,162,"795,266",,"146,678",,"26,234",,"158,957",,"21,151",,"1,148,286",,437.20,,85.40,,14.90,,89.00,,11.00,,637.50,,"$22,252,253",,"$4,318,465",,"$853,873",,"$6,119,531",,"$33,544,122",,$27.98,,$29.44,,$1.07,,$38.50,,$29.21,,No,,,,,
Sacramento Regional Transit District,Sacramento,CA,9019,90019,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,723,634",232,LR,DO,68,"224,937",,"135,542",,"91,398",,"102,889",,"31,727",,"586,493",,119.00,,73.00,,47.00,,62.00,,17.00,,318.00,,"$7,323,486",,"$4,518,519",,"$3,462,600",,"$4,577,619",,"$19,882,224",,$32.56,,$33.34,,$15.39,,$44.49,,$33.90,,No,,,,,
Connecticut Department of Transportation - CTTRANSIT - Hartford Division,Hartford,CT,1048,10048,State Government Unit or Department of Transportation,Full Reporter,"924,859",232,RB,DO,9,"78,858",,"21,253",,"2,513",,"6,791",,0,,"109,415",,38.00,,10.00,,1.50,,5.00,,0.00,,54.50,,"$2,115,579",,"$609,100",,"$79,065",,"$199,425",,"$3,003,169",,$26.83,,$28.66,,$1.00,,$29.37,,$27.45,,No,,,,,
Sacramento Regional Transit District,Sacramento,CA,9019,90019,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,723,634",232,DR,DO,2,"5,158",,999,,179,,"1,129",,0,,"7,465",,2.90,,0.60,,0.10,,0.60,,0.00,,4.20,,"$78,773",,"$29,405",,"$5,814",,"$43,480",,"$157,472",,$15.27,,$29.43,,$1.13,,$38.51,,$21.09,,No,,,,,
Des Moines Area Regional Transit Authority,Des Moines,IA,7010,70010,Independent Public Agency or Authority of Transit Service,Full Reporter,"450,070",226,MB,DO,113,"276,887",,"69,258",,"11,928",,"55,285",,0,,"413,358",,141.60,,34.87,,15.30,,32.46,,0.00,,224.23,,"$6,774,242",,"$1,747,807",,"$291,127",,"$1,715,973",,"$10,529,149",,$24.47,,$25.24,,$1.05,,$31.04,,$25.47,,No,,,,,
Des Moines Area Regional Transit Authority,Des Moines,IA,7010,70010,Independent Public Agency or Authority of Transit Service,Full Reporter,"450,070",226,VP,DO,90,"2,723",,0,,554,,"4,812",,0,,"8,089",,1.00,,0.00,,1.53,,2.54,,0.00,,5.07,,"$58,475",,$0,,"$20,589",,"$163,902",,"$242,966",,$21.47,,,,$7.56,,$34.06,,$30.04,,No,,,,,
Des Moines Area Regional Transit Authority,Des Moines,IA,7010,70010,Independent Public Agency or Authority of Transit Service,Full Reporter,"450,070",226,DR,DO,21,"88,857",,"10,445",,"2,473",,"5,677",,0,,"107,452",,49.40,,5.13,,3.17,,3.00,,0.00,,60.70,,"$1,264,613",,"$158,487",,"$60,380",,"$192,872",,"$1,676,352",,$14.23,,$15.17,,$0.68,,$33.97,,$15.60,,No,,,,,
"Academy Lines, Inc.",Hoboken,NJ,2122,20122,Private-For-Profit Corporation,Full Reporter,"18,351,295",225,CB,DO,225,"268,000",,"108,233",,0,,"50,601",,0,,"426,834",,172.00,,52.00,,0.00,,25.00,,0.00,,249.00,,"$7,607,488",,"$2,381,140",,$0,,"$1,214,433",,"$11,203,061",,$28.39,,$22.00,,$0.00,,$24.00,,$26.25,,No,,,,,
Central New York Regional Transportation Authority,Syracuse,NY,2018,20018,Independent Public Agency or Authority of Transit Service,Full Reporter,"412,317",208,MB,DO,162,"651,158",,"185,516",,"42,516",,"41,951",,0,,"921,141",,424.00,,95.00,,31.00,,38.00,,0.00,,588.00,,"$14,477,348",,"$4,301,562",,"$974,147",,"$1,443,408",,"$21,196,465",,$22.23,,$23.19,,$1.50,,$34.41,,$23.01,,No,,,,,
METRO Regional Transit Authority,Akron,OH,5010,50010,Independent Public Agency or Authority of Transit Service,Full Reporter,"569,499",208,MB,DO,110,"403,274",,"99,096",,"3,087",,"89,875",,0,,"595,332",,197.26,,44.96,,1.97,,44.56,,0.00,,288.75,,"$12,218,187",,"$2,874,481",,"$72,721",,"$2,498,913",,"$17,664,302",,$30.30,,$29.01,,$0.18,,$27.80,,$29.67,,No,,,,,
METRO Regional Transit Authority,Akron,OH,5010,50010,Independent Public Agency or Authority of Transit Service,Full Reporter,"569,499",208,DR,DO,91,"162,873",,"18,319",,"1,083",,"20,681",,0,,"202,956",,86.10,,11.30,,0.70,,11.80,,0.00,,109.90,,"$3,033,175",,"$457,970",,"$22,675",,"$464,510",,"$3,978,330",,$18.62,,$25.00,,$0.14,,$22.46,,$19.60,,No,,,,,
Central New York Regional Transportation Authority,Syracuse,NY,2018,20018,Independent Public Agency or Authority of Transit Service,Full Reporter,"412,317",208,DR,DO,25,"111,919",,"20,661",,"2,147",,"23,660",,0,,"158,387",,281.00,,10.00,,1.00,,12.00,,0.00,,304.00,,"$2,042,303",,"$518,566",,"$43,680",,"$543,666",,"$3,148,215",,$18.25,,$25.10,,$0.39,,$22.98,,$19.88,,No,,,,,
METRO Regional Transit Authority,Akron,OH,5010,50010,Independent Public Agency or Authority of Transit Service,Full Reporter,"569,499",208,CB,DO,7,"13,578",,"3,581",,446,,"2,102",,0,,"19,707",,6.65,,1.89,,0.29,,1.43,,0.00,,10.26,,"$298,654",,"$86,840",,"$10,748",,"$47,478",,"$443,720",,$22.00,,$24.25,,$0.79,,$22.59,,$22.52,,No,,,,,
Blue Water Area Transportation Commission,Port Huron,MI,5148,50148,Independent Public Agency or Authority of Transit Service,Full Reporter,"87,106",205,DR,DO,43,"101,408",,"23,785",,"6,095",,"7,252",,0,,"138,540",,72.10,,14.00,,4.00,,4.00,,0.00,,94.10,,"$1,810,626",,"$473,329",,"$121,306",,"$377,791",,"$2,783,052",,$17.85,,$19.90,,$1.20,,$52.09,,$20.09,,No,,,,,
Blue Water Area Transportation Commission,Port Huron,MI,5148,50148,Independent Public Agency or Authority of Transit Service,Full Reporter,"87,106",205,MB,DO,9,"45,479",,"10,667",,"2,733",,"3,253",,0,,"62,132",,32.34,,6.28,,1.80,,1.80,,0.00,,42.22,,"$812,109",,"$212,300",,"$54,408",,"$169,448",,"$1,248,265",,$17.86,,$19.90,,$1.20,,$52.09,,$20.09,,No,,,,,
Blue Water Area Transportation Commission,Port Huron,MI,5148,50148,Independent Public Agency or Authority of Transit Service,Full Reporter,"87,106",205,CB,DO,3,"5,013",,"1,175",,300,,356,,0,,"6,844",,3.60,,0.70,,0.20,,0.20,,0.00,,4.70,,"$90,627",,"$23,691",,"$6,072",,"$18,909",,"$139,299",,$18.08,,$20.16,,$1.21,,$53.12,,$20.35,,No,,,,,
Indianapolis and Marion County Public Transportation,Indianapolis,IN,5050,50050,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,487,483",202,MB,DO,136,"732,394",,"121,225",,"76,262",,"90,565",,0,,"1,020,446",,388.00,,59.00,,38.00,,55.00,,0.00,,540.00,,"$16,803,677",,"$3,522,034",,"$1,218,179",,"$2,814,507",,"$24,358,397",,$22.94,,$29.05,,$1.66,,$31.08,,$23.87,,No,,,,,
Mass Transportation Authority,Flint,MI,5032,50032,Independent Public Agency or Authority of Transit Service,Full Reporter,"356,218",202,DR,DO,101,"380,367",,"17,811",,"12,478",,"39,801",,169,,"450,626",,245.00,,8.60,,7.80,,26.00,,0.10,,287.50,,"$4,233,663",,"$303,223",,"$208,483",,"$1,147,402",,"$5,892,771",,$11.13,,$17.02,,$0.55,,$28.83,,$13.08,,No,,,,,
Mass Transportation Authority,Flint,MI,5032,50032,Independent Public Agency or Authority of Transit Service,Full Reporter,"356,218",202,MB,DO,99,"282,459",,"73,083",,"12,838",,"40,986",,175,,"409,541",,183.00,,38.00,,8.10,,26.80,,0.10,,256.00,,"$4,759,515",,"$1,752,054",,"$215,229",,"$1,182,688",,"$7,909,486",,$16.85,,$23.97,,$0.76,,$28.86,,$19.31,,No,,,,,
Hillsborough Area Regional Transit Authority,Tampa,FL,4041,40041,Independent Public Agency or Authority of Transit Service,Full Reporter,"2,441,770",201,MB,DO,162,"883,307",,"168,722",,"98,378",,"158,282",,"29,873",,"1,338,562",,464.00,,102.00,,52.00,,94.00,,15.00,,727.00,,"$17,412,549",,"$3,725,526",,"$1,795,644",,"$6,675,665",,"$29,609,384",,$19.71,,$22.08,,$2.03,,$42.18,,$22.12,,No,,,,,
Hillsborough Area Regional Transit Authority,Tampa,FL,4041,40041,Independent Public Agency or Authority of Transit Service,Full Reporter,"2,441,770",201,DR,DO,36,"131,475",,"3,616",,"10,720",,"28,599",,0,,"174,410",,72.00,,2.00,,6.00,,16.00,,0.00,,96.00,,"$2,559,722",,"$85,999",,"$199,516",,"$714,772",,"$3,560,009",,$19.47,,$23.78,,$1.52,,$24.99,,$20.41,,No,,,,,
Hillsborough Area Regional Transit Authority,Tampa,FL,4041,40041,Independent Public Agency or Authority of Transit Service,Full Reporter,"2,441,770",201,SR,DO,3,"18,854",,"15,165",,"8,529",,"1,177",,0,,"43,725",,9.00,,8.00,,5.00,,37.00,,0.00,,59.00,,"$442,648",,"$298,260",,"$152,449",,"$24,330",,"$917,687",,$23.48,,$19.67,,$8.09,,$20.67,,$20.99,,No,,,,,
Long Beach Transit,Long Beach,CA,9023,90023,Other Publicly-Owned or Privately Chartered Corporation,Full Reporter,"12,150,996",197,MB,DO,187,"956,459",,"217,109",,"54,103",,"146,853",,0,,"1,374,524",,521.00,,113.00,,28.00,,83.00,,0.00,,745.00,,"$26,068,269",,"$6,555,125",,"$1,284,760",,"$4,969,168",,"$38,877,322",,$27.26,,$30.19,,$1.34,,$33.84,,$28.28,,No,,,,,
City of Albuquerque Transit Department,Albuquerque,NM,6019,60019,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"741,318",193,MB,DO,131,"584,080",,"155,547",,"19,587",,"65,974",,0,,"825,188",,269.20,,85.00,,12.00,,34.40,,0.00,,400.60,,"$10,818,911",,"$3,331,255",,"$379,352",,"$1,741,705",,"$16,271,223",,$18.52,,$21.42,,$0.65,,$26.40,,$19.72,,No,,,,,
City of Albuquerque Transit Department,Albuquerque,NM,6019,60019,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"741,318",193,DR,DO,62,"172,049",,"13,790",,"4,897",,"16,494",,0,,"207,230",,82.80,,8.00,,3.00,,8.60,,0.00,,102.40,,"$2,995,654",,"$317,511",,"$94,653",,"$434,344",,"$3,842,162",,$17.41,,$23.02,,$0.55,,$26.33,,$18.54,,No,,,,,
Fort Worth Transportation Authority,Fort Worth,TX,6007,60007,Independent Public Agency or Authority of Transit Service,Full Reporter,"5,121,892",192,MB,DO,108,"478,666",,"156,873",,"69,498",,"150,550",,0,,"855,587",,233.00,,75.00,,33.00,,73.00,,0.00,,414.00,,"$9,902,595",,"$3,634,207",,"$905,294",,"$2,906,268",,"$17,348,364",,$20.69,,$23.17,,$1.89,,$19.30,,$20.28,,No,,,,,
Fort Worth Transportation Authority,Fort Worth,TX,6007,60007,Independent Public Agency or Authority of Transit Service,Full Reporter,"5,121,892",192,DR,DO,34,"111,264",,"18,887",,"27,716",Q,"63,304",Q,0,,"221,171",Q,51.00,,8.00,,13.00,,31.00,,0.00,,103.00,,"$2,542,796",,"$484,876",,"$126,770",Q,"$401,639",Q,"$3,556,081",Q,$22.85,,$25.67,,$1.14,Q,$6.34,Q,$16.08,Q,Yes,,,,,
Mass Transit Department - City of El Paso,El Paso,TX,6006,60006,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"803,086",186,MB,DO,125,"931,557",,"238,689",,"34,885",,"62,283",,0,,"1,267,414",,452.75,,130.00,,19.00,,40.00,,0.00,,641.75,,"$17,742,942",,"$4,491,223",,"$629,618",,"$2,084,265",,"$24,948,048",,$19.05,,$18.82,,$0.68,,$33.46,,$19.68,,No,,,,,
York County Transportation Authority,York,PA,3027,30027,Independent Public Agency or Authority of Transit Service,Full Reporter,"232,045",178,DR,DO,103,"232,547",,"11,943",,748,,"7,265",,0,,"252,503",,159.48,,6.62,,0.70,,4.90,,0.00,,171.70,,"$3,478,965",,"$266,543",,"$7,788",,"$290,607",,"$4,043,903",,$14.96,,$22.32,,$0.03,,$40.00,,$16.02,,No,,,,,
Greater Dayton Regional Transit Authority,Dayton,OH,5017,50017,Independent Public Agency or Authority of Transit Service,Full Reporter,"724,091",178,MB,DO,98,"586,237",,"107,666",,"23,929",,"76,153",,"2,227",,"796,212",,276.10,,51.00,,13.30,,44.00,,1.10,,385.50,,"$13,243,477",,"$2,737,679",,"$640,187",,"$1,925,242",,"$18,546,585",,$22.59,,$25.43,,$1.09,,$25.28,,$23.29,,No,,,,,
Greater Dayton Regional Transit Authority,Dayton,OH,5017,50017,Independent Public Agency or Authority of Transit Service,Full Reporter,"724,091",178,DR,DO,54,"251,737",,"41,907",,"12,050",,"46,446",,"1,268",,"353,408",,106.60,,19.90,,6.10,,23.90,,0.80,,157.30,,"$3,716,615",,"$911,632",,"$338,161",,"$1,141,230",,"$6,107,638",,$14.76,,$21.75,,$1.34,,$24.57,,$17.28,,No,,,,,
York County Transportation Authority,York,PA,3027,30027,Independent Public Agency or Authority of Transit Service,Full Reporter,"232,045",178,MB,DO,35,"151,147",,"23,630",,"2,691",,"15,374",,0,,"192,842",,79.32,,13.13,,2.00,,9.10,,0.00,,103.55,,"$3,183,331",,"$465,192",,"$26,042",,"$479,251",,"$4,153,816",,$21.06,,$19.69,,$0.17,,$31.17,,$21.54,,No,,,,,
Greater Dayton Regional Transit Authority,Dayton,OH,5017,50017,Independent Public Agency or Authority of Transit Service,Full Reporter,"724,091",178,TB,DO,26,"104,886",,"38,809",,"32,598",,"20,579",,967,,"197,839",,51.60,,19.30,,18.90,,11.70,,0.60,,102.10,,"$2,353,972",,"$846,655",,"$810,783",,"$511,567",,"$4,522,977",,$22.44,,$21.82,,$7.73,,$24.86,,$22.86,,No,,,,,
York County Transportation Authority,York,PA,3027,30027,Independent Public Agency or Authority of Transit Service,Full Reporter,"232,045",178,CB,DO,9,"21,423",,"2,293",,382,,"1,655",,0,,"25,753",,12.20,,1.26,,0.30,,1.00,,0.00,,14.76,,"$390,023",,"$61,230",,"$3,428",,"$63,080",,"$517,761",,$18.21,,$26.70,,$0.16,,$38.11,,$20.10,,No,,,,,
Capital Area Transportation Authority,Lansing,MI,5036,50036,Independent Public Agency or Authority of Transit Service,Full Reporter,"313,532",176,MB,DO,76,"340,702",,"57,678",,"11,625",,"51,000",,0,,"461,005",,174.00,,29.00,,7.00,,38.30,,0.00,,248.30,,"$10,067,689",,"$1,672,663",,"$220,810",,"$1,019,707",,"$12,980,869",,$29.55,,$29.00,,$0.65,,$19.99,,$28.16,,No,,,,,
Clark County Public Transportation Benefit Area Authority,Vancouver,WA,0024,00024,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,849,898",176,MB,DO,56,"323,865",,"54,082",,"11,293",,"66,476",,"3,088",,"458,804",,176.00,,29.35,,6.04,,38.28,,2.00,,251.67,,"$8,932,814",,"$1,512,949",,"$297,671",,"$2,131,477",,"$12,874,911",,$27.58,,$27.98,,$0.92,,$32.06,,$28.06,,No,,,,,
Clark County Public Transportation Benefit Area Authority,Vancouver,WA,0024,00024,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,849,898",176,DR,DO,46,"155,147",,"13,161",,"4,749",,"28,751",,0,,"201,808",,81.96,,7.47,,2.62,,16.62,,0.00,,108.67,,"$3,712,756",,"$407,525",,"$126,136",,"$918,898",,"$5,165,315",,$23.93,,$30.96,,$0.81,,$31.96,,$25.60,,No,,,,,
Clark County Public Transportation Benefit Area Authority,Vancouver,WA,0024,00024,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,849,898",176,CB,DO,41,"68,143",,"11,379",,"2,376",,"13,987",,0,,"95,885",,37.04,,6.18,,1.27,,8.06,,0.00,,52.55,,"$1,879,499",,"$318,330",,"$62,631",,"$448,471",,"$2,708,931",,$27.58,,$27.98,,$0.92,,$32.06,,$28.25,,No,,,,,
Capital Area Transportation Authority,Lansing,MI,5036,50036,Independent Public Agency or Authority of Transit Service,Full Reporter,"313,532",176,DR,DO,37,"85,264",,"8,058",,0,,"18,124",,0,,"111,446",,45.00,,4.00,,0.00,,10.45,,0.00,,59.45,,"$2,426,734",,"$209,601",,$0,,"$318,600",,"$2,954,935",,$28.46,,$26.01,,$0.00,,$17.58,,$26.51,,No,,,,,
Clark County Public Transportation Benefit Area Authority,Vancouver,WA,0024,00024,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,849,898",176,VP,DO,33,0,,9,,136,,"3,762",,0,,"3,907",,0.00,,0.01,,0.07,,2.04,,0.00,,2.12,,$0,,$219,,"$3,462",,"$120,034",,"$123,715",,,,$24.33,,,,$31.91,,$31.67,,No,,,,,
Lehigh and Northampton Transportation Authority,Allentown,PA,3010,30010,Independent Public Agency or Authority of Transit Service,Full Reporter,"664,651",175,MB,DO,71,"363,095",,"55,571",,20,,"35,412",,0,,"454,098",,168.00,,34.00,,1.00,,26.00,,0.00,,229.00,,"$7,392,664",,"$1,234,602",,$450,,"$708,376",,"$9,336,092",,$20.36,,$22.22,,$0.00,,$20.00,,$20.56,,No,,,,,
Santa Monica's Big Blue Bus,Santa Monica,CA,9008,90008,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"12,150,996",173,MB,DO,167,"753,803",,"136,538",,"8,095",,"55,714",,"14,292",,"968,442",,371.80,,81.65,,7.35,,27.25,,7.94,,495.99,,"$24,844,962",,"$4,821,231",,"$360,287",,"$2,156,616",,"$32,183,096",,$32.96,,$35.31,,$0.48,,$38.71,,$33.23,,No,,,,,
Wichita Transit,Wichita,KS,7015,70015,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"472,870",170,MB,DO,38,"144,604",,"27,460",,"4,310",,"24,283",,0,,"200,657",,68.65,,13.63,,2.11,,13.24,,0.00,,97.63,,"$2,902,229",,"$698,054",,"$68,468",,"$817,994",,"$4,486,745",,$20.07,,$25.42,,$0.47,,$33.69,,$22.36,,No,,,,,
