Name,City,State,Legacy NTD ID,NTD ID,Organization Type,Reporter Type,Primary UZA Population,Agency VOMS,Mode,TOS,Mode VOMS,Vehicle Operations Hours,Vehicle Operations Hours Questionable,Vehicle Maintenance Hours,Vehicle Maintenance Hours Questionable,Facility Maintenance Hours,Facility Maintenance Hours Questionable,General Administration Hours,General Administration Hours Questionable,Capital Labor Hours,Capital Labor Hours Questionable,Total Hours,Total Hours Questionable,Vehicle Operations Count,Vehicle Operations Count Questionable,Vehicle Maintenance Count,Vehicle Maintenance Count Questionable,Facility Maintenance Count,Facility Maintenance Count Questionable,General Administration Count,General Administration Count Questionable,Capital Labor Count,Capital Labor Count Questionable,Total Employee Count,Total Employee Count Questionable,Vehicle Operations Salary Expenses,Vehicle Operations Salary Expenses Questionable,Vehicle Maintenance Salary Expenses,Vehicle Maintenance Salary Expenses Questionable,Facility Maintenance Salary Expenses,Facility Maintenance Salary Expenses Questionable,General Administration Salary Expenses,General Administration Salary Expenses Questionable,Total Operating Salary Expenses,Total Operating Salary Expenses Questionable,Vehicle Operations Average Hourly Wage,Vehicle Operations Average Hourly Wage Questionable,Vehicle Maintenance Average Hourly Wage,Vehicle Maintenance Average Hourly Wage Questionable,Facility Maintenance Average Hourly Wage,Facility Maintenance Average Hourly Wage Questionable,General Administration Average Hourly Wage,General Administration Average Hourly Wage Questionable,Total Operating Average Hourly Wage,Total Operating Average Hourly Wage Questionable,Any data questionable?,,,,,1
Charlotte Area Transit System,Charlotte,NC,4008,40008,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"1,249,442",431,CB,DO,69,"167,977",,"45,983",,0,,"4,600",,0,,"218,560",,97,,25.5,,0,,3,,0,,125.5,,"$3,829,310 ",,"$1,130,258 ",,$0 ,,"$306,879 ",,"$5,266,447 ",,$22.80 ,,$24.58 ,,,,$66.71 ,,$24.10 ,,No,,,,,
Charlotte Area Transit System,Charlotte,NC,4008,40008,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"1,249,442",431,LR,DO,14,"113,035",,"73,442",,"38,447",,"18,642",,0,,"243,566",,68,,37,,19,,9,,0,,133,,"$2,475,014 ",,"$856,012 ",,"$1,013,174 ",,"$1,282,175 ",,"$5,626,375 ",,$21.90 ,,$11.66 ,,$26.35 ,,$68.78 ,,$23.10 ,,No,,,,,
"vRide, Inc. - Valley Metro",Phoenix,AZ,9169,90169,Private Provider Reporting on Behalf of a Public Entity,Full Reporter,"3,629,114",397,VP,DO,397,0,,0,,0,,"9,075",,0,,"9,075",,0,,0,,0,,10,,0,,10,,$0 ,,$0 ,,$0 ,,"$168,593 ",,"$168,593 ",,,,,,,,$18.58 ,,$18.58 ,,No,,,,,
Transportation District Commission of Hampton Roads,Hampton,VA,3083,30083,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,439,666",368,MB,DO,236,"895,765",,"316,839",,"16,358",,"213,367",,0,,"1,442,329",,541.83,,179.55,,7.8,,130.14,,0,,859.32,,"$18,831,088 ",,"$7,460,132 ",,"$306,049 ",,"$6,879,253 ",,"$33,476,522 ",,$21.02 ,,$23.55 ,,$18.71 ,,$32.24 ,,$23.21 ,,No,,,,,
Transportation District Commission of Hampton Roads,Hampton,VA,3083,30083,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,439,666",368,VP,DO,33,"8,364",,"3,564",,0,,"3,813",,0,,"15,741",,4.76,,2,,0,,2,,0,,8.76,,"$181,250 ",,"$61,772 ",,$0 ,,"$146,298 ",,"$389,320 ",,$21.67 ,,$17.33 ,,,,$38.37 ,,$24.73 ,,No,,,,,
Transportation District Commission of Hampton Roads,Hampton,VA,3083,30083,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,439,666",368,LR,DO,6,"121,066",,"30,178",,"16,073",,"28,931",,0,,"196,248",,88.09,,16.25,,7.86,,16.77,,0,,128.97,,"$2,816,153 ",,"$993,340 ",,"$426,609 ",,"$892,741 ",,"$5,128,843 ",,$23.26 ,,$32.92 ,,$26.54 ,,$30.86 ,,$26.13 ,,No,,,,,
San Mateo County Transit District,San Carlos,CA,9009,90009,Independent Public Agency or Authority of Transit Service,Full Reporter,"3,281,212",363,MB,DO,192,"662,161",,"202,026",,"9,533",,"165,509",,"18,153",,"1,057,382",,377,,119,,6,,100,,10,,612,,"$21,150,010 ",,"$6,195,829 ",,"$360,917 ",,"$7,048,171 ",,"$34,754,927 ",,$31.94 ,,$30.67 ,,$37.86 ,,$42.58 ,,$32.87 ,,No,,,,,
Central Ohio Transit Authority,Columbus,OH,5016,50016,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,368,035",361,MB,DO,284,"1,251,033",,"253,441",,"56,111",,"204,759",,0,,"1,765,344",,680,,125,,27,,119,,0,,951,,"$30,226,634 ",,"$7,438,318 ",,"$1,732,064 ",,"$6,745,917 ",,"$46,142,933 ",,$24.16 ,,$29.35 ,,$30.87 ,,$32.95 ,,$26.14 ,,No,,,,,
Niagara Frontier Transportation Authority,Buffalo,NY,2004,20004,Independent Public Agency or Authority of Transit Service,Full Reporter,"935,906",351,MB,DO,264,"1,127,409",,"366,270",,"56,289",,"41,486",,711,,"1,592,165",,638.5,,208,,32,,24,,0.5,,903,,"$22,944,733 ",,"$8,402,353 ",,"$1,228,188 ",,"$877,982 ",,"$33,453,256 ",,$20.35 ,,$22.94 ,,$21.82 ,,$21.16 ,,$21.01 ,,No,,,,,
Niagara Frontier Transportation Authority,Buffalo,NY,2004,20004,Independent Public Agency or Authority of Transit Service,Full Reporter,"935,906",351,DR,DO,64,"210,581",,"16,124",,49,,260,,0,,"227,014",,96.5,,6.9,,0.1,,0.5,,0,,104,,"$2,749,779 ",,"$403,563 ",,$794 ,,"$9,845 ",,"$3,163,981 ",,$13.06 ,,$25.03 ,,$16.20 ,,$37.87 ,,$13.94 ,,No,,,,,
Niagara Frontier Transportation Authority,Buffalo,NY,2004,20004,Independent Public Agency or Authority of Transit Service,Full Reporter,"935,906",351,LR,DO,23,"84,025",,"58,474",,"114,201",,"7,147",,"1,892",,"265,739",,47,,33,,64,,4,,1,,149,,"$1,988,403 ",,"$1,331,896 ",,"$2,572,383 ",,"$199,172 ",,"$6,091,854 ",,$23.66 ,,$22.78 ,,$22.53 ,,$27.87 ,,$22.92 ,,No,,,,,
Southwest Ohio Regional Transit Authority,Cincinnati,OH,5012,50012,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"1,624,827",346,MB,DO,298,"1,096,148",,"330,168",,"54,174",,"168,864",,0,,"1,649,354",,531,,173,,35,,103,,0,,842,,"$26,109,139 ",,"$9,441,430 ",,"$1,410,399 ",,"$5,653,064 ",,"$42,614,032 ",,$23.82 ,,$28.60 ,,$26.03 ,,$33.48 ,,$25.84 ,,No,,,,,
City of Tucson,Tucson   ,AZ,9033,90033,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"843,168",338,MB,DO,212,"897,034",,"208,113",,"21,498",,"93,174",,0,,"1,219,819",,464,,111,,11,,51,,0,,637,,"$15,554,553 ",,"$4,087,885 ",,"$370,188 ",,"$1,888,296 ",,"$21,900,922 ",,$17.34 ,,$19.64 ,,$17.22 ,,$20.27 ,,$17.95 ,,No,,,,,
City of Tucson,Tucson   ,AZ,9033,90033,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"843,168",338,DR,DO,120,"448,392",,0,,"3,896",,"14,615",,0,,"466,903",,242,,0,,2,,8,,0,,252,,"$6,247,101 ",,$0 ,,"$53,101 ",,"$486,793 ",,"$6,786,995 ",,$13.93 ,,,,$13.63 ,,$33.31 ,,$14.54 ,,No,,,,,
City of Tucson,Tucson   ,AZ,9033,90033,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"843,168",338,SR,DO,6,"48,484",,"9,583",,"4,143",,"6,376",,0,,"68,586",,24,,5,,2,,4,,0,,35,,"$914,717 ",,"$172,221 ",,"$98,568 ",,"$218,240 ",,"$1,403,746 ",,$18.87 ,,$17.97 ,,$23.79 ,,$34.23 ,,$20.47 ,,No,,,,,
Central Puget Sound Regional Transit Authority,Seattle,WA,40,40,Independent Public Agency or Authority of Transit Service,Full Reporter,"3,059,393",336,CB,DO,190,"598,576",,"162,501",,"44,506",,"118,925",,"14,158",,"938,666",,363.3,,103.32,,27.14,,75.16,,7.9,,576.82,,"$26,296,122 ",,"$8,107,369 ",,"$1,603,951 ",,"$3,821,702 ",,"$39,829,144 ",,$43.93 ,,$49.89 ,,$36.04 ,,$32.14 ,,$42.43 ,,No,,,,,
Central Puget Sound Regional Transit Authority,Seattle,WA,40,40,Independent Public Agency or Authority of Transit Service,Full Reporter,"3,059,393",336,LR,DO,34,"170,587",,"70,099",,"148,589",,"84,724",,"819,103",,"1,293,102",,106.71,,45,,91.03,,49.59,,452.5,,744.83,,"$7,275,702 ",,"$2,923,129 ",,"$7,063,912 ",,"$3,470,581 ",,"$20,733,324 ",,$42.65 ,,$41.70 ,,$47.54 ,,$40.96 ,,$16.03 ,,No,,,,,
Central Puget Sound Regional Transit Authority,Seattle,WA,40,40,Independent Public Agency or Authority of Transit Service,Full Reporter,"3,059,393",336,SR,DO,2,"22,985",,"8,190",,"2,194",,"7,756",,"22,412",,"63,537",,10.24,,4,,1.09,,4.38,,12.53,,32.24,,"$739,651 ",,"$336,024 ",,"$138,252 ",,"$491,502 ",,"$1,705,429 ",,$32.18 ,,$41.03 ,,$63.01 ,,$63.37 ,,$26.84 ,,No,,,,,
Greater Richmond Transit Company,Richmond,VA,3006,30006,Other Publicly-Owned or Privately Chartered Corporation,Full Reporter,"953,556",328,MB,DO,118,"471,625",,"90,012",,"35,097",,"113,485",,0,,"710,219",,267,,42,,16,,62,,0,,387,,"$11,677,339 ",,"$1,971,052 ",,"$709,672 ",,"$2,946,284 ",,"$17,304,347 ",,$24.76 ,,$21.90 ,,$20.22 ,,$25.96 ,,$24.36 ,,No,,,,,
Lane Transit District,Eugene,OR,7,7,Independent Public Agency or Authority of Transit Service,Full Reporter,"247,421",325,MB,DO,71,"329,433",,"63,259",,"15,194",,"69,026",,"9,641",,"486,553",,176.8,,34.7,,8.9,,39.2,,5.3,,264.9,,"$7,967,805 ",,"$1,787,884 ",,"$328,436 ",,"$2,261,543 ",,"$12,345,668 ",,$24.19 ,,$28.26 ,,$21.62 ,,$32.76 ,,$25.37 ,,No,,,,,
Lane Transit District,Eugene,OR,7,7,Independent Public Agency or Authority of Transit Service,Full Reporter,"247,421",325,RB,DO,8,"51,524",,"14,620",,"2,389",,"10,854",,"1,516",,"80,903",,27.7,,8.1,,1.4,,6.1,,0.8,,44.1,,"$1,246,890 ",,"$421,531 ",,"$51,657 ",,"$357,497 ",,"$2,077,575 ",,$24.20 ,,$28.83 ,,$21.62 ,,$32.94 ,,$25.68 ,,No,,,,,
Suburban Mobility Authority for Regional Transportation,Detroit,MI,5031,50031,Independent Public Agency or Authority of Transit Service,Full Reporter,"3,734,090",317,MB,DO,195,"733,064",,"194,300",,"33,831",,"126,160",,0,,"1,087,355",,335,,116,,21,,83,,0,,555,,"$16,627,177 ",,"$5,553,381 ",,"$555,182 ",,"$3,384,950 ",,"$26,120,690 ",,$22.68 ,,$28.58 ,,$16.41 ,,$26.83 ,,$24.02 ,,No,,,,,
Suburban Mobility Authority for Regional Transportation,Detroit,MI,5031,50031,Independent Public Agency or Authority of Transit Service,Full Reporter,"3,734,090",317,DR,DO,84,"229,060",,"58,383",,"10,570",,"40,014",,0,,"338,027",,130,,39,,7,,26,,0,,202,,"$4,157,004 ",,"$538,962 ",,"$136,636 ",,"$1,021,392 ",,"$5,853,994 ",,$18.15 ,,$9.23 ,,$12.93 ,,$25.53 ,,$17.32 ,,No,,,,,
Transit Authority of River City,Louisville,KY,4018,40018,Independent Public Agency or Authority of Transit Service,Full Reporter,"972,546",315,MB,DO,173,"790,870",,"194,563",,"23,999",,"118,352",,0,,"1,127,784",,418.75,,108,,12,,74,,0,,612.75,,"$17,556,189 ",,"$4,423,180 ",,"$567,167 ",,"$3,242,916 ",,"$25,789,452 ",,$22.20 ,,$22.73 ,,$23.63 ,,$27.40 ,,$22.87 ,,No,,,,,
Transit Authority of River City,Louisville,KY,4018,40018,Independent Public Agency or Authority of Transit Service,Full Reporter,"972,546",315,DR,DO,3,"4,776",,"1,965",,242,,520,,0,,"7,503",,2.25,,0,,0,,0,,0,,2.25,,"$110,341 ",,"$45,175 ",,"$7,743 ",,"$12,589 ",,"$175,848 ",,$23.10 ,,$22.99 ,,$32.00 ,,$24.21 ,,$23.44 ,,No,,,,,
Spokane Transit Authority,Spokane,WA,2,2,Independent Public Agency or Authority of Transit Service,Full Reporter,"387,847",311,MB,DO,110,"544,948",,"110,905",,"40,392",,"94,132",,856,,"791,233",,333,,62,,24,,52.35,,0.45,,471.8,,"$13,912,806 ",,"$2,847,825 ",,"$885,205 ",,"$3,263,889 ",,"$20,909,725 ",,$25.53 ,,$25.68 ,,$21.92 ,,$34.67 ,,$26.43 ,,No,,,,,
Spokane Transit Authority,Spokane,WA,2,2,Independent Public Agency or Authority of Transit Service,Full Reporter,"387,847",311,VP,DO,98,0,,0,,0,,"5,483",,13,,"5,496",,0,,0,,0,,3.8,,0.01,,3.81,,$0 ,,$0 ,,$0 ,,"$162,382 ",,"$162,382 ",,,,,,,,$29.62 ,,$29.55 ,,No,,,,,
Spokane Transit Authority,Spokane,WA,2,2,Independent Public Agency or Authority of Transit Service,Full Reporter,"387,847",311,DR,DO,55,"137,384",,"24,491",,0,,"25,837",,235,,"187,947",,81,,14,,0,,14.4,,0.1,,109.5,,"$3,008,466 ",,"$537,415 ",,$0 ,,"$509,044 ",,"$4,054,925 ",,$21.90 ,,$21.94 ,,,,$19.70 ,,$21.57 ,,No,,,,,
Intercity Transit,Olympia,WA,19,19,Independent Public Agency or Authority of Transit Service,Full Reporter,"176,617",310,VP,DO,215,"11,503",,"4,074",,382,,"2,370",,0,,"18,329",,6,,2.35,,0.2,,1.32,,0,,9.87,,"$306,342 ",,"$116,177 ",,"$11,200 ",,"$85,168 ",,"$518,887 ",,$26.63 ,,$28.52 ,,$29.32 ,,$35.94 ,,$28.31 ,,No,,,,,
Intercity Transit,Olympia,WA,19,19,Independent Public Agency or Authority of Transit Service,Full Reporter,"176,617",310,MB,DO,50,"281,308",,"45,889",,"9,108",,"56,555",,0,,"392,860",,142.45,,25.67,,4.67,,31.52,,0,,204.31,,"$7,040,876 ",,"$1,308,605 ",,"$267,239 ",,"$1,763,863 ",,"$10,380,583 ",,$25.03 ,,$28.52 ,,$29.34 ,,$31.19 ,,$26.42 ,,No,,,,,
Intercity Transit,Olympia,WA,19,19,Independent Public Agency or Authority of Transit Service,Full Reporter,"176,617",310,DR,DO,36,"118,392",,"17,777",,"3,377",,"20,973",,0,,"160,519",,57.78,,9.94,,1.73,,11.69,,0,,81.14,,"$2,857,663 ",,"$506,943 ",,"$99,102 ",,"$700,538 ",,"$4,164,246 ",,$24.14 ,,$28.52 ,,$29.35 ,,$33.40 ,,$25.94 ,,No,,,,,
Intercity Transit,Olympia,WA,19,19,Independent Public Agency or Authority of Transit Service,Full Reporter,"176,617",310,CB,DO,9,"33,348",,"5,439",,771,,"4,791",,0,,"44,349",,16.77,,3.04,,0.4,,2.67,,0,,22.88,,"$834,664 ",,"$155,100 ",,"$22,637 ",,"$196,010 ",,"$1,208,411 ",,$25.03 ,,$28.52 ,,$29.36 ,,$40.91 ,,$27.25 ,,No,,,,,
Pinellas Suncoast Transit Authority,St. Petersburg,FL,4027,40027,Independent Public Agency or Authority of Transit Service,Full Reporter,"2,441,770",308,MB,DO,160,"746,438",,"115,060",,"56,379",,"142,322",,0,,"1,060,199",,426,,62,,33,,84,,0,,605,,"$16,952,492 ",,"$2,936,502 ",,"$492,053 ",,"$3,166,605 ",,"$23,547,652 ",,$22.71 ,,$25.52 ,,$8.73 ,,$22.25 ,,$22.21 ,,No,,,,,
Pinellas Suncoast Transit Authority,St. Petersburg,FL,4027,40027,Independent Public Agency or Authority of Transit Service,Full Reporter,"2,441,770",308,CB,DO,7,"19,543",,"5,126",,"2,512",,"6,270",,0,,"33,451",,10,,3,,1,,4,,0,,18,,"$415,622 ",,"$90,820 ",,"$46,982 ",,"$97,936 ",,"$651,360 ",,$21.27 ,,$17.72 ,,$18.70 ,,$15.62 ,,$19.47 ,,No,,,,,
Port Authority Trans-Hudson Corporation,Jersey City,NJ,2098,20098,Independent Public Agency or Authority of Transit Service,Full Reporter,"18,351,295",304,HR,DO,299,"1,097,899",,"416,074",,"855,689",,"102,340",,0,,"2,472,002",,613,,250,,513,,66,,0,,"1,442.00",,"$64,769,106 ",,"$21,821,850 ",,"$30,577,872 ",,"$5,406,291 ",,"$122,575,119 ",,$58.99 ,,$52.45 ,,$35.73 ,,$52.83 ,,$49.59 ,,No,,,,,
Rhode Island Public Transit Authority,Providence,RI,1001,10001,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,190,956",304,MB,DO,196,"891,350",,"147,150",,"57,424",,"119,670",,0,,"1,215,594",,452,,82,,35,,72,,0,,641,,"$25,199,383 ",,"$4,580,150 ",,"$1,267,803 ",,"$3,819,348 ",,"$34,866,684 ",,$28.27 ,,$31.13 ,,$22.08 ,,$31.92 ,,$28.68 ,,No,,,,,
Rhode Island Public Transit Authority,Providence,RI,1001,10001,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,190,956",304,DR,DO,79,"203,795",,"17,612",,"6,169",,"25,717",,0,,"253,293",,121,,10,,4,,15,,0,,150,,"$4,028,803 ",,"$624,770 ",,"$138,988 ",,"$484,476 ",,"$5,277,037 ",,$19.77 ,,$35.47 ,,$22.53 ,,$18.84 ,,$20.83 ,,No,,,,,
Capital Area Transit,Raleigh,NC,4007,40007,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"884,891",298,MB,DO,65,"361,399",,"62,905",,"6,064",,"29,442",,0,,"459,810",,183,,28,,3,,14,,0,,228,,"$7,406,175 ",,"$1,252,891 ",,"$73,364 ",,"$625,225 ",,"$9,357,655 ",,$20.49 ,,$19.92 ,,$12.10 ,,$21.24 ,,$20.35 ,,No,,,,,
Kansas City Area Transportation Authority,Kansas City,MO,7005,70005,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,519,417",295,MB,DO,168,"784,920",,"229,853",,"56,671",,"154,199",,"1,830",,"1,227,473",,424,,120,,33,,84,,1,,662,,"$19,422,844 ",,"$5,863,550 ",,"$1,399,456 ",,"$4,117,293 ",,"$30,803,143 ",,$24.74 ,,$25.51 ,,$24.69 ,,$26.70 ,,$25.09 ,,No,,,,,
Kansas City Area Transportation Authority,Kansas City,MO,7005,70005,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,519,417",295,VP,DO,32,"1,771",,0,,376,,"1,702",,0,,"3,849",,1,,0,,0.25,,1,,0,,2.25,,"$36,067 ",,$0 ,,"$9,267 ",,"$25,983 ",,"$71,317 ",,$20.37 ,,,,$24.65 ,,$15.27 ,,$18.53 ,,No,,,,,
Kansas City Area Transportation Authority,Kansas City,MO,7005,70005,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,519,417",295,DR,DO,11,"37,643",,"6,462",,"1,237",,"4,450",,0,,"49,792",,21.59,,3.37,,0.66,,2.64,,0,,28.26,,"$597,617 ",,"$164,867 ",,"$30,516 ",,"$123,301 ",,"$916,301 ",,$15.88 ,,$25.51 ,,$24.67 ,,$27.71 ,,$18.40 ,,No,,,,,
Kansas City Area Transportation Authority,Kansas City,MO,7005,70005,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,519,417",295,RB,DO,11,"61,780",,"18,091",,"4,460",,"13,810",,0,,"98,141",,34.87,,9.5,,2.6,,7.6,,0,,54.57,,"$1,528,577 ",,"$461,501 ",,"$110,117 ",,"$368,772 ",,"$2,468,967 ",,$24.74 ,,$25.51 ,,$24.69 ,,$26.70 ,,$25.16 ,,No,,,,,
Ride-On Montgomery County Transit,Rockville,MD,3051,30051,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"4,586,770",282,MB,DO,282,"1,449,447",,"144,938",,451,,"234,661",,0,,"1,829,497",,704,,81,,0.3,,2,,0,,787.3,,"$36,659,472 ",,"$6,411,530 ",,"$13,082 ",,"$7,709,337 ",,"$50,793,421 ",,$25.29 ,,$44.24 ,,$29.01 ,,$32.85 ,,$27.76 ,,No,,,,,
Metropolitan Transit Authority,Nashville,TN,4004,40004,Independent Public Agency or Authority of Transit Service,Full Reporter,"969,587",269,MB,DO,120,"625,247",,"114,667",,"21,573",,"55,349",,0,,"816,836",W,322.9,,59.4,,9.8,,30.1,,0,,422.2,W,"$13,207,364 ",W,"$2,634,625 ",W,"$488,510 ",W,"$1,662,166 ",W,"$17,992,665 ",W,$21.12 ,W,$22.98 ,W,$22.64 ,W,$30.03 ,W,$22.03 ,W,No,,,,,
Metropolitan Transit Authority,Nashville,TN,4004,40004,Independent Public Agency or Authority of Transit Service,Full Reporter,"969,587",269,DR,DO,63,"232,419",,"76,660",,"14,422",,"37,003",,0,,"360,504",W,123.5,,40,,6.6,,20.1,,0,,190.2,W,"$4,955,056 ",W,"$1,556,419 ",W,"$288,590 ",W,"$981,933 ",W,"$7,781,998 ",W,$21.32 ,W,$20.30 ,W,$20.01 ,W,$26.54 ,W,$21.59 ,W,No,,,,,
Salem Area Mass Transit District,Salem,OR,25,25,Independent Public Agency or Authority of Transit Service,Full Reporter,"236,632",269,MB,DO,53,"239,952",,"67,700",,"14,958",,"46,050",,"1,483",,"370,143",,114,,26,,6,,27,,1,,174,,"$5,186,068 ",,"$1,029,652 ",,"$246,675 ",,"$1,589,272 ",,"$8,051,667 ",,$21.61 ,,$15.21 ,,$16.49 ,,$34.51 ,,$21.75 ,,No,,,,,
Metropolitan Transit Authority,Nashville,TN,4004,40004,Independent Public Agency or Authority of Transit Service,Full Reporter,"969,587",269,CB,DO,23,"37,978",,"6,965",,"1,310",,"3,362",,0,,"49,615",W,19.6,,3.6,,0.6,,1.8,,0,,25.6,W,"$802,781 ",W,"$160,140 ",W,"$29,693 ",W,"$101,031 ",W,"$1,093,645 ",W,$21.14 ,W,$22.99 ,W,$22.67 ,W,$30.05 ,W,$22.04 ,W,No,,,,,
"vRide, Inc. - Atlanta",Atlanta,GA,4153,40153,Private Provider Reporting on Behalf of a Public Entity,Full Reporter,"4,515,419",267,VP,DO,267,0,,0,,0,,"8,145",,0,,"8,145",,0,,0,,0,,9,,0,,9,,$0 ,,$0 ,,$0 ,,"$106,106 ",,"$106,106 ",,,,,,,,$13.03 ,,$13.03 ,,No,,,,,
Kitsap Transit,Bremerton,WA,20,20,Independent Public Agency or Authority of Transit Service,Full Reporter,"198,979",266,MB,DO,89,"208,960",,"59,489",,"14,455",,"35,949",,"3,518",,"322,371",,188.25,,34.46,,8.16,,23.66,,2.17,,256.7,,"$6,265,366 ",,"$2,017,964 ",,"$458,614 ",,"$1,540,725 ",,"$10,282,669 ",,$29.98 ,,$33.92 ,,$31.73 ,,$42.86 ,,$31.90 ,,No,,,,,
Kitsap Transit,Bremerton,WA,20,20,Independent Public Agency or Authority of Transit Service,Full Reporter,"198,979",266,VP,DO,88,"5,755",,"2,804",,604,,"1,501",,147,,"10,811",,3.25,,1.63,,0.34,,0.98,,0.07,,6.27,,"$242,098 ",,"$95,136 ",,"$19,148 ",,"$64,328 ",,"$420,710 ",,$42.07 ,,$33.93 ,,$31.70 ,,$42.86 ,,$38.91 ,,No,,,,,
Kitsap Transit,Bremerton,WA,20,20,Independent Public Agency or Authority of Transit Service,Full Reporter,"198,979",266,DR,DO,86,"135,813",,"11,931",,"9,522",,"23,681",,"2,318",,"183,265",,92,,6.91,,5.37,,15.58,,1.44,,121.3,,"$3,875,758 ",,"$404,721 ",,"$302,114 ",,"$1,014,959 ",,"$5,597,552 ",,$28.54 ,,$33.92 ,,$31.73 ,,$42.86 ,,$30.54 ,,No,,,,,
Riverside Transit Agency,Riverside,CA,9031,90031,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,932,666",260,MB,DO,77,"470,114",,"77,824",,"20,819",,"91,012",,0,,"659,769",,253.5,,41.9,,11.2,,74,,0,,380.6,,"$10,282,872 ",,"$2,161,322 ",,"$409,985 ",,"$2,873,627 ",,"$15,727,806 ",,$21.87 ,,$27.77 ,,$19.69 ,,$31.57 ,,$23.84 ,,No,,,,,
Riverside Transit Agency,Riverside,CA,9031,90031,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,932,666",260,CB,DO,15,"41,680",,"14,966",,"1,491",,"6,516",,0,,"64,653",,22.5,,8.1,,0.8,,5,,0,,36.4,,"$736,263 ",,"$422,867 ",,"$29,355 ",,"$205,428 ",,"$1,393,913 ",,$17.66 ,,$28.26 ,,$19.69 ,,$31.53 ,,$21.56 ,,No,,,,,
"Regional Transit Service, Inc. and Lift Line, Inc.",Rochester,NY,2113,20113,Independent Public Agency or Authority of Transit Service,Full Reporter,"720,572",256,MB,DO,217,"709,768",,"208,997",,"29,327",,"165,267",,0,,"1,113,359",,389,,104,,17,,89,,0,,599,,"$20,365,477 ",,"$6,331,311 ",,"$519,493 ",,"$5,281,283 ",,"$32,497,564 ",,$28.69 ,,$30.29 ,,$17.71 ,,$31.96 ,,$29.19 ,,No,,,,,
"Regional Transit Service, Inc. and Lift Line, Inc.",Rochester,NY,2113,20113,Independent Public Agency or Authority of Transit Service,Full Reporter,"720,572",256,DR,DO,39,"140,187",,"19,297",,0,,"20,700",,0,,"180,184",,80,,10,,0,,10,,0,,100,,"$2,660,959 ",,"$441,590 ",,$0 ,,"$798,576 ",,"$3,901,125 ",,$18.98 ,,$22.88 ,,,,$38.58 ,,$21.65 ,,No,,,,,
Metro Transit System,Madison,WI,5005,50005,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"401,661",254,MB,DO,182,"574,237",,"128,109",,"18,534",,"66,225",,0,,"787,105",,335,,66.7,,9.95,,40.6,,0,,452.25,,"$15,750,312 ",,"$3,606,804 ",,"$551,841 ",,"$1,970,758 ",,"$21,879,715 ",,$27.43 ,,$28.15 ,,$29.77 ,,$29.76 ,,$27.80 ,,No,,,,,
Metro Transit System,Madison,WI,5005,50005,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"401,661",254,DR,DO,12,"36,653",,"2,614",,93,,"2,260",,0,,"41,620",,20,,1.3,,0.05,,1.4,,0,,22.75,,"$996,905 ",,"$73,608 ",,"$2,787 ",,"$66,430 ",,"$1,139,730 ",,$27.20 ,,$28.16 ,,$29.97 ,,$29.39 ,,$27.38 ,,No,,,,,
Omnitrans,San Bernardino,CA,9029,90029,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,932,666",248,MB,DO,145,"789,047",,"159,623",,"40,695",,"127,491",,"13,125",,"1,129,981",,453,,94,,26,,68,,4,,645,,"$17,877,034 ",,"$3,816,600 ",,"$950,474 ",,"$2,679,780 ",,"$25,323,888 ",,$22.66 ,,$23.91 ,,$23.36 ,,$21.02 ,,$22.41 ,,No,,,,,
"Miami Lakes - vRide, Inc.",Miami Lakes,FL,4152,40152,Private Provider Reporting on Behalf of a Public Entity,Full Reporter,"5,502,379",246,VP,DO,246,0,,0,,0,,"6,145",,0,,"6,145",,0,,0,,0,,9,,0,,9,,$0 ,,$0 ,,$0 ,,"$60,596 ",,"$60,596 ",,,,,,,,$9.86 ,,$9.86 ,,No,,,,,
Jacksonville Transportation Authority,Jacksonville,FL,4040,40040,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,065,219",246,MB,DO,150,"873,843",,"206,483",,"33,196",,"255,862",,0,,"1,369,384",,452,,105,,16,,137,,0,,710,,"$16,247,008 ",,"$4,865,530 ",,"$1,012,306 ",,"$7,363,357 ",,"$29,488,201 ",,$18.59 ,,$23.56 ,,$30.49 ,,$28.78 ,,$21.53 ,,No,,,,,
