5 Digit NTD ID,Legacy NTD ID,Agency Name,Reporter Type,Reporting Module,Mode,TOS,Bio-Diesel,Bunker Fuel,C Natural Gas,Cooking Oil,Diesel Fuel,Electric Battery,Electric Propulsion,Ethanol,Gasoline,Hydrogen,Kerosene,Liquified Nat Gas,Liquified Petroleum Gas,Other Fuel,Other Fuel Description
20113,2113,RTS - Monroe County,Full Reporter,Urban,MB,DO,0,,,,"1,504,231",,,,,,,,,,
20122,2122,"Academy Lines, Inc.",Full Reporter,Urban,CB,DO,0,,,,"2,158,821",,,,,,,,,,
20126,2126,"Hudson Transit Lines, Inc.",Full Reporter,Urban,CB,DO,0,,,,"2,259,497",,,,,,,,,,
20128,2128,Suburban Transit Corporation,Full Reporter,Urban,CB,DO,0,,,,"1,559,752",,,,,,,,,,
20135,2135,Monsey New Square Trails Corporation,Full Reporter,Urban,CB,DO,0,,,,"347,759",,,,,,,,,,
20137,2137,Monroe Bus Corporation,Full Reporter,Urban,CB,DO,0,,,,"150,264",,,,,,,,,,
20145,2145,Tompkins Consolidated Area Transit,Full Reporter,Urban,DR,PT,,,,,,,,,"66,457",,,,,,
20145,2145,Tompkins Consolidated Area Transit,Full Reporter,Urban,MB,DO,0,,,,"401,239",,,,"10,842",,,,,,
20145,2145,Tompkins Consolidated Area Transit,Full Reporter,Urban,VP,PT,,,,,,,,,439,,,,,,
20149,2149,"Rockland Coaches, Inc.",Full Reporter,Urban,CB,DO,0,,,,"952,193",,,,,,,,,,
20161,2161,DeCamp Bus Lines,Full Reporter,Urban,CB,DO,0,,,,"616,690",,,,,,,,,,
20163,2163,"Lakeland Bus Lines, Inc.",Full Reporter,Urban,CB,DO,0,,,,"758,338",,,,,,,,,,
20166,2166,"Orange-Newark-Elizabeth, Inc.",Full Reporter,Urban,MB,DO,0,,,,"531,727",,,,,,,,,,
20169,2169,"Trans-Bridge Lines, Inc.",Full Reporter,Urban,CB,DO,0,,,,"759,917",,,,,,,,,,
20175,2175,Private Transportation Corporation,Full Reporter,Urban,MB,PT,0,,,,"76,566",,,,,,,,,,
20177,2177,"Adirondack Transit Lines, Inc,",Full Reporter,Urban,CB,DO,0,,,,"459,651",,,,,,,,,,
20178,2178,Ulster County Area Transit,Full Reporter,Urban,DR,DO,"5,767",,,,"4,798",,,,"20,298",,,,,,
20178,2178,Ulster County Area Transit,Full Reporter,Urban,MB,DO,"71,570",,,,"65,054",,,,"6,095",,,,,,
20188,2188,MTA Bus Company,Full Reporter,Urban,MB,DO,0,,"2,732,966",,"10,117,234",,,,,,,,,,
20189,2189,"BillyBey Ferry Company, LLC",Full Reporter,Urban,FB,DO,0,,,,"552,255",,,,,,,,,,
20190,2190,Port Imperial Ferry Corporation dba NY Waterway,Full Reporter,Urban,FB,DO,0,,,,"2,197,166",,,,,,,,,,
20190,2190,Port Imperial Ferry Corporation dba NY Waterway,Full Reporter,Urban,MB,DO,0,,,,"217,101",,,,,,,,,,
20192,2192,Bergen County Community Transportation,Full Reporter,Urban,DR,DO,0,,,,"3,618",,,,"164,597",,,,,,
20192,2192,Bergen County Community Transportation,Full Reporter,Urban,MB,DO,,,,,,,,,"12,661",,,,,,
20193,2193,Cumberland Area Transit System,Full Reporter,Urban,DR,DO,0,,,,"22,567",,,,"46,514",,,,,,
20196,2196,Middlesex County Area Transit,Full Reporter,Urban,DR,DO,0,,,,"12,263",,,,"63,123",,,,,,
20196,2196,Middlesex County Area Transit,Full Reporter,Urban,MB,DO,0,,,,"22,088",,,,"56,226",,,,,,
20199,2199,County of Atlantic,Full Reporter,Urban,DR,DO,0,,,,"7,281",,,,"88,922",,,,,,
20204,2204,"Senior Citizens United Community Services of Camden County, Inc.",Full Reporter,Urban,DR,DO,0,,,,"60,005",,,,"68,731",,,,,,
20206,2206,Nassau Inter County Express,Full Reporter,Urban,DR,PT,0,,,,"231,678",,,,"70,968",,,,,,
20206,2206,Nassau Inter County Express,Full Reporter,Urban,MB,PT,0,,"4,877,087",,"8,499",,,,,,,,,,
20209,2209,Somerset County Transportation,Full Reporter,Urban,DR,DO,0,,,,"4,403",,,,"153,391",,,,,,
20209,2209,Somerset County Transportation,Full Reporter,Urban,MB,DO,0,,,,"34,288",,,,"13,589",,,,,,
20217,2217,"Hampton Jitney, Inc.",Full Reporter,Urban,CB,DO,0,,,,"617,450",,,,,,,,,,
22930,,New York City Economic Development Corporation,Full Reporter,Urban,FB,PT,0,,,,"781,488",,,,,,,,,,
30001,3001,Kanawha Valley Regional Transportation Authority,Full Reporter,Urban,MB,DO,0,,,,"415,735",,,,"43,893",,,,,,
30001,3001,Kanawha Valley Regional Transportation Authority,Full Reporter,Urban,DR,DO,,,,,,,,,"34,753",,,,,,
30002,3002,The Tri-State Transit Authority,Full Reporter,Urban,DR,DO,,,,,,,,,"52,343",,,,,,
30002,3002,The Tri-State Transit Authority,Full Reporter,Urban,MB,DO,0,,,,"211,776",,,,,,,,,,
30006,3006,Greater Richmond Transit Company,Full Reporter,Urban,VP,PT,,,,,,,,,"261,743",,,,,,
30006,3006,Greater Richmond Transit Company,Full Reporter,Urban,DR,PT,0,,"97,467",,"144,863",,,,"24,506",,,,,,
30006,3006,Greater Richmond Transit Company,Full Reporter,Urban,MB,DO,0,,"577,442",,"842,022",,,,,,,,,,
30007,3007,Greater Roanoke Transit Company,Full Reporter,Urban,MB,DO,0,,,,"406,849",,,,"15,932",,,,,,
30007,3007,Greater Roanoke Transit Company,Full Reporter,Urban,DR,PT,0,,,,"47,931",,,,382,,,,,,
30007,3007,Greater Roanoke Transit Company,Full Reporter,Urban,CB,DO,0,,,,"19,993",,,,,,,,,,
30008,3008,Greater Lynchburg Transit Company,Full Reporter,Urban,DR,DO,,,,,,,,,"35,005",,,,,,
30008,3008,Greater Lynchburg Transit Company,Full Reporter,Urban,MB,DO,0,,,,"224,628",,,,,,,,,,
30010,3010,Lehigh and Northampton Transportation Authority,Full Reporter,Urban,DR,PT,0,,,,"390,908",,,,,,,,,,
30010,3010,Lehigh and Northampton Transportation Authority,Full Reporter,Urban,MB,DO,0,,,,"784,460",,,,,,,,,,
30011,3011,Altoona Metro Transit,Full Reporter,Urban,DR,PT,,,,,,,,,"10,533",,,,,,
30011,3011,Altoona Metro Transit,Full Reporter,Urban,DR,DO,0,,,,580,,,,,,,,,,
30011,3011,Altoona Metro Transit,Full Reporter,Urban,MB,DO,0,,,,"136,952",,,,,,,,,,
30012,3012,Cambria County Transit Authority,Full Reporter,Urban,DR,DO,0,,,,927,,,,"61,711",,,,,,
30012,3012,Cambria County Transit Authority,Full Reporter,Urban,MB,DO,0,,"8,124",,"194,941",,,,"46,169",,,,,,
30012,3012,Cambria County Transit Authority,Full Reporter,Urban,IP,DO,,,,,,,"100,000",,,,,,,,
30013,3013,Erie Metropolitan Transit Authority,Full Reporter,Urban,DR,DO,0,,,,"16,812",,,,"195,912",,,,,,
30013,3013,Erie Metropolitan Transit Authority,Full Reporter,Urban,MB,DO,0,,"136,781",,"350,584",,,,"34,587",,,,,,
30014,3014,Cumberland Dauphin-Harrisburg Transit Authority,Full Reporter,Urban,DR,DO,,,,,,,,,"147,815",,,,,,
30014,3014,Cumberland Dauphin-Harrisburg Transit Authority,Full Reporter,Urban,DR,PT,,,,,,,,,"107,243",,,,,,
30014,3014,Cumberland Dauphin-Harrisburg Transit Authority,Full Reporter,Urban,MB,DO,"9,560",,,,"468,470",,,,,,,,,,
30014,3014,Cumberland Dauphin-Harrisburg Transit Authority,Full Reporter,Urban,MB,PT,157,,,,"7,737",,,,,,,,,,
30015,3015,Luzerne County Transportation Authority,Full Reporter,Urban,DR,DO,,,,,,,,,"128,014",,,,,,
30015,3015,Luzerne County Transportation Authority,Full Reporter,Urban,MB,DO,0,,,,"262,600",,,,,,,,,,
30018,3018,Red Rose Transit Authority,Full Reporter,Urban,DR,PT,,,,,,,,,"292,850",,,,,,
30018,3018,Red Rose Transit Authority,Full Reporter,Urban,MB,DO,"316,128",,,,0,,,,,,,,,,
30019,3019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Urban,DR,PT,,,,,,,,,"2,196,111",,,,,,
30019,3019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Urban,CR,DO,,,,,,,"204,573,244",,,,,,,,
30019,3019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Urban,HR,DO,,,,,,,"143,675,363",,,,,,,,
30019,3019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Urban,MB,DO,0,,,,"13,708,563",,,,,,,,,,
30019,3019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Urban,SR,DO,,,,,,,"29,012,563",,,,,,,,
30019,3019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Urban,TB,DO,,,,,,,"7,265,198",,,,,,,,
30022,3022,Port Authority of Allegheny County,Full Reporter,Urban,DR,PT,0,,,,"5,945",,,,"1,344,851",,,,,,
30022,3022,Port Authority of Allegheny County,Full Reporter,Urban,IP,DO,,,,,,,"177,087",,,,,,,,
30022,3022,Port Authority of Allegheny County,Full Reporter,Urban,LR,DO,,,,,,,"30,507,441",,,,,,,,
30022,3022,Port Authority of Allegheny County,Full Reporter,Urban,MB,DO,0,,,,"6,615,054",,,,,,,,,,
30023,3023,Beaver County Transit Authority,Full Reporter,Urban,DR,DO,0,,,,"13,842",,,,"59,953",,,,,,
30023,3023,Beaver County Transit Authority,Full Reporter,Urban,MB,DO,0,,,,"247,568",,,,"7,570",,,,,,
30024,3024,Berks Area Regional Transportation Authority,Full Reporter,Urban,DR,DO,,,,,,,,,"162,220",,,,,,
30024,3024,Berks Area Regional Transportation Authority,Full Reporter,Urban,DR,PT,0,,,,"2,392",,,,"49,559",,,,,,
30024,3024,Berks Area Regional Transportation Authority,Full Reporter,Urban,MB,DO,"459,228",,,,0,,,,,,,,,,
30025,3025,County of Lackawanna Transit System,Full Reporter,Urban,DR,DO,0,,,,"7,281",,,,"107,255",,,,,,
30025,3025,County of Lackawanna Transit System,Full Reporter,Urban,MB,PT,,,,,,,,,"23,058",,,,,,
30025,3025,County of Lackawanna Transit System,Full Reporter,Urban,DR,PT,,,,,,,,,"1,351",,,,,,
30025,3025,County of Lackawanna Transit System,Full Reporter,Urban,MB,DO,0,,,,"215,046",,,,,,,,,,
30026,3026,Williamsport Bureau of Transportation,Full Reporter,Urban,MB,DO,0,,"62,807",,"153,487",,,,"3,426",,,,,,
30026,3026,Williamsport Bureau of Transportation,Full Reporter,Urban,DR,PT,,,,,,,,,390,,,,,,
30026,3026,Williamsport Bureau of Transportation,Full Reporter,Urban,DR,DO,,,,,,,,,169,,,,,,
30027,3027,York County Transportation Authority,Full Reporter,Urban,DR,DO,0,,,,"36,247",,,,"504,399",,,,,,
30027,3027,York County Transportation Authority,Full Reporter,Urban,MB,DO,0,,,,"216,262",,,,"78,859",,,,,,
30027,3027,York County Transportation Authority,Full Reporter,Urban,DR,PT,,,,,,,,,"19,503",,,,,,
30027,3027,York County Transportation Authority,Full Reporter,Urban,CB,DO,0,,"4,466",,"80,851",,,,,,,,,,
30030,3030,Washington Metropolitan Area Transit Authority,Full Reporter,Urban,DR,PT,,,,,,,,,"3,081,915",,,,,,
30030,3030,Washington Metropolitan Area Transit Authority,Full Reporter,Urban,HR,DO,,,,,,,"532,338,923",,,,,,,,
30030,3030,Washington Metropolitan Area Transit Authority,Full Reporter,Urban,MB,DO,0,,"5,964,485",,"8,782,821",,,,,,,,,,
30034,3034,Maryland Transit Administration,Full Reporter,Urban,DR,PT,,,,,,,,,"2,502,425",,,,,,
30034,3034,Maryland Transit Administration,Full Reporter,Urban,CB,PT,0,,,,"1,144,809",,,,,,,,,,
30034,3034,Maryland Transit Administration,Full Reporter,Urban,CR,PT,0,,,,"3,775,055",,"26,033,524",,,,,,,,
30034,3034,Maryland Transit Administration,Full Reporter,Urban,HR,DO,,,,,,,"53,525,900",,,,,,,,
30034,3034,Maryland Transit Administration,Full Reporter,Urban,LR,DO,,,,,,,"31,988,360",,,,,,,,
30034,3034,Maryland Transit Administration,Full Reporter,Urban,MB,DO,0,,,,"5,949,497",,,,,,,,,,
30035,3035,Ohio Valley Regional Transportation Authority,Full Reporter,Urban,DR,DO,,,,,,,,,"6,556",,,,,,
30035,3035,Ohio Valley Regional Transportation Authority,Full Reporter,Urban,MB,DO,0,,,,"138,514",,,,,,,,,,
30044,3044,Westmoreland County Transit Authority,Full Reporter,Urban,MB,PT,0,,,,"269,424",,,,0,,,,,,
30045,3045,"JAUNT, Inc.",Full Reporter,Urban,DR,DO,,,,,,,,,"281,831",,,,,,
30048,3048,Howard Transit,Full Reporter,Urban,DR,PT,0,,,,"22,933",,,,"69,471",,,,,,
30048,3048,Howard Transit,Full Reporter,Urban,MB,PT,0,,,,"378,010",,,,"17,239",,,,,,
30051,3051,Ride-On Montgomery County Transit,Full Reporter,Urban,MB,DO,0,,"1,444,465",,"2,465,259",,,,,,,,,,
30054,3054,Centre Area Transportation Authority,Full Reporter,Urban,VP,DO,0,,,,"20,294",,,,"51,238",,,,,,
30054,3054,Centre Area Transportation Authority,Full Reporter,Urban,DR,PT,,,,,,,,,"23,782",,,,,,
30054,3054,Centre Area Transportation Authority,Full Reporter,Urban,MB,DO,0,,"660,230",,0,,,,,,,,,,
30055,3055,Shenango Valley Shuttle Service,Full Reporter,Urban,DR,DO,0,,,,"1,476",,,,"97,972",,,,,,
30055,3055,Shenango Valley Shuttle Service,Full Reporter,Urban,MB,DO,0,,,,"30,938",,,,,,,,,,
30057,3057,Pennsylvania Department of Transportation,Full Reporter,Urban,CR,PT,0,,,,"17,530",,"29,318,764",,,,,,,,
30058,3058,City of Fairfax CUE Bus,Full Reporter,Urban,MB,DO,0,,,,"79,563",,,,,,,,,,
30061,3061,Mid Mon Valley Transit Authority,Full Reporter,Urban,DR,PT,,,,,,,,,795,,,,,,
30061,3061,Mid Mon Valley Transit Authority,Full Reporter,Urban,MB,PT,0,,"56,526",,"145,027",,,,,,,,,,
30068,3068,Fairfax Connector Bus System,Full Reporter,Urban,MB,PT,0,,,,"2,516,894",,,,,,,,,,
30070,3070,Potomac and Rappahannock Transportation Commission,Full Reporter,Urban,VP,PT,,,,,,,,,"631,772",,,,,,
30070,3070,Potomac and Rappahannock Transportation Commission,Full Reporter,Urban,CB,PT,0,,,,"768,122",,,,,,,,,,
30070,3070,Potomac and Rappahannock Transportation Commission,Full Reporter,Urban,MB,PT,0,,,,"370,965",,,,,,,,,,
30071,3071,City of Alexandria,Full Reporter,Urban,MB,DO,0,,,,"482,993",,,,,,,,,,
30072,3072,Transit Services of Frederick County,Full Reporter,Urban,DR,DO,0,,,,"54,780",,,,"13,585",,,,,,
30072,3072,Transit Services of Frederick County,Full Reporter,Urban,MB,DO,0,,,,"154,849","12,792",,,"3,080",,,,,,
30073,3073,Virginia Railway Express,Full Reporter,Urban,CR,PT,0,,,,"1,705,325",,,,,,,,,,
30075,3075,Delaware Transit Corporation,Full Reporter,Urban,DR,DO,0,,,,"5,131",,,,"1,486,175",,,,"50,890",,
30075,3075,Delaware Transit Corporation,Full Reporter,Urban,DR,PT,,,,,,,,,"43,415",,,,,,
30075,3075,Delaware Transit Corporation,Full Reporter,Urban,MB,PT,0,,,,"191,390",,,,"43,412",,,,,,
30075,3075,Delaware Transit Corporation,Full Reporter,Urban,MB,DO,0,,,,"1,671,999",,,,,,,,,,
30076,3076,Williamsburg Area Transit Authority,Full Reporter,Urban,DR,DO,0,,,,"2,771",,,,"10,466",,,,,,
30076,3076,Williamsburg Area Transit Authority,Full Reporter,Urban,MB,DO,0,,,,"216,216",,,,,,,,,,
30076,3076,Williamsburg Area Transit Authority,Full Reporter,Urban,MB,PT,0,,"89,289",,"4,303",,,,,,,,,,
30077,3077,Borough of Pottstown - Pottstown Area Rapid Transit,Full Reporter,Urban,DR,PT,0,,,,"5,395",,,,,,,,,,
30077,3077,Borough of Pottstown - Pottstown Area Rapid Transit,Full Reporter,Urban,MB,PT,0,,,,"62,042",,,,,,,,,,
30078,3078,Southwestern Pennsylvania Commission,Full Reporter,Urban,VP,PT,,,,,,,,,"60,507",,,,,,
30080,3080,Arlington Transit - Arlington County,Full Reporter,Urban,DR,PT,,,,,,,,,"50,661",,,,,,
30080,3080,Arlington Transit - Arlington County,Full Reporter,Urban,MB,PT,,,"505,171",,,,,,,,,,,,
30081,3081,Loudoun County Commuter Bus Service - Office of Transportation Services,Full Reporter,Urban,MB,PT,0,,,,"124,167",,,,"118,407",,,,,,
30081,3081,Loudoun County Commuter Bus Service - Office of Transportation Services,Full Reporter,Urban,CB,PT,0,,,,"543,741",,,,,,,,,,
30083,3083,Transportation District Commission of Hampton Roads,Full Reporter,Urban,DR,PT,,,,,,,,,"569,396",,,,,,
30083,3083,Transportation District Commission of Hampton Roads,Full Reporter,Urban,VP,PT,,,,,,,,,"27,622",,,,,,
30083,3083,Transportation District Commission of Hampton Roads,Full Reporter,Urban,MB,DO,0,,,,"2,473,874",,,,0,,,,,,
30083,3083,Transportation District Commission of Hampton Roads,Full Reporter,Urban,FB,PT,0,,,,"30,069",,,,,,,,,,
30083,3083,Transportation District Commission of Hampton Roads,Full Reporter,Urban,LR,DO,,,,,,,"3,678,500",,,,,,,,
30085,3085,Prince George's County Transit,Full Reporter,Urban,DR,DO,0,,,,"55,618",,,,,,,,,,
30085,3085,Prince George's County Transit,Full Reporter,Urban,MB,PT,0,,,,"951,998",,,,,,,,,,
30087,3087,Fayette Area Coordinated Transportation,Full Reporter,Urban,DR,DO,0,,,,"2,465",,,,"125,061",,,,,,
30087,3087,Fayette Area Coordinated Transportation,Full Reporter,Urban,MB,DO,0,,,,"48,326",,,,"8,725",,,,,,
30087,3087,Fayette Area Coordinated Transportation,Full Reporter,Urban,DR,PT,,,,,,,,,"3,291",,,,,,
30087,3087,Fayette Area Coordinated Transportation,Full Reporter,Urban,MB,PT,0,,,,"32,801",,,,,,,,,,
30088,3088,"County Commissioners of Charles County, MD",Full Reporter,Urban,MB,PT,0,,,,"121,648",,,,"65,341",,,,,,
30088,3088,"County Commissioners of Charles County, MD",Full Reporter,Urban,DR,PT,,,,,,,,,"40,991",,,,,,
30091,3091,Blacksburg Transit,Full Reporter,Urban,DR,DO,0,,,,"16,012",,,,"10,193",,,,,,
30091,3091,Blacksburg Transit,Full Reporter,Urban,MB,DO,0,,,,"223,598",,,,"2,707",,,,,,
30094,3094,City of Harrisonburg Department of Public Transportation,Full Reporter,Urban,DR,DO,,,,,,,,,"21,140",,,,,,
30094,3094,City of Harrisonburg Department of Public Transportation,Full Reporter,Urban,MB,DO,0,,,,"179,876",,,,"1,040",,,,,,
30095,3095,County of Lebanon Transit Authority,Full Reporter,Urban,DR,DO,,,,,,,,,"38,779",,,,,,
30095,3095,County of Lebanon Transit Authority,Full Reporter,Urban,CB,DO,0,,,,"25,602",,,,,,,,,,
30095,3095,County of Lebanon Transit Authority,Full Reporter,Urban,MB,DO,0,,,,"71,163",,,,,,,,,,
30096,3096,The Tri-County Council for the Lower Eastern Shore of Maryland,Full Reporter,Urban,DR,DO,0,,,,"4,211",,,,"35,590",,,,"61,334",,
30096,3096,The Tri-County Council for the Lower Eastern Shore of Maryland,Full Reporter,Urban,MB,DO,0,,,,"152,556",,,,"10,442",,,,"6,643",,
30102,3102,Martz Trailways,Full Reporter,Urban,CB,DO,0,,,,"555,235",,,,,,,,,,
30103,3103,"Martz Group, National Coach Works of Virginia",Full Reporter,Urban,CB,DO,0,,,,"55,020",,,,,,,,,,
30107,3107,West Virginia University - Morgantown Personal Rapid Transit,Full Reporter,Urban,MG,DO,,,,,,,"3,472,760",,,,,,,,
30111,3111,Washington County Transportation Authority,Full Reporter,Urban,DR,PT,0,,,,"4,537",,,,"238,528",,,,,,
30111,3111,Washington County Transportation Authority,Full Reporter,Urban,MB,PT,0,,,,"55,846",,,,"1,232",,,,,,
30112,3112,DDOT - Progressive Transportation Services Administration,Full Reporter,Urban,MB,PT,0,,,,"402,816",,,,,,,,,,
30112,3112,DDOT - Progressive Transportation Services Administration,Full Reporter,Urban,SR,PT,,,,,,,"2,704,938",,,,,,,,
30129,3R03-018,Anne Arundel County,Full Reporter,Urban,DR,DO,,,,,,,,,"108,323",,,,,,
30129,3R03-018,Anne Arundel County,Full Reporter,Urban,MB,PT,0,,,,"73,170",,,,,,,,,,
30137,3R04-012,Monroe County Transportation Authority,Full Reporter,Urban,DR,DO,0,,,,352,,,,"135,305",,,,,,
30137,3R04-012,Monroe County Transportation Authority,Full Reporter,Urban,MB,DO,0,,,,"98,831",,,,,,,,,,
30201,,Baltimore City Department of Transportation,Full Reporter,Urban,FB,PT,0,,,,"10,349",,,,,,,,,,
30201,,Baltimore City Department of Transportation,Full Reporter,Urban,MB,PT,0,,,,"161,719",,,,,,,,,,
40001,4001,Chattanooga Area Regional Transportation Authority,Full Reporter,Urban,DR,DO,0,,,,"12,853",,,,"65,786",,,,,,
40001,4001,Chattanooga Area Regional Transportation Authority,Full Reporter,Urban,MB,DO,0,,,,"481,989","312,382",,,"11,879",,,,,,
40001,4001,Chattanooga Area Regional Transportation Authority,Full Reporter,Urban,DR,PT,,,,,,,,,"2,844",,,,,,
40001,4001,Chattanooga Area Regional Transportation Authority,Full Reporter,Urban,IP,DO,,,,,,,"100,640",,,,,,,,
40002,4002,Knoxville Area Transit,Full Reporter,Urban,MB,DO,0,,,,"598,015",,,,"86,998",,,,,,
40002,4002,Knoxville Area Transit,Full Reporter,Urban,DR,DO,0,,,,"1,596",,,,"83,455",,,,,,
40003,4003,Memphis Area Transit Authority,Full Reporter,Urban,DR,DO,0,,,,"270,478",,,,"138,421",,,,,,
40003,4003,Memphis Area Transit Authority,Full Reporter,Urban,MB,DO,0,,,,"1,297,454",,,,"53,616",,,,,,
40003,4003,Memphis Area Transit Authority,Full Reporter,Urban,SR,DO,,,,,,,0,,,,,,,,
40004,4004,Metropolitan Transit Authority,Full Reporter,Urban,DR,DO,,,,,,,,,"445,470",,,,,,
40004,4004,Metropolitan Transit Authority,Full Reporter,Urban,CB,DO,0,,,,"157,325",,,,,,,,,,
40004,4004,Metropolitan Transit Authority,Full Reporter,Urban,MB,DO,0,,,,"1,709,238","123,142",,,,,,,,,
40005,4005,ART (Asheville Redefines Transit),Full Reporter,Urban,MB,DO,0,,,,"255,798",,,,,,,,,,
40006,4006,Cape Fear Public Transportation Authority,Full Reporter,Urban,DR,DO,,,,,,,,,"71,629",,,,,,
40006,4006,Cape Fear Public Transportation Authority,Full Reporter,Urban,VP,DO,,,,,,,,,"3,099",,,,,,
40006,4006,Cape Fear Public Transportation Authority,Full Reporter,Urban,MB,PT,0,,"65,487",,"214,061",,,,,,,,,,
40007,4007,Capital Area Transit,Full Reporter,Urban,MB,DO,"1,022,176",,,,0,,,,,,,,,,
40008,4008,Charlotte Area Transit System,Full Reporter,Urban,VP,DO,,,,,,,,,"86,366",,,,,,
40008,4008,Charlotte Area Transit System,Full Reporter,Urban,CB,DO,0,,,,"429,880",,,,,,,,,,
40008,4008,Charlotte Area Transit System,Full Reporter,Urban,DR,DO,0,,,,"283,577",,,,,,,,,,
40008,4008,Charlotte Area Transit System,Full Reporter,Urban,LR,DO,,,,,,,"8,524,619",,,,,,,,
40008,4008,Charlotte Area Transit System,Full Reporter,Urban,MB,DO,0,,,,"2,829,255",,,,,,,,,,
40008,4008,Charlotte Area Transit System,Full Reporter,Urban,SR,DO,,,,,,,"285,579",,,,,,,,
40009,4009,Fayetteville Area System of Transit,Full Reporter,Urban,DR,DO,0,,,,"4,135",,,,"67,014",,,,,,
40009,4009,Fayetteville Area System of Transit,Full Reporter,Urban,MB,DO,0,,,,"257,285",,,,"17,870",,,,,,
40009,4009,Fayetteville Area System of Transit,Full Reporter,Urban,MB,PT,,,,,,,,,"2,080",,,,,,
40012,4012,Winston-Salem Transit Authority - Trans-Aid of Forsyth County,Full Reporter,Urban,DR,DO,0,,,,"18,487",,,,"160,950",,,,,,
40012,4012,Winston-Salem Transit Authority - Trans-Aid of Forsyth County,Full Reporter,Urban,MB,DO,"425,401",,,,"182,321",,,,,,,,,,
40014,4014,Ms Coast Transportation Authority,Full Reporter,Urban,VP,PT,,,,,,,,,"50,505",,,,,,
40014,4014,Ms Coast Transportation Authority,Full Reporter,Urban,DR,DO,0,,,,"39,911",,,,"9,657",,,,"9,790",,
40014,4014,Ms Coast Transportation Authority,Full Reporter,Urban,MB,DO,0,,,,"127,818",,,,,,,,,,
40015,4015,"City of Jackson, Department of Planning and Development, Transit Services Division",Full Reporter,Urban,DR,PT,0,,,,"49,015",,,,,,,,,,
40015,4015,"City of Jackson, Department of Planning and Development, Transit Services Division",Full Reporter,Urban,MB,PT,0,,,,"287,907",,,,,,,,,,
40017,4017,Lexington Transit Authority,Full Reporter,Urban,MB,DO,0,,,,"550,220",,,,"48,630",,,,,,
40017,4017,Lexington Transit Authority,Full Reporter,Urban,VP,PT,,,,,,,,,"14,790",,,,,,
40017,4017,Lexington Transit Authority,Full Reporter,Urban,DR,PT,0,,,,"239,033",,,,"13,158",,,,,,
40018,4018,Transit Authority of River City,Full Reporter,Urban,DR,PT,0,,,,"50,531",,,,"374,605",,,,,,
40018,4018,Transit Authority of River City,Full Reporter,Urban,DR,DO,0,,,,"4,252",,,,,,,,,,
40018,4018,Transit Authority of River City,Full Reporter,Urban,MB,DO,0,,,,"1,743,312","333,436",,,,,,,,,
40018,4018,Transit Authority of River City,Full Reporter,Urban,MB,PT,0,,,,"4,061",,,,,,,,,,
40019,4019,Transit Authority of Northern Kentucky,Full Reporter,Urban,DR,DO,0,,,,"110,881",,,,,,,,,,
40019,4019,Transit Authority of Northern Kentucky,Full Reporter,Urban,MB,DO,0,,,,"834,281",,,,,,,,,,
40021,4021,Albany Transit System,Full Reporter,Urban,DR,DO,"12,456",,,,0,,,,,,,,,,
40021,4021,Albany Transit System,Full Reporter,Urban,MB,DO,"141,514",,,,0,,,,,,,,,,
40022,4022,Metropolitan Atlanta Rapid Transit Authority,Full Reporter,Urban,DR,DO,0,,,,"440,318",,,,"599,990",,,,,,
40022,4022,Metropolitan Atlanta Rapid Transit Authority,Full Reporter,Urban,DR,PT,0,,,,"48,772",,,,"91,032",,,,,,
40022,4022,Metropolitan Atlanta Rapid Transit Authority,Full Reporter,Urban,HR,DO,,,,,,,"91,749,331",,,,,,,,
40022,4022,Metropolitan Atlanta Rapid Transit Authority,Full Reporter,Urban,MB,DO,0,,"5,633,220",,"1,995,282",,,,,,,,,,
40023,4023,Augusta Richmond County Transit Department,Full Reporter,Urban,DR,PT,0,,,,"28,620",,,,,,,,,,
40023,4023,Augusta Richmond County Transit Department,Full Reporter,Urban,MB,PT,0,,,,"144,041",,,,,,,,,,
40025,4025,Chatham Area Transit Authority,Full Reporter,Urban,DR,DO,0,,,,"58,949",,,,"29,876",,,,,,
40025,4025,Chatham Area Transit Authority,Full Reporter,Urban,DR,PT,,,,,,,,,"14,687",,,,,,
40025,4025,Chatham Area Transit Authority,Full Reporter,Urban,FB,DO,0,,,,"40,368",,,,,,,,,,
40025,4025,Chatham Area Transit Authority,Full Reporter,Urban,MB,DO,"546,646",,,,0,,,,,,,,,,
40026,4026,Manatee County Area Transit,Full Reporter,Urban,DR,DO,0,,,,"75,400",,,,"1,905",,,,,,
40026,4026,Manatee County Area Transit,Full Reporter,Urban,MB,DO,0,,,,"319,568",,,,,,,,,,
40027,4027,Pinellas Suncoast Transit Authority,Full Reporter,Urban,DR,PT,,,,,,,,,"175,510",,,,,,
40027,4027,Pinellas Suncoast Transit Authority,Full Reporter,Urban,MB,PT,0,,748,,"6,616",,,,"30,067",,,,,,
40027,4027,Pinellas Suncoast Transit Authority,Full Reporter,Urban,MB,DO,0,,,,"2,397,297",,,,"5,726",,,,,,
