5 Digit NTD ID,Legacy NTD ID,Agency Name,Reporter Type,Reporting Module,Mode,TOS,Full Time Vehicle Operations Hours Worked,Full Time Vehicle Maintenance Hours Worked,Full Time Non-Vehicle Maintenance Hours Worked,Full Time General Administration Maintenance Hours Worked,Total Full Time Operating Labor Hours Worked,Total Full Time Capital Labor Hours Worked,Total Full Time Hours Worked,Full Time Vehicle Operations Employee Count,Full Time Vehicle Maintenance Employee Count,Full Time Non-Vehicle Maintenance Employee Count,Full Time General Administration Employee Count,Total Full Time Operating Employee Count,Total Full Time Capital Employee Count,Total Full Time Employee Count,Part Time Vehicle Operations Hours Worked,Part Time Vehicle Maintenance Hours Worked,Part Time Non-Vehicle Maintenance Hours Worked,Part Time General Administration Hours Worked,Total Part Time Operating Labor Hours Worked,Total Part Time Capital Labor Hours Worked,Total Part Time Hours Worked,Part Time Vehicle Operations Employee Count,Part Time Vehicle Maintenance Employee Count,Part Time Non-Vehicle Maintenance Employee Count,Part Time General Administration Employee Count,Total Part Time Operating Employee Count,Total Part Time Capital Employee Count,Total Part Time Employee Count
20003,2003,Broome County Department of Public Transportation,Full Reporter,Urban,DR,DO,,"4,108",615,"4,464","9,187",,"9,187",0.0,2.5,0.4,2.8,5.7,,5.7,"17,846",,624,,"18,470",,"18,470",11.2,,0.5,,11.7,,11.7
20004,2004,Niagara Frontier Transportation Authority,Full Reporter,Urban,MB,DO,"1,127,708","363,016","54,437","41,124","1,586,285",813,"1,587,098",588.0,188.5,28.0,22.0,826.5,0.5,827.0,,,,848,848,,848,,,,1.0,1.0,,1.0
20004,2004,Niagara Frontier Transportation Authority,Full Reporter,Urban,DR,DO,"198,696","18,866",134,511,"218,207",,"218,207",94.5,8.9,0.1,0.5,104.0,,104.0,,,,,0,,0,,,,,0.0,,0.0
20004,2004,Niagara Frontier Transportation Authority,Full Reporter,Urban,LR,DO,"87,285","53,529","111,899","7,338","260,051",165,"260,216",49.0,29.9,62.0,4.0,144.9,0.1,145.0,,,,,0,,0,,,,,0.0,,0.0
20006,2006,City of Long Beach,Full Reporter,Urban,MB,DO,"19,800","5,824",,"1,508","27,132",,"27,132",11.0,3.0,,0.7,14.7,,14.7,"13,123",,573,"1,596","15,292",,"15,292",22.0,,1.0,1.0,24.0,,24.0
20006,2006,City of Long Beach,Full Reporter,Urban,DR,DO,"6,084","1,014",,"1,027","8,125",,"8,125",3.0,0.5,,0.5,4.0,,4.0,"6,240",,"1,598",,"7,838",,"7,838",4.0,,1.0,,5.0,,5.0
20008,2008,MTA New York City Transit,Full Reporter,Urban,HR,DO,"21,620,715","8,801,541","18,291,750","4,330,941","53,044,947","7,417,948","60,462,895","10,276.0","5,309.0","9,901.0","2,350.0","27,836.0","3,551.0","31,387.0","126,891",,"6,491","47,960","181,342",,"181,342",168.0,,8.0,110.0,286.0,,286.0
20008,2008,MTA New York City Transit,Full Reporter,Urban,MB,DO,"18,979,830","6,673,757","1,539,082","1,612,925","28,805,594","720,256","29,525,850","9,254.3","3,329.4",789.4,863.7,"14,236.8",439.4,"14,676.2","42,782",,,"31,052","73,834",,"73,834",72.5,,,53.7,126.2,,126.2
20008,2008,MTA New York City Transit,Full Reporter,Urban,CB,DO,"1,675,315","589,080","135,852","142,370","2,542,617","63,576","2,606,193",816.9,293.9,69.7,76.2,"1,256.7",38.8,"1,295.5","3,776",,,"2,741","6,517",,"6,517",6.4,,,4.7,11.1,,11.1
20008,2008,MTA New York City Transit,Full Reporter,Urban,RB,DO,"551,369","193,875","44,711","46,856","836,811","20,924","857,735",268.8,96.7,22.9,25.1,413.5,12.8,426.3,"1,243",,,902,"2,145",,"2,145",2.1,,,1.6,3.7,,3.7
20010,2010,Dutchess County Division of Mass Transportation,Full Reporter,Urban,DR,DO,"62,097","8,725","1,213","5,206","77,241",,"77,241",39.0,4.0,0.5,3.0,46.5,,46.5,0,0,,0,0,,0,,,,,0.0,,0.0
20010,2010,Dutchess County Division of Mass Transportation,Full Reporter,Urban,MB,DO,"61,601","9,999","1,204","4,300","77,104",,"77,104",38.0,5.0,0.5,2.0,45.5,,45.5,0,0,0,0,0,,0,,,,,0.0,,0.0
20018,2018,Central New York Regional Transportation Authority,Full Reporter,Urban,MB,DO,"571,936","185,516","37,621","28,800","823,873",,"823,873",329.0,95.0,18.0,16.0,458.0,,458.0,"79,222",,"4,895","13,151","97,268",,"97,268",95.0,,13.0,22.0,130.0,,130.0
20018,2018,Central New York Regional Transportation Authority,Full Reporter,Urban,DR,DO,"106,566","20,661","2,147","23,660","153,034",,"153,034",214.0,10.0,1.0,12.0,237.0,,237.0,"5,353",,,,"5,353",,"5,353",67.0,,,,67.0,,67.0
20071,2071,Huntington Area Rapid Transit,Full Reporter,Urban,MB,DO,"22,420","3,609",190,"1,918","28,137",,"28,137",12.5,2.3,0.1,1.2,16.1,,16.1,"14,974",,669,,"15,643",,"15,643",9.1,,0.6,,9.7,,9.7
20071,2071,Huntington Area Rapid Transit,Full Reporter,Urban,DR,DO,"12,928","4,012",211,"1,846","18,997",,"18,997",8.4,2.5,0.1,1.1,12.1,,12.1,"13,998",,535,,"14,533",,"14,533",8.4,,0.4,,8.9,,8.9
20075,2075,Port Authority Transit Corporation,Full Reporter,Urban,HR,DO,"264,350","111,625","199,363","58,172","633,510","30,017","663,527",134.0,68.0,95.0,34.0,331.0,18.0,349.0,"1,383",,"2,436","1,907","5,726",,"5,726",2.0,,4.0,2.0,8.0,,8.0
20078,2078,"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",Full Reporter,Urban,CR,DO,"3,697,556","2,740,059","3,470,029","912,253","10,819,897","695,226","11,515,123","1,716.0","1,723.0","2,081.0",476.0,"5,996.0",381.0,"6,377.0",,,,,0,,0,,,,,0.0,,0.0
20080,2080,New Jersey Transit Corporation,Full Reporter,Urban,MB,DO,"5,896,925","1,966,292","163,513","1,646,345","9,673,075","96,216","9,769,291","3,453.0","1,191.0",91.0,978.0,"5,713.0",53.0,"5,766.0","426,685",,,"82,097","508,782",,"508,782",286.0,,,60.0,346.0,,346.0
20080,2080,New Jersey Transit Corporation,Full Reporter,Urban,CR,DO,"3,934,211","2,382,062","1,223,819","1,004,044","8,544,136","674,347","9,218,483","1,875.0","1,318.0",616.0,567.0,"4,376.0",443.0,"4,819.0",,,,,0,,0,,,,,0.0,,0.0
20080,2080,New Jersey Transit Corporation,Full Reporter,Urban,LR,DO,"85,403","30,102","73,072","36,357","224,934","1,800","226,734",47.0,16.0,36.0,25.0,124.0,1.0,125.0,,,,,0,"2,878","2,878",,,,,0.0,6.0,6.0
20082,2082,New York City Department of Transportation,Full Reporter,Urban,FB,DO,"947,088","208,368","208,369","53,566","1,417,391","30,074","1,447,465",423.0,89.0,61.0,28.0,601.0,14.0,615.0,,,,,0,,0,,,,,0.0,,0.0
20084,2084,Transport of Rockland,Full Reporter,Urban,DR,DO,"37,902",,,"3,484","41,386",,"41,386",27.0,0.0,,2.0,29.0,,29.0,"3,104",,,"5,309","8,413",,"8,413",6.0,,,12.0,18.0,,18.0
20098,2098,Port Authority Trans-Hudson Corporation,Full Reporter,Urban,HR,DO,"1,138,690","481,437","973,705","137,612","2,731,444",,"2,731,444",614.0,270.0,516.0,85.0,"1,485.0",,"1,485.0",,,,,0,,0,,,,,0.0,,0.0
20099,2099,"Staten Island Rapid Transit Operating Authority, dba: MTA Staten Island Railway",Full Reporter,Urban,HR,DO,"213,977","95,525","215,888","42,031","567,421",,"567,421",112.0,50.0,113.0,22.0,297.0,,297.0,,,,,0,,0,,,,,0.0,,0.0
20100,2100,MTA Long Island Rail Road,Full Reporter,Urban,CR,DO,"4,693,521","4,432,342","2,893,860","857,786","12,877,509","2,444,976","15,322,485","2,179.0","2,054.0","1,483.0",454.0,"6,170.0",944.0,"7,114.0",,,,,0,,0,,,,,0.0,,0.0
20113,2113,RTS - Monroe County,Full Reporter,Urban,MB,DO,"668,379","202,574","34,989","139,651","1,045,593",,"1,045,593",352.0,105.0,19.0,76.0,552.0,,552.0,"39,281",,,"5,305","44,586",,"44,586",26.0,,,5.0,31.0,,31.0
20113,2113,RTS - Monroe County,Full Reporter,Urban,DR,DO,"97,813","18,305",,"18,038","134,156",,"134,156",49.0,8.0,,9.0,66.0,,66.0,"55,144",769,,,"55,913",,"55,913",39.0,1.0,,,40.0,,40.0
20122,2122,"Academy Lines, Inc.",Full Reporter,Urban,CB,DO,"268,000","108,233",,"50,601","426,834",,"426,834",172.0,52.0,,25.0,249.0,,249.0,,,,,0,,0,,,,,0.0,,0.0
20126,2126,"Hudson Transit Lines, Inc.",Full Reporter,Urban,CB,DO,"442,184","106,200",,"31,816","580,200",,"580,200",224.0,54.0,,17.0,295.0,,295.0,"1,716",,,"1,074","2,790",,"2,790",2.0,,,1.0,3.0,,3.0
20128,2128,Suburban Transit Corporation,Full Reporter,Urban,CB,DO,"263,595","91,467",,"46,810","401,872",,"401,872",143.0,32.0,,23.0,198.0,,198.0,"15,026","1,845",,"10,400","27,271",,"27,271",32.0,1.0,,8.0,41.0,,41.0
20135,2135,Monsey New Square Trails Corporation,Full Reporter,Urban,CB,DO,"57,110","17,231",,"20,254","94,595",,"94,595",29.0,9.0,,11.0,49.0,,49.0,,,,,0,,0,,,,,0.0,,0.0
20137,2137,Monroe Bus Corporation,Full Reporter,Urban,CB,DO,"18,865","5,586",,"5,513","29,964",,"29,964",11.0,3.0,,3.0,17.0,,17.0,"11,678","6,740",661,"2,793","21,872",,"21,872",14.0,5.0,1.0,3.0,23.0,,23.0
20145,2145,Tompkins Consolidated Area Transit,Full Reporter,Urban,MB,DO,"183,558","29,359","3,940","27,512","244,369",,"244,369",91.0,14.0,2.0,13.0,120.0,,120.0,,,,,0,,0,,,,,0.0,,0.0
20149,2149,"Rockland Coaches, Inc.",Full Reporter,Urban,CB,DO,"284,716","49,280",,"5,395","339,391",,"339,391",131.0,24.0,,3.0,158.0,,158.0,"8,679",,,,"8,679",,"8,679",4.0,,,,4.0,,4.0
20161,2161,DeCamp Bus Lines,Full Reporter,Urban,CB,DO,"207,716","63,611",,"43,279","314,606",,"314,606",104.0,32.0,,22.0,158.0,,158.0,,,,,0,,0,,,,,0.0,,0.0
20163,2163,"Lakeland Bus Lines, Inc.",Full Reporter,Urban,CB,DO,"144,300","45,784","7,650","31,095","228,829",,"228,829",78.0,24.0,4.0,20.0,126.0,,126.0,"15,058","7,079","19,901","5,250","47,288",,"47,288",12.0,5.0,22.0,8.0,47.0,,47.0
20166,2166,"Orange-Newark-Elizabeth, Inc.",Full Reporter,Urban,MB,DO,"219,478","33,454","8,251","6,899","268,082",,"268,082",96.0,14.0,4.0,3.0,117.0,,117.0,"4,350",,,,"4,350",,"4,350",10.0,,,,10.0,,10.0
20169,2169,"Trans-Bridge Lines, Inc.",Full Reporter,Urban,CB,DO,"195,019","59,122","3,810","55,344","313,295",,"313,295",83.0,30.0,2.0,27.0,142.0,,142.0,"45,194","2,851",772,"19,759","68,576",,"68,576",41.0,3.0,1.0,29.0,74.0,,74.0
20177,2177,"Adirondack Transit Lines, Inc,",Full Reporter,Urban,CB,DO,"143,993","73,320",,"37,133","254,446",,"254,446",63.0,39.0,,18.0,120.0,,120.0,"6,141","1,898",,"5,214","13,253",,"13,253",8.0,2.0,,6.0,16.0,,16.0
20178,2178,Ulster County Area Transit,Full Reporter,Urban,MB,DO,"56,281","11,784","1,385","10,558","80,008",652,"80,660",31.0,6.5,0.9,5.3,43.7,0.4,44.0,"14,747",,,,"14,747",,"14,747",16.0,,,,16.0,,16.0
20178,2178,Ulster County Area Transit,Full Reporter,Urban,DR,DO,"9,193","1,025",154,691,"11,063",,"11,063",5.0,0.5,0.1,0.4,6.0,,6.0,749,,,,749,,749,1.0,,,,1.0,,1.0
20188,2188,MTA Bus Company,Full Reporter,Urban,MB,DO,"5,941,823","2,382,377","207,907","248,788","8,780,895","49,886","8,830,781","2,716.0","1,070.0",85.0,179.0,"4,050.0",24.0,"4,074.0","33,477",,,"1,633","35,110",,"35,110",67.0,,,2.0,69.0,,69.0
20189,2189,"BillyBey Ferry Company, LLC",Full Reporter,Urban,FB,DO,"43,805","7,488","3,744","23,213","78,250",,"78,250",21.0,4.0,2.0,11.0,38.0,,38.0,"1,872",,,"2,246","4,118",,"4,118",2.0,,,2.0,4.0,,4.0
20190,2190,Port Imperial Ferry Corporation dba NY Waterway,Full Reporter,Urban,FB,DO,"118,000","22,900","6,000","58,000","204,900",,"204,900",58.0,12.0,3.0,36.0,109.0,,109.0,"5,300",,"1,100","5,000","11,400",,"11,400",5.0,,1.0,5.0,11.0,,11.0
20190,2190,Port Imperial Ferry Corporation dba NY Waterway,Full Reporter,Urban,MB,DO,"110,215","20,900","7,500","14,250","152,865",,"152,865",56.0,11.0,4.0,7.0,78.0,,78.0,"24,760",,,"1,040","25,800",,"25,800",17.0,,,1.0,18.0,,18.0
20192,2192,Bergen County Community Transportation,Full Reporter,Urban,DR,DO,"117,328","2,158",,"10,263","129,749",,"129,749",79.0,0.9,,6.5,86.4,,86.4,"2,893",,,,"2,893",,"2,893",3.0,,,,3.0,,3.0
20192,2192,Bergen County Community Transportation,Full Reporter,Urban,MB,DO,"6,492",139,,"1,024","7,655",,"7,655",6.0,0.1,,0.5,6.6,,6.6,"4,218",,,,"4,218",,"4,218",4.0,,,,4.0,,4.0
20193,2193,Cumberland Area Transit System,Full Reporter,Urban,DR,DO,"33,812","2,873",,"2,916","39,601",,"39,601",23.0,2.0,,2.0,27.0,,27.0,"5,517",0,,"1,804","7,321",,"7,321",7.0,,,3.0,10.0,,10.0
20196,2196,Middlesex County Area Transit,Full Reporter,Urban,DR,DO,"86,321",,,"8,435","94,756",,"94,756",41.0,,,5.0,46.0,,46.0,,,,,0,,0,,,,,0.0,,0.0
20196,2196,Middlesex County Area Transit,Full Reporter,Urban,MB,DO,"41,078",,,"6,748","47,826",,"47,826",22.0,,,4.0,26.0,,26.0,,,,,0,,0,,,,,0.0,,0.0
20199,2199,County of Atlantic,Full Reporter,Urban,DR,DO,"54,086","1,009",,"3,493","58,588",,"58,588",38.0,0.5,,2.0,40.5,,40.5,"1,342",,,,"1,342",,"1,342",3.0,,,,3.0,,3.0
20204,2204,"Senior Citizens United Community Services of Camden County, Inc.",Full Reporter,Urban,DR,DO,"60,656","4,237",,"11,942","76,835",,"76,835",47.0,2.0,,7.0,56.0,,56.0,"33,286",,,"7,884","41,170",,"41,170",33.0,,,10.0,43.0,,43.0
20209,2209,Somerset County Transportation,Full Reporter,Urban,DR,DO,"129,824",,,"12,779","142,603",,"142,603",68.0,,,6.9,74.9,,74.9,,,,,0,,0,,,,,0.0,,0.0
20209,2209,Somerset County Transportation,Full Reporter,Urban,MB,DO,"44,001",,,"2,163","46,164",,"46,164",22.0,,,1.1,23.1,,23.1,,,,,0,,0,,,,,0.0,,0.0
20217,2217,"Hampton Jitney, Inc.",Full Reporter,Urban,CB,DO,"255,758","35,214","5,115","27,388","323,475",,"323,475",152.4,17.7,2.3,14.0,186.4,,186.4,"93,197","4,890",,841,"98,928",,"98,928",200.9,6.9,,2.3,210.1,,210.1
30001,3001,Kanawha Valley Regional Transportation Authority,Full Reporter,Urban,MB,DO,"171,193","47,632","3,652","21,157","243,634",,"243,634",90.0,24.0,1.8,10.2,126.0,,126.0,"3,141",,,,"3,141",,"3,141",3.0,,,,3.0,,3.0
30001,3001,Kanawha Valley Regional Transportation Authority,Full Reporter,Urban,DR,DO,"28,316","4,142",317,"1,692","34,467",,"34,467",12.0,2.0,0.2,0.8,15.0,,15.0,,,,,0,,0,,,,,0.0,,0.0
30002,3002,The Tri-State Transit Authority,Full Reporter,Urban,MB,DO,"81,160","14,936","8,790","7,186","112,072",,"112,072",44.0,7.8,4.9,3.9,60.6,,60.6,"1,272",,,941,"2,213",,"2,213",2.0,,,1.0,3.0,,3.0
30002,3002,The Tri-State Transit Authority,Full Reporter,Urban,DR,DO,"25,236",450,52,208,"25,946",,"25,946",12.0,0.2,0.1,0.1,12.4,,12.4,,,,,0,,0,,,,,0.0,,0.0
30006,3006,Greater Richmond Transit Company,Full Reporter,Urban,MB,DO,"525,891","83,806","36,154","102,530","748,381",,"748,381",277.0,39.0,17.0,48.0,381.0,,381.0,"11,976","6,960",,"20,221","39,157",,"39,157",16.0,5.0,0.0,13.0,34.0,,34.0
30007,3007,Greater Roanoke Transit Company,Full Reporter,Urban,MB,DO,"145,161","22,087","8,911","21,319","197,478",,"197,478",76.0,11.0,4.0,11.0,102.0,,102.0,"2,194","2,096",,"2,724","7,014",,"7,014",2.0,2.0,,3.0,7.0,,7.0
30007,3007,Greater Roanoke Transit Company,Full Reporter,Urban,CB,DO,"2,238","2,008",,,"4,246",,"4,246",1.0,1.0,,,2.0,,2.0,"2,081",,290,"1,092","3,463",,"3,463",2.0,,0.5,1.0,3.5,,3.5
30008,3008,Greater Lynchburg Transit Company,Full Reporter,Urban,MB,DO,"118,332","18,777","8,704","15,179","160,992",,"160,992",42.0,8.8,4.8,9.0,64.6,,64.6,"2,986",0,"3,516","1,896","8,398",,"8,398",4.0,0.0,2.4,2.0,8.4,,8.4
30008,3008,Greater Lynchburg Transit Company,Full Reporter,Urban,DR,DO,"5,963",580,"2,176","3,428","12,147",,"12,147",3.0,0.3,1.2,2.0,6.5,,6.5,"13,351",0,879,"1,781","16,011",,"16,011",16.0,0.0,0.6,3.0,19.6,,19.6
30010,3010,Lehigh and Northampton Transportation Authority,Full Reporter,Urban,MB,DO,"363,095","55,571",20,"33,417","452,103",,"452,103",168.0,34.0,1.0,18.0,221.0,,221.0,,,,"1,995","1,995",,"1,995",,,,8.0,8.0,,8.0
30011,3011,Altoona Metro Transit,Full Reporter,Urban,MB,DO,"48,056","14,610",,"8,732","71,398",,"71,398",23.0,8.0,,4.9,36.0,,36.0,"9,404",,,,"9,404",,"9,404",7.5,,,,7.5,,7.5
30011,3011,Altoona Metro Transit,Full Reporter,Urban,DR,DO,,52,6,34,92,,92,,0.0,,0.0,0.1,,0.1,263,,,,263,,263,0.5,,,,0.5,,0.5
30012,3012,Cambria County Transit Authority,Full Reporter,Urban,MB,DO,"94,067","28,725","9,546","25,968","158,306",,"158,306",52.4,14.1,6.4,12.2,85.2,,85.2,"19,054",,"6,557",,"25,611",,"25,611",15.1,,4.0,,19.1,,19.1
30012,3012,Cambria County Transit Authority,Full Reporter,Urban,DR,DO,"17,016","5,216",737,"3,587","26,556",,"26,556",12.6,2.9,0.6,1.8,17.8,,17.8,"11,363",,,,"11,363",,"11,363",6.9,,,,6.9,,6.9
30012,3012,Cambria County Transit Authority,Full Reporter,Urban,IP,DO,763,666,999,"6,719","9,147",,"9,147",1.0,0.4,0.6,4.0,6.0,,6.0,"2,609",,,"5,627","8,236",,"8,236",4.0,,,13.0,17.0,,17.0
30013,3013,Erie Metropolitan Transit Authority,Full Reporter,Urban,MB,DO,"217,250","34,016","16,046","20,208","287,520",,"287,520",108.0,18.0,8.0,10.0,144.0,,144.0,"2,944",,,,"2,944",,"2,944",3.0,,,,3.0,,3.0
30013,3013,Erie Metropolitan Transit Authority,Full Reporter,Urban,DR,DO,"103,927","12,621","1,083","12,910","130,541",,"130,541",45.0,4.0,1.0,7.0,57.0,,57.0,"26,676",,,,"26,676",,"26,676",28.0,,,,28.0,,28.0
30014,3014,Cumberland Dauphin-Harrisburg Transit Authority,Full Reporter,Urban,MB,DO,"216,299","56,058","7,744","21,958","302,059",,"302,059",107.5,24.4,3.3,10.9,146.1,,146.1,"5,916",,,677,"6,593",,"6,593",8.0,,,0.3,8.3,,8.3
30014,3014,Cumberland Dauphin-Harrisburg Transit Authority,Full Reporter,Urban,DR,DO,"77,256","7,131",989,"2,110","87,486",,"87,486",39.8,3.1,0.5,1.0,44.4,,44.4,"2,571",,,,"2,571",,"2,571",1.0,,,,1.0,,1.0
30015,3015,Luzerne County Transportation Authority,Full Reporter,Urban,MB,DO,"109,569","31,107","1,336","21,405","163,417",,"163,417",52.7,18.6,1.1,11.0,83.4,,83.4,"1,736","3,824",817,"3,609","9,986",,"9,986",6.0,4.0,0.8,5.0,15.8,,15.8
30015,3015,Luzerne County Transportation Authority,Full Reporter,Urban,DR,DO,"62,357","4,598",,"6,578","73,533",,"73,533",24.0,2.0,0.0,4.0,30.0,,30.0,"25,654",,364,"1,361","27,379",,"27,379",20.0,0.0,0.3,6.0,26.3,,26.3
30018,3018,Red Rose Transit Authority,Full Reporter,Urban,MB,DO,"122,115","20,556","4,723","11,230","158,624",500,"159,124",66.0,13.0,3.0,6.7,88.7,0.3,89.0,"8,393",,,620,"9,013",,"9,013",12.0,,,1.0,13.0,,13.0
30019,3019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Urban,MB,DO,"6,206,948","1,533,571","1,105,397","870,135","9,716,051","696,604","10,412,655","2,922.0",799.0,537.0,467.0,"4,725.0",325.0,"5,050.0","117,106",,,,"117,106",,"117,106",121.0,,,,121.0,,121.0
30019,3019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Urban,CR,DO,"1,909,945","766,876","688,414","262,543","3,627,778","538,527","4,166,305",787.0,369.0,319.0,142.0,"1,617.0",247.0,"1,864.0","38,627",,,,"38,627",,"38,627",32.0,,,,32.0,,32.0
30019,3019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Urban,HR,DO,"1,442,210","586,371","638,674","205,528","2,872,783","331,329","3,204,112",690.0,276.0,310.0,110.0,"1,386.0",159.0,"1,545.0","35,566",,,,"35,566",,"35,566",37.0,,,,37.0,,37.0
30019,3019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Urban,SR,DO,"652,352","268,870","123,982","85,794","1,130,998","128,546","1,259,544",318.0,136.0,62.0,46.0,562.0,65.0,627.0,"14,840",,,,"14,840",,"14,840",15.0,,,,15.0,,15.0
30019,3019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Urban,TB,DO,"156,897","17,224","29,873","22,651","226,645","14,205","240,850",74.0,8.0,15.0,12.0,109.0,7.0,116.0,"3,047",,,,"3,047",,"3,047",3.0,,,,3.0,,3.0
30022,3022,Port Authority of Allegheny County,Full Reporter,Urban,MB,DO,"2,669,537","1,005,302","224,121","433,957","4,332,917","41,230","4,374,147","1,304.7",467.5,104.2,199.7,"2,076.1",21.6,"2,097.7",,,,,0,,0,,,,,0.0,,0.0
30022,3022,Port Authority of Allegheny County,Full Reporter,Urban,LR,DO,"293,849","245,642","295,454","36,989","871,934","6,595","878,529",143.6,114.2,137.4,16.9,412.1,3.4,415.5,,,,,0,,0,,,,,0.0,,0.0
30022,3022,Port Authority of Allegheny County,Full Reporter,Urban,IP,DO,"6,839",16,"8,914",264,"16,033",,"16,033",3.3,0.1,4.1,0.1,7.6,,7.6,,,,,0,,0,,,,,0.0,,0.0
30023,3023,Beaver County Transit Authority,Full Reporter,Urban,MB,DO,"88,645","17,320","3,759","7,948","117,672",,"117,672",46.2,8.5,1.9,4.8,61.4,,61.4,,,,500,500,,500,,,,1.0,1.0,,1.0
30023,3023,Beaver County Transit Authority,Full Reporter,Urban,DR,DO,"42,780","10,615","2,304","6,013","61,712",,"61,712",22.6,5.2,1.1,3.6,32.5,,32.5,,,,,0,,0,,,,,0.0,,0.0
30024,3024,Berks Area Regional Transportation Authority,Full Reporter,Urban,MB,DO,"142,577","17,097","7,966","22,080","189,720",,"189,720",78.0,8.4,6.0,11.5,103.9,,103.9,"3,103",,756,"1,040","4,899",,"4,899",3.0,,0.6,1.0,4.6,,4.6
30024,3024,Berks Area Regional Transportation Authority,Full Reporter,Urban,DR,DO,"73,186","11,398","4,525","20,160","109,269",,"109,269",35.0,5.6,4.0,10.5,55.1,,55.1,"3,433",,504,,"3,937",,"3,937",3.0,,0.4,,3.4,,3.4
30025,3025,County of Lackawanna Transit System,Full Reporter,Urban,MB,DO,"88,275","16,143","7,262","18,127","129,807",,"129,807",47.0,8.0,4.0,10.0,69.0,,69.0,"4,013",,"1,492","1,676","7,181",,"7,181",7.0,,2.0,5.0,14.0,,14.0
30025,3025,County of Lackawanna Transit System,Full Reporter,Urban,DR,DO,"54,445","1,903",,"12,147","68,495",,"68,495",29.0,1.0,,8.0,38.0,,38.0,"4,755",,"1,189",0,"5,944",,"5,944",8.0,,1.0,0.0,9.0,,9.0
30026,3026,Williamsport Bureau of Transportation,Full Reporter,Urban,MB,DO,"77,775","17,274","1,990","7,592","104,631",473,"105,104",40.0,8.0,1.0,3.8,52.8,0.3,53.0,"1,524",,600,"1,040","3,164",,"3,164",2.0,,1.0,1.0,4.0,,4.0
30026,3026,Williamsport Bureau of Transportation,Full Reporter,Urban,DR,DO,9,,0,,9,,9,0.0,,0.0,,0.0,,0.0,,,,,0,,0,,,,,0.0,,0.0
30027,3027,York County Transportation Authority,Full Reporter,Urban,MB,DO,"144,394","23,630","1,594","14,930","184,548",,"184,548",70.9,13.1,0.8,8.5,93.4,,93.4,"6,753",,"1,097",444,"8,294",,"8,294",8.4,,1.2,0.6,10.2,,10.2
30027,3027,York County Transportation Authority,Full Reporter,Urban,DR,DO,"112,947","11,943",199,"6,323","131,412",,"131,412",66.1,6.6,0.1,3.6,76.5,,76.5,"119,600",,549,942,"121,091",,"121,091",93.4,,0.6,1.3,95.3,,95.3
30027,3027,York County Transportation Authority,Full Reporter,Urban,CB,DO,"9,885","2,293",199,"1,581","13,958",,"13,958",5.0,1.3,0.1,0.9,7.2,,7.2,"11,538",,183,74,"11,795",,"11,795",7.3,,0.2,0.1,7.6,,7.6
30030,3030,Washington Metropolitan Area Transit Authority,Full Reporter,Urban,MB,DO,"6,840,441","1,852,002","198,198","367,062","9,257,703","926,008","10,183,711","4,447.0","1,116.0",101.0,212.0,"5,876.0",545.0,"6,421.0","51,198","9,035",0,"3,532","63,765",0,"63,765",73.0,8.0,,3.0,84.0,,84.0
30030,3030,Washington Metropolitan Area Transit Authority,Full Reporter,Urban,HR,DO,"4,266,575","2,255,693","4,983,745","2,127,322","13,633,335","1,360,431","14,993,766","2,329.0","1,228.0","3,198.0","1,354.0","8,109.0",800.0,"8,909.0","15,799","13,642","13,992","12,662","56,095",,"56,095",20.0,15.0,26.0,8.0,69.0,0.0,69.0
30034,3034,Maryland Transit Administration,Full Reporter,Urban,MB,DO,"3,306,826","847,357","174,543","688,688","5,017,414","58,857","5,076,271","1,591.0",404.0,82.0,385.0,"2,462.0",37.0,"2,499.0","19,497",,,"17,732","37,229",,"37,229",16.0,,,12.0,28.0,,28.0
30034,3034,Maryland Transit Administration,Full Reporter,Urban,HR,DO,"345,465","188,190","259,892","101,429","894,976","11,470","906,446",159.0,80.0,98.0,50.0,387.0,7.0,394.0,,,,123,123,,123,,,,1.0,1.0,,1.0
30034,3034,Maryland Transit Administration,Full Reporter,Urban,LR,DO,"268,308","177,843","79,614","106,062","631,827","9,508","641,335",126.0,77.0,35.0,52.0,290.0,6.0,296.0,,,,102,102,,102,,,,1.0,1.0,,1.0
30035,3035,Ohio Valley Regional Transportation Authority,Full Reporter,Urban,MB,DO,"56,732","13,989","1,554","7,684","79,959",,"79,959",29.0,6.8,0.8,4.2,40.8,,40.8,,,,,0,,0,,,,,0.0,,0.0
30035,3035,Ohio Valley Regional Transportation Authority,Full Reporter,Urban,DR,DO,"3,741","1,908",207,"1,356","7,212",,"7,212",2.0,1.3,0.1,0.8,4.2,,4.2,,,,,0,,0,,,,,0.0,,0.0
30045,3045,"JAUNT, Inc.",Full Reporter,Urban,DR,DO,"137,735","6,022",177,"18,708","162,642",,"162,642",69.0,2.9,0.1,9.0,81.0,,81.0,"47,144",,0,0,"47,144",,"47,144",37.0,,,,37.0,,37.0
