Last Report Year,AgencyID,Legacy NTD ID,Agency Name,Agency Status,Reporter Type,City,State,Census Year,UZA Name,UZA,UZA Area SQ Miles,UZA Population,2017 Status,Mode,Service,Mode Status,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
2017,30036,3036,Charlottesville Area Transit(CAT),Active,Reduced Reporter,Charlottesville,VA,2010,"Charlottesville, VA",317,35,"92,359",Existing 2017,MB,DO,Operating,11,11,11,11,11,11,11,11,14,19,23,23,21,23,21,31,28,29,25,25,25,25,23,25,24,22,23
2017,30040,3040,Annapolis Department of Transportation(Annapolis Transit),Active,Reduced Reporter,Annapolis,MD,2010,"Baltimore, MD",19,717,"2,203,663",Existing 2017,DR,DO,Operating,4,2,2,3,3,3,3,3,3,4,,,,,,,,,,,0,1,1,1,1,1,1
2017,30040,3040,Annapolis Department of Transportation(Annapolis Transit),Active,Reduced Reporter,Annapolis,MD,2010,"Baltimore, MD",19,717,"2,203,663",Existing 2017,MB,DO,Operating,15,12,12,12,11,8,10,15,11,14,18,18,18,18,20,25,25,18,18,18,17,16,16,17,14,12,12
2017,30041,3041,Allegany County Transit(ACT),Active,Reduced Reporter,Cumberland,MD,2010,"Cumberland, MD-WV-PA",484,33,"51,899",Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,14,8,10,8,8,7,9,6,6,6,5,7
2017,30041,3041,Allegany County Transit(ACT),Active,Reduced Reporter,Cumberland,MD,2010,"Cumberland, MD-WV-PA",484,33,"51,899",Existing 2017,MB,DO,Operating,8,8,7,,,,,,,,,,,,,10,8,8,8,7,7,12,6,7,8,6,6
2017,30042,3042,Washington County Transit(County Commuter),Active,Reduced Reporter,Hagerstown,MD,2010,"Hagerstown, MD-WV-PA",189,133,"182,696",Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2017,30042,3042,Washington County Transit(County Commuter),Active,Reduced Reporter,Hagerstown,MD,2010,"Hagerstown, MD-WV-PA",189,133,"182,696",Existing 2017,MB,DO,Operating,10,10,10,10,10,10,10,10,10,11,16,16,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8
1996,30043,3043,The Columbia Transit System,Inactive,Full Reporter,Columbia,MD,1990,"Baltimore, MD",17,593,"1,889,873",Pre 2017,MB,DO,Discontinued,6,6,6,6,6,,,,,,,,,,,,,,,,,,,,,,
2017,30044,3044,Westmoreland County Transit Authority(WCTA),Active,Full Reporter,Greensburg,PA,2010,"Pittsburgh, PA",27,905,"1,733,853",Existing 2017,DR,PT,Discontinued,,,3,4,4,4,4,4,4,30,28,28,29,25,25,18,18,18,18,,0,0,,0,,,
2017,30044,3044,Westmoreland County Transit Authority(WCTA),Active,Full Reporter,Greensburg,PA,2010,"Pittsburgh, PA",27,905,"1,733,853",Existing 2017,DT,PT,Operating,,,,,,,,,,,,,,,,,,,,18,18,45,48,85,72,64,61
2017,30044,3044,Westmoreland County Transit Authority(WCTA),Active,Full Reporter,Greensburg,PA,2010,"Pittsburgh, PA",27,905,"1,733,853",Existing 2017,MB,DO,Discontinued,,,,,,,,,,,,,,,,,,,,22,0,0,,0,,,
2017,30044,3044,Westmoreland County Transit Authority(WCTA),Active,Full Reporter,Greensburg,PA,2010,"Pittsburgh, PA",27,905,"1,733,853",Existing 2017,MB,PT,Operating,11,11,12,14,13,13,11,11,11,18,18,19,20,22,22,22,22,25,26,26,26,31,31,31,31,31,31
2017,30045,3045,"JAUNT, Inc.",Active,Full Reporter,Charlottesville,VA,2010,"Charlottesville, VA",317,35,"92,359",Existing 2017,DR,DO,Operating,37,38,42,48,50,,,,,,,,,,,,,57,59,59,60,55,56,55,60,63,71
2017,30045,3045,"JAUNT, Inc.",Active,Full Reporter,Charlottesville,VA,2010,"Charlottesville, VA",317,35,"92,359",Existing 2017,DR,PT,Discontinued,,,,,4,,,,,,,,,,,,,,,,0,0,,0,,,
1995,30047,3047,Delaware Railroad Administration,Inactive,Full Reporter,Doverngton,DE,1990,"Wilmington, DE--NJ--MD--PA",68,188,"449,616",Pre 2017,MB,PT,Discontinued,6,6,10,10,17,,,,,,,,,,,,,,,,,,,,,,
2017,30048,3048,Howard Transit(HT),Active,Full Reporter,Ellicott City,MD,2010,"Baltimore, MD",19,717,"2,203,663",Existing 2017,DR,PT,Operating,,,,,,,,18,18,19,23,23,20,19,20,19,19,19,22,24,19,19,20,20,18,20,20
2017,30048,3048,Howard Transit(HT),Active,Full Reporter,Ellicott City,MD,2010,"Baltimore, MD",19,717,"2,203,663",Existing 2017,DT,PT,Operating,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5
2017,30048,3048,Howard Transit(HT),Active,Full Reporter,Ellicott City,MD,2010,"Baltimore, MD",19,717,"2,203,663",Existing 2017,MB,PT,Operating,,,,,,,,8,8,12,18,19,22,25,19,18,18,18,20,20,17,17,17,17,19,17,17
2007,30050,3050,"G G and C Bus Company, Inc.",Inactive,Full Reporter,Washington,PA,2000,"Pittsburgh, PA",22,852,"1,753,136",Pre 2017,DR,DO,Discontinued,16,16,16,16,14,14,26,24,24,24,25,25,25,27,27,26,25,,,,,,,,,,
2007,30050,3050,"G G and C Bus Company, Inc.",Inactive,Full Reporter,Washington,PA,2000,"Pittsburgh, PA",22,852,"1,753,136",Pre 2017,MB,DO,Discontinued,9,9,9,8,5,4,4,4,4,4,4,4,4,4,4,4,4,,,,,,,,,,
2017,30051,3051,Ride-On Montgomery County Transit,Active,Full Reporter,Rockville,MD,2010,"Washington, DC-VA-MD",8,"1,322","4,586,770",Existing 2017,DR,DO,Discontinued,17,17,17,18,15,13,,,,,,,,,,,,,,,0,0,,0,,,
2017,30051,3051,Ride-On Montgomery County Transit,Active,Full Reporter,Rockville,MD,2010,"Washington, DC-VA-MD",8,"1,322","4,586,770",Existing 2017,DR,PT,Discontinued,,0,0,63,69,65,67,67,,104,104,104,104,104,104,52,52,51,54,36,34,31,,0,,,
2017,30051,3051,Ride-On Montgomery County Transit,Active,Full Reporter,Rockville,MD,2010,"Washington, DC-VA-MD",8,"1,322","4,586,770",Existing 2017,DT,PT,Discontinued,,,,,,,,,,,,,,,,,,,,80,80,82,,0,,,
2017,30051,3051,Ride-On Montgomery County Transit,Active,Full Reporter,Rockville,MD,2010,"Washington, DC-VA-MD",8,"1,322","4,586,770",Existing 2017,MB,DO,Operating,167,170,169,168,162,163,163,167,179,180,192,198,198,244,254,254,244,307,302,294,289,278,281,282,282,282,287
2017,30051,3051,Ride-On Montgomery County Transit,Active,Full Reporter,Rockville,MD,2010,"Washington, DC-VA-MD",8,"1,322","4,586,770",Existing 2017,MB,PT,Discontinued,30,42,35,40,40,46,46,46,55,55,59,76,76,93,96,96,93,80,,,0,0,,0,,,
2017,30053,3053,Bristol Virginia Transit(BVT),Active,Reduced Reporter,Bristol,VA,2010,"Bristol-Bristol, TN-VA",397,64,"69,501",Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1
2017,30053,3053,Bristol Virginia Transit(BVT),Active,Reduced Reporter,Bristol,VA,2010,"Bristol-Bristol, TN-VA",397,64,"69,501",Existing 2017,MB,DO,Operating,,,,,,,,,,,,,,,,,,,,,4,4,6,3,3,3,3
2017,30054,3054,Centre Area Transportation Authority(CATA),Active,Full Reporter,State College,PA,2010,"State College, PA",335,29,"87,454",Existing 2017,DR,PT,Operating,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,9,10,9,10,11
2017,30054,3054,Centre Area Transportation Authority(CATA),Active,Full Reporter,State College,PA,2010,"State College, PA",335,29,"87,454",Existing 2017,DT,PT,Discontinued,,,,,,,,,,,,,,,,,,,,,,8,,0,,,
2017,30054,3054,Centre Area Transportation Authority(CATA),Active,Full Reporter,State College,PA,2010,"State College, PA",335,29,"87,454",Existing 2017,MB,DO,Operating,25,24,24,24,24,24,27,36,38,42,52,52,48,48,42,44,47,49,51,54,57,53,58,58,59,61,60
2017,30054,3054,Centre Area Transportation Authority(CATA),Active,Full Reporter,State College,PA,2010,"State College, PA",335,29,"87,454",Existing 2017,MB,PT,Discontinued,2,2,2,2,2,2,2,4,3,,,,,,,,,,,,0,0,,0,,,
2017,30054,3054,Centre Area Transportation Authority(CATA),Active,Full Reporter,State College,PA,2010,"State College, PA",335,29,"87,454",Existing 2017,VP,DO,Operating,,,,,,,,,,,,,,,,,,10,14,17,23,32,40,44,45,43,39
2017,30055,3055,Shenango Valley Shuttle Service(SVSS),Active,Reduced Reporter,Hermitage,PA,2010,"Youngstown, OH-PA",97,241,"387,550",Existing 2017,DR,DO,Operating,,,,,,,,,,,,,17,17,17,17,17,17,17,26,26,23,23,23,22,22,22
2017,30055,3055,Shenango Valley Shuttle Service(SVSS),Active,Reduced Reporter,Hermitage,PA,2010,"Youngstown, OH-PA",97,241,"387,550",Existing 2017,MB,DO,Operating,,,,,,,,,,,,,3,3,4,4,4,4,4,4,4,4,3,5,5,5,5
2017,30057,3057,Pennsylvania Department of Transportation(PENNDOT),Active,Full Reporter,Harrisburg,PA,2010,"Philadelphia, PA-NJ-DE-MD",5,"1,981","5,441,567",Existing 2017,CR,PT,Operating,23,23,23,12,9,9,9,9,9,9,9,12,10,12,12,12,24,20,20,20,20,20,20,40,40,40,40
2017,30058,3058,City of Fairfax CUE Bus(CUE),Active,Full Reporter,Fairfax,VA,2010,"Washington, DC-VA-MD",8,"1,322","4,586,770",Existing 2017,MB,DO,Operating,,,,,,,,8,8,8,12,12,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
2017,30061,3061,Mid Mon Valley Transit Authority(MMVTA),Active,Full Reporter,Charleroi,PA,2010,"Monessen-California, PA",417,45,"66,086",Existing 2017,DR,PT,Operating,,,,,,,,,,,,2,2,2,1,1,1,1,2,1,1,2,1,1,1,1,1
2017,30061,3061,Mid Mon Valley Transit Authority(MMVTA),Active,Full Reporter,Charleroi,PA,2010,"Monessen-California, PA",417,45,"66,086",Existing 2017,MB,PT,Operating,19,21,19,19,19,19,21,22,22,22,22,24,24,23,23,23,23,25,24,27,22,24,24,18,18,22,22
2017,30066,3066,Weirton Transit Corporation(WTC),Active,Reduced Reporter,Weirton,WV,2010,"Weirton-Steubenville, WV-OH-PA",389,51,"70,889",Existing 2017,DR,DO,Discontinued,,,,,,,,,,,,,,,,,,,,,3,0,,0,,,
2017,30066,3066,Weirton Transit Corporation(WTC),Active,Reduced Reporter,Weirton,WV,2010,"Weirton-Steubenville, WV-OH-PA",389,51,"70,889",Existing 2017,MB,DO,Operating,,,,,,,,,,,,,,,,,,,,,2,3,3,4,4,4,6
2007,30067,3067,Access Transportation Systems(ACCESS),Inactive,Full Reporter,Pittsburgh,PA,2000,"Pittsburgh, PA",22,852,"1,753,136",Pre 2017,DR,PT,Discontinued,360,410,418,413,424,420,403,420,425,430,430,430,430,430,420,415,390,,,,,,,,,,
2017,30068,3068,Fairfax Connector Bus System(Fairfax Connector),Active,Full Reporter,Fairfax,VA,2010,"Washington, DC-VA-MD",8,"1,322","4,586,770",Existing 2017,DR,PT,Discontinued,,,,,,14,,14,10,13,13,,,,,,,,,,0,0,,0,,,
2017,30068,3068,Fairfax Connector Bus System(Fairfax Connector),Active,Full Reporter,Fairfax,VA,2010,"Washington, DC-VA-MD",8,"1,322","4,586,770",Existing 2017,MB,DO,Discontinued,,,,,,,,,,,130,137,,,,,,,,,0,0,,0,,,
2017,30068,3068,Fairfax Connector Bus System(Fairfax Connector),Active,Full Reporter,Fairfax,VA,2010,"Washington, DC-VA-MD",8,"1,322","4,586,770",Existing 2017,MB,PT,Operating,,,51,52,101,98,,104,107,128,,,136,139,142,142,145,145,141,175,178,188,207,208,221,226,235
2017,30069,3069,City of Danville Mass Transit System(FRED),Active,Rural Reporter,Fredericksburg,VA,2010,,,,,Existing 2017,DR,DO,Operating,,,2,2,2,3,3,4,4,4,2,4,4,4,4,4,4,4,3,3,3,3,5,,1,1,1
2017,30069,3069,City of Danville Mass Transit System(FRED),Active,Rural Reporter,Fredericksburg,VA,2010,,,,,Existing 2017,MB,DO,Operating,,,8,8,8,8,8,8,8,8,7,7,7,7,7,7,6,6,6,6,6,6,6,,16,18,17
2017,30070,3070,Potomac and Rappahannock Transportation Commission(PRTC),Active,Full Reporter,Woodbridge,VA,2010,"Washington, DC-VA-MD",8,"1,322","4,586,770",Existing 2017,CB,PT,Operating,,,,,,,,,,,,,,,,,,,,,,,83,83,86,92,92
2017,30070,3070,Potomac and Rappahannock Transportation Commission(PRTC),Active,Full Reporter,Woodbridge,VA,2010,"Washington, DC-VA-MD",8,"1,322","4,586,770",Existing 2017,MB,PT,Operating,,,43,43,55,65,58,57,59,69,65,69,70,70,79,87,93,101,107,109,112,115,32,36,36,36,36
2017,30070,3070,Potomac and Rappahannock Transportation Commission(PRTC),Active,Full Reporter,Woodbridge,VA,2010,"Washington, DC-VA-MD",8,"1,322","4,586,770",Existing 2017,VP,PT,Operating,,,,,,,,,,,,,,,,,,,,,,,,267,351,404,481
2017,30071,3071,City of Alexandria (DASH),Active,Full Reporter,Alexandria,VA,2010,"Washington, DC-VA-MD",8,"1,322","4,586,770",Existing 2017,DR,PT,Discontinued,,,,,,,,,,,,,,,,,,,28,,0,0,,0,,,
2017,30071,3071,City of Alexandria (DASH),Active,Full Reporter,Alexandria,VA,2010,"Washington, DC-VA-MD",8,"1,322","4,586,770",Existing 2017,DT,PT,Operating,,,,,,,,,,,,,,,,,,,,28,28,33,33,33,33,33,33
2017,30071,3071,City of Alexandria (DASH),Active,Full Reporter,Alexandria,VA,2010,"Washington, DC-VA-MD",8,"1,322","4,586,770",Existing 2017,MB,DO,Operating,,,,,,,,31,32,30,32,35,37,43,47,47,45,48,49,49,49,57,57,60,64,66,72
2017,30071,3071,City of Alexandria (DASH),Active,Full Reporter,Alexandria,VA,2010,"Washington, DC-VA-MD",8,"1,322","4,586,770",Existing 2017,MB,PT,Discontinued,,,,,,,,,,,,,,,,,,4,3,3,3,4,,0,,,
2017,30072,3072,Transit Services of Frederick County,Active,Full Reporter,Frederick,MD,2010,"Frederick, MD",230,73,"141,576",Existing 2017,DR,DO,Operating,,,,,12,12,15,14,17,15,24,25,19,20,20,19,19,18,16,16,18,18,18,18,18,18,18
2017,30072,3072,Transit Services of Frederick County,Active,Full Reporter,Frederick,MD,2010,"Frederick, MD",230,73,"141,576",Existing 2017,MB,DO,Operating,,,,,3,3,4,7,7,7,11,13,13,19,20,20,20,18,18,18,18,18,16,16,16,18,18
2017,30073,3073,Virginia Railway Express(VRE),Active,Full Reporter,Alexandria,VA,2010,"Washington, DC-VA-MD",8,"1,322","4,586,770",Existing 2017,CR,PT,Operating,,,49,54,60,46,59,59,54,54,61,72,63,69,69,64,75,78,78,78,87,87,89,90,90,97,97
2017,30074,3074,Harford Transit(HT),Active,Reduced Reporter,Abingdon,MD,2010,"Aberdeen-Bel Air South-Bel Air North, MD",169,131,"213,751",Existing 2017,DR,DO,Operating,,,,,,6,11,9,9,9,11,13,17,22,18,16,11,11,14,14,13,14,13,14,12,12,13
2017,30074,3074,Harford Transit(HT),Active,Reduced Reporter,Abingdon,MD,2010,"Aberdeen-Bel Air South-Bel Air North, MD",169,131,"213,751",Existing 2017,MB,DO,Operating,,,,,7,7,7,5,5,5,5,9,10,10,10,11,13,13,22,17,14,13,14,15,14,14,12
2017,30075,3075,Delaware Transit Corporation(DTC),Active,Full Reporter,Dover,DE,2010,"Philadelphia, PA-NJ-DE-MD",5,"1,981","5,441,567",Existing 2017,CR,PT,Separate,,,,,,,,0,0,,,,,,,,,,,,0,0,0,0,,0,0
2017,30075,3075,Delaware Transit Corporation(DTC),Active,Full Reporter,Dover,DE,2010,"Philadelphia, PA-NJ-DE-MD",5,"1,981","5,441,567",Existing 2017,DR,DO,Operating,,,,,,,97,98,118,140,143,156,157,164,168,174,198,215,228,244,247,257,265,265,240,265,246
2017,30075,3075,Delaware Transit Corporation(DTC),Active,Full Reporter,Dover,DE,2010,"Philadelphia, PA-NJ-DE-MD",5,"1,981","5,441,567",Existing 2017,DR,PT,Operating,,,,,,,,2,6,93,88,8,14,13,19,14,14,14,14,6,6,6,6,10,9,12,10
2017,30075,3075,Delaware Transit Corporation(DTC),Active,Full Reporter,Dover,DE,2010,"Philadelphia, PA-NJ-DE-MD",5,"1,981","5,441,567",Existing 2017,MB,DO,Operating,,,,,,,133,126,126,138,150,146,145,147,161,158,160,160,168,171,171,172,170,170,173,173,157
2017,30075,3075,Delaware Transit Corporation(DTC),Active,Full Reporter,Dover,DE,2010,"Philadelphia, PA-NJ-DE-MD",5,"1,981","5,441,567",Existing 2017,MB,PT,Operating,,,,,,,18,17,15,22,20,18,20,19,14,15,15,15,15,19,19,17,17,18,23,31,38
2017,30076,3076,Williamsburg Area Transit Authority(WATA),Active,Full Reporter,Williamsburg,VA,2010,"Williamsburg, VA",371,56,"75,689",Existing 2017,DR,DO,Operating,,,,,,3,3,3,3,3,2,2,2,3,3,3,3,4,4,4,4,4,4,4,4,4,4
2017,30076,3076,Williamsburg Area Transit Authority(WATA),Active,Full Reporter,Williamsburg,VA,2010,"Williamsburg, VA",371,56,"75,689",Existing 2017,MB,DO,Operating,,,,,,3,3,3,3,3,3,3,8,9,10,11,12,20,20,23,23,23,23,23,20,20,20
2017,30076,3076,Williamsburg Area Transit Authority(WATA),Active,Full Reporter,Williamsburg,VA,2010,"Williamsburg, VA",371,56,"75,689",Existing 2017,MB,PT,Operating,,,,,,,,,,,,,,,,9,16,16,17,17,17,17,17,17,13,13,11
2017,30077,3077,Borough of Pottstown - Pottstown Area Rapid Transit(PART),Active,Full Reporter,Pottstown,PA,2010,"Pottstown, PA",287,79,"107,682",Existing 2017,DR,PT,Operating,,,,,,,,,,,,,,,,,,,,,6,1,1,1,1,1,1
2017,30077,3077,Borough of Pottstown - Pottstown Area Rapid Transit(PART),Active,Full Reporter,Pottstown,PA,2010,"Pottstown, PA",287,79,"107,682",Existing 2017,MB,PT,Operating,,,,,,,,,,,,,,,,,,,,,,7,6,5,5,5,5
2017,30078,3078,Southwestern Pennsylvania Commission(SPC),Active,Full Reporter,Pittsburgh,PA,2010,"Pittsburgh, PA",27,905,"1,733,853",Existing 2017,VP,PT,Operating,,,,,,,,,,27,23,23,23,45,43,37,36,41,46,44,46,53,59,61,60,57,57
2017,30079,3079,Fredericksburg Regional Transit(FRED),Active,Reduced Reporter,Fredericksburg,VA,2010,"Fredericksburg, VA",231,78,"141,238",Existing 2017,MB,DO,Operating,,,,,,,,,,,,,12,12,17,17,17,22,21,22,20,20,20,20,20,21,21
2017,30080,3080,Arlington Transit - Arlington County(ART),Active,Full Reporter,Arlington,VA,2010,"Washington, DC-VA-MD",8,"1,322","4,586,770",Existing 2017,DR,PT,Operating,,,,,,,,,,,,,,,,,,,22,9,9,9,9,13,13,14,14
2017,30080,3080,Arlington Transit - Arlington County(ART),Active,Full Reporter,Arlington,VA,2010,"Washington, DC-VA-MD",8,"1,322","4,586,770",Existing 2017,DT,PT,Operating,,,,,,,,,,,,,,,,,,,,13,14,14,14,14,14,25,25
2017,30080,3080,Arlington Transit - Arlington County(ART),Active,Full Reporter,Arlington,VA,2010,"Washington, DC-VA-MD",8,"1,322","4,586,770",Existing 2017,HR,PT,Discontinued,,,,,,,,,,,,,,,,,,,,,0,0,,0,,,
2017,30080,3080,Arlington Transit - Arlington County(ART),Active,Full Reporter,Arlington,VA,2010,"Washington, DC-VA-MD",8,"1,322","4,586,770",Existing 2017,MB,PT,Operating,,,,,,,,2,,,,,,17,,19,,,23,30,31,34,37,39,39,46,48
2017,30080,3080,Arlington Transit - Arlington County(ART),Active,Full Reporter,Arlington,VA,2010,"Washington, DC-VA-MD",8,"1,322","4,586,770",Existing 2017,SR,PT,Discontinued,,,,,,,,,,,,,,,,,,,,,,,,0,,,
2017,30081,3081,Loudoun County Commuter Bus Service - Office of Transportation Services(LC Transit),Active,Full Reporter,Leesburg,VA,2010,"Washington, DC-VA-MD",8,"1,322","4,586,770",Existing 2017,CB,PT,Operating,,,,,,,,,,,,,,,,,,,,,,,56,63,55,55,50
2017,30081,3081,Loudoun County Commuter Bus Service - Office of Transportation Services(LC Transit),Active,Full Reporter,Leesburg,VA,2010,"Washington, DC-VA-MD",8,"1,322","4,586,770",Existing 2017,MB,PT,Operating,,,,,,,,9,10,10,11,13,15,17,21,21,27,30,37,45,50,52,,21,28,37,46
2001,30082,3082,"Atlantic Paratrans, Inc.",Inactive,Full Reporter,Philadelphia,PA,1990,"Philadelphia, PA--NJ",4,"1,164","4,222,211",Pre 2017,DR,DO,Discontinued,,,,,,,,136,206,228,178,,,,,,,,,,,,,,,,
2017,30083,3083,Transportation District Commission of Hampton Roads(HRT),Active,Full Reporter,Hampton,VA,2010,"Virginia Beach, VA",34,515,"1,439,666",Existing 2017,DR,DO,Discontinued,,,,,,,,,,55,57,59,59,51,,,,,,,0,0,,0,,,
2017,30083,3083,Transportation District Commission of Hampton Roads(HRT),Active,Full Reporter,Hampton,VA,2010,"Virginia Beach, VA",34,515,"1,439,666",Existing 2017,DR,PT,Operating,,,,,,,,,,57,163,88,86,81,80,75,68,64,71,74,80,84,82,86,90,98,103
2017,30083,3083,Transportation District Commission of Hampton Roads(HRT),Active,Full Reporter,Hampton,VA,2010,"Virginia Beach, VA",34,515,"1,439,666",Existing 2017,DT,PT,Discontinued,,,,,,,,,,,,,,,,,,,,,,75,,0,,,
2017,30083,3083,Transportation District Commission of Hampton Roads(HRT),Active,Full Reporter,Hampton,VA,2010,"Virginia Beach, VA",34,515,"1,439,666",Existing 2017,FB,PT,Operating,,,,,,,,,,4,4,4,1,3,2,2,2,2,2,2,2,2,3,3,3,3,3
2017,30083,3083,Transportation District Commission of Hampton Roads(HRT),Active,Full Reporter,Hampton,VA,2010,"Virginia Beach, VA",34,515,"1,439,666",Existing 2017,LR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,7,7,6,6,6,6
2017,30083,3083,Transportation District Commission of Hampton Roads(HRT),Active,Full Reporter,Hampton,VA,2010,"Virginia Beach, VA",34,515,"1,439,666",Existing 2017,MB,DO,Operating,,,,,,,,,,268,280,280,280,287,276,282,279,291,290,227,221,240,234,233,236,236,227
2017,30083,3083,Transportation District Commission of Hampton Roads(HRT),Active,Full Reporter,Hampton,VA,2010,"Virginia Beach, VA",34,515,"1,439,666",Existing 2017,VP,DO,Discontinued,,,,,,,,,,35,37,41,40,32,32,38,43,46,52,55,52,52,54,47,33,,
2017,30083,3083,Transportation District Commission of Hampton Roads(HRT),Active,Full Reporter,Hampton,VA,2010,"Virginia Beach, VA",34,515,"1,439,666",Existing 2017,VP,PT,Operating,,,,,,,,,,,,,,,,,,,,,,,,,,26,36
2003,30084,3084,University of Pittsburgh,Inactive,Full Reporter,Pittsburgh,PA,2000,"Pittsburgh, PA",22,852,"1,753,136",Pre 2017,VP,DO,Discontinued,,,,,,,,,19,19,17,16,16,,,,,,,,,,,,,,
2017,30085,3085,Prince George's County Transit(TheBus),Active,Full Reporter,Largo,MD,2010,"Washington, DC-VA-MD",8,"1,322","4,586,770",Existing 2017,DR,DO,Operating,,,,,,,,,,,,,47,40,42,42,40,40,40,40,40,40,40,40,40,52,40
2017,30085,3085,Prince George's County Transit(TheBus),Active,Full Reporter,Largo,MD,2010,"Washington, DC-VA-MD",8,"1,322","4,586,770",Existing 2017,MB,PT,Operating,,,,,,,,,,,,,82,62,63,63,64,66,67,67,66,71,71,75,76,76,76
2017,30087,3087,Fayette Area Coordinated Transportation(FACT),Active,Full Reporter,Lemont Furnace,PA,2010,"Uniontown-Connellsville, PA",487,39,"51,370",Existing 2017,DR,DO,Operating,,,,,,,,,,,,,3,,4,4,6,9,8,10,12,10,12,17,20,20,19
2017,30087,3087,Fayette Area Coordinated Transportation(FACT),Active,Full Reporter,Lemont Furnace,PA,2010,"Uniontown-Connellsville, PA",487,39,"51,370",Existing 2017,DR,PT,Operating,,,,,,,,,,,,,20,,20,20,28,33,23,15,12,11,11,2,2,2,2
2017,30087,3087,Fayette Area Coordinated Transportation(FACT),Active,Full Reporter,Lemont Furnace,PA,2010,"Uniontown-Connellsville, PA",487,39,"51,370",Existing 2017,MB,DO,Operating,,,,,,,,,,,,,1,,,,2,2,2,3,4,7,7,7,6,7,7
2017,30087,3087,Fayette Area Coordinated Transportation(FACT),Active,Full Reporter,Lemont Furnace,PA,2010,"Uniontown-Connellsville, PA",487,39,"51,370",Existing 2017,MB,PT,Operating,,,,,,,,,,,,,5,,7,7,8,7,7,6,6,3,3,3,3,3,3
2017,30088,3088,"County Commissioners of Charles County, MD(PGM  VanGO)",Active,Full Reporter,La Plata,MD,2010,"Waldorf, MD",283,68,"109,919",Existing 2017,DR,PT,Operating,,,,,,,,,,,,,,12,12,10,13,13,8,9,10,10,10,11,11,11,11
2017,30088,3088,"County Commissioners of Charles County, MD(PGM  VanGO)",Active,Full Reporter,La Plata,MD,2010,"Waldorf, MD",283,68,"109,919",Existing 2017,MB,PT,Operating,,,,,,,,,,,,,,18,13,14,14,14,14,14,15,15,15,15,16,16,16
2017,30089,3089,Monongalia County Urban Mass Transit Authority(MLTA),Active,Reduced Reporter,Morgantown,WV,2010,"Morgantown, WV",393,37,"70,350",Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,3,3,3,3,3,4,3,3,3,3,3,1,1
2017,30089,3089,Monongalia County Urban Mass Transit Authority(MLTA),Active,Reduced Reporter,Morgantown,WV,2010,"Morgantown, WV",393,37,"70,350",Existing 2017,MB,DO,Operating,,,,,,,,,,,,,,,12,16,19,24,22,22,22,22,21,22,22,21,23
2017,30090,3090,Eastern Panhandle Transit Authority(EPTA),Active,Reduced Reporter,Martinsburg,WV,2010,"Hagerstown, MD-WV-PA",189,133,"182,696",Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,4,5
2017,30090,3090,Eastern Panhandle Transit Authority(EPTA),Active,Reduced Reporter,Martinsburg,WV,2010,"Hagerstown, MD-WV-PA",189,133,"182,696",Existing 2017,MB,DO,Operating,,,,,,,,,,,,,,,,,,,,,6,6,14,14,15,19,19
2017,30091,3091,Blacksburg Transit(BT),Active,Full Reporter,Blacksburg,VA,2010,"Blacksburg, VA",328,51,"88,542",Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,3,3,4,4,4,6,8,8,9,9,8,8,8
2017,30091,3091,Blacksburg Transit(BT),Active,Full Reporter,Blacksburg,VA,2010,"Blacksburg, VA",328,51,"88,542",Existing 2017,MB,DO,Operating,,,,,,,,,,,,,,,25,25,24,24,30,31,33,34,34,33,35,34,32
2017,30092,3092,Carroll County Department of Public Works(CTS),Active,Reduced Reporter,Westminster,MD,2010,"Westminster-Eldersburg, MD",383,58,"72,714",Existing 2017,DR,PT,Operating,,,,,,,,,,,,,,,28,30,30,28,24,24,25,20,26,25,25,26,26
2017,30092,3092,Carroll County Department of Public Works(CTS),Active,Reduced Reporter,Westminster,MD,2010,"Westminster-Eldersburg, MD",383,58,"72,714",Existing 2017,MB,PT,Operating,,,,,,,,,,,,,,,3,3,3,3,4,4,4,4,4,4,4,4,4
2017,30093,3093,City of Hazleton -- Hazleton Public Transit(HPT),Active,Reduced Reporter,Hazleton,PA,2010,"Hazleton, PA",460,31,"56,827",Existing 2017,DR,PT,Operating,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,4,3
2017,30093,3093,City of Hazleton -- Hazleton Public Transit(HPT),Active,Reduced Reporter,Hazleton,PA,2010,"Hazleton, PA",460,31,"56,827",Existing 2017,MB,PT,Operating,,,,,,,,,,,,,,,,,,,,,,8,8,8,8,8,8
