NTD ID,AgencyID,Agency Name,Reporter Type,Reporting Module,Mode,TOS,Bio-Diesel,Bunker Fuel,C Natural Gas,Cooking Oil,Diesel Fuel,Electric Battery,Electric Propulsion,Ethanol,Gasoline,Hydrogen,Kerosene,Liquified Nat Gas,Liquified Petroleum Gas,Other Fuel,Other Fuel Description
20122,2122,"Academy Lines, Inc.",Full Reporter,Urban,CB,DO,0,,,,"1,894,480",,,,,,,,,,
20126,2126,"Hudson Transit Lines, Inc.",Full Reporter,Urban,CB,DO,0,,,,"2,233,898",,,,,,,,,,
20128,2128,Suburban Transit Corporation,Full Reporter,Urban,CB,DO,0,,,,"1,045,198",,,,,,,,,,
20135,2135,Monsey New Square Trails Corporation,Full Reporter,Urban,CB,DO,0,,,,"349,825",,,,,,,,,,
20137,2137,Monroe Bus Corporation,Full Reporter,Urban,CB,DO,0,,,,"145,319",,,,,,,,,,
20145,2145,Tompkins Consolidated Area Transit,Full Reporter,Urban,DR,PT,,,,,,,,,"64,329",,,,,,
20145,2145,Tompkins Consolidated Area Transit,Full Reporter,Urban,MB,DO,0,,,,"407,055",,,,"6,733",,,,,,
20149,2149,"Rockland Coaches, Inc.",Full Reporter,Urban,CB,DO,0,,,,"916,243",,,,,,,,,,
20161,2161,DeCamp Bus Lines,Full Reporter,Urban,CB,DO,0,,,,"595,348",,,,,,,,,,
20163,2163,"Lakeland Bus Lines, Inc.",Full Reporter,Urban,CB,DO,0,,,,"796,255",,,,,,,,,,
20166,2166,"Orange-Newark-Elizabeth, Inc.",Full Reporter,Urban,MB,DO,0,,,,"484,299",,,,,,,,,,
20169,2169,"Trans-Bridge Lines, Inc. ",Full Reporter,Urban,CB,DO,0,,,,"701,758",,,,,,,,,,
20175,2175,Private Transportation Corporation,Full Reporter,Urban,MB,PT,0,,,,"76,805",,,,,,,,,,
20177,2177,"Adirondack Transit Lines, Inc,",Full Reporter,Urban,CB,DO,0,,,,"442,032",,,,,,,,,,
20178,2178,Ulster County Area Transit,Full Reporter,Urban,DR,DO,"5,560",,,,"6,748",,,,"22,573",,,,,,
20178,2178,Ulster County Area Transit,Full Reporter,Urban,MB,DO,"69,790",,,,"96,715",,,,"8,497",,,,,,
20188,2188,MTA Bus Company,Full Reporter,Urban,MB,DO,0,,"2,513,377",,"10,095,416",,,,,,,,,,
20189,2189,"BillyBey Ferry Company, LLC",Full Reporter,Urban,FB,DO,0,,,,"579,029",,,,,,,,,,
20190,2190,Port Imperial Ferry Corporation dba NY Waterway,Full Reporter,Urban,FB,DO,0,,,,"2,417,382",,,,,,,,,,
20190,2190,Port Imperial Ferry Corporation dba NY Waterway,Full Reporter,Urban,MB,DO,0,,,,"232,371",,,,,,,,,,
20192,2192,Bergen County Community Transportation,Full Reporter,Urban,DR,DO,0,,,,"1,663",,,,"159,755",,,,,,
20192,2192,Bergen County Community Transportation,Full Reporter,Urban,MB,DO,0,,,,198,,,,"7,180",,,,,,
20193,2193,Cumberland Area Transit System,Full Reporter,Urban,DR,DO,0,,,,"10,157",,,,"61,508",,,,,,
20196,2196,Middlesex County Area Transit,Full Reporter,Urban,DR,DO,0,,,,"10,649",,,,"52,052",,,,,,
20196,2196,Middlesex County Area Transit,Full Reporter,Urban,MB,DO,0,,,,"20,092",,,,"49,190",,,,,,
20199,2199,County of Atlantic,Full Reporter,Urban,DR,DO,0,,,,"6,103",,,,"91,907",,,,,,
20204,2204,"Senior Citizens United Community Services of Camden County, Inc.",Full Reporter,Urban,DR,DO,0,,,,"48,612",,,,"86,749",,,,,,
20206,2206,Nassau Inter County Express,Full Reporter,Urban,DR,PT,0,,,,"192,672",,,,"54,484",,,,,,
20206,2206,Nassau Inter County Express,Full Reporter,Urban,MB,PT,0,,"4,271,331",,"13,700",,,,,,,,,,
20209,2209,Somerset County Transportation,Full Reporter,Urban,DR,DO,0,,,,"3,285",,,,"175,337",,,,,,
20209,2209,Somerset County Transportation,Full Reporter,Urban,MB,DO,0,,,,"34,428",,,,"13,840",,,,,,
20217,2217,"Hampton Jitney, Inc.",Full Reporter,Urban,CB,DO,0,,,,"622,400",,,,,,,,,,
22930,,New York City Economic Development Corporation,Full Reporter,Urban,FB,PT,0,,,,"873,697",,,,,,,,,,
30001,3001,Kanawha Valley Regional Transportation Authority,Full Reporter,Urban,DR,DO,,,,,,,,,"32,307",,,,,,
30001,3001,Kanawha Valley Regional Transportation Authority,Full Reporter,Urban,MB,DO,0,,,,"409,890",,,,"47,382",,,,,,
30002,3002,The Tri-State Transit Authority,Full Reporter,Urban,DR,DO,,,,,,,,,"54,656",,,,,,
30002,3002,The Tri-State Transit Authority,Full Reporter,Urban,MB,DO,0,,,,"224,927",,,,,,,,,,
30006,3006,Greater Richmond Transit Company,Full Reporter,Urban,DR,PT,0,,"339,165",,"106,375",,,,"26,419",,,,,,
30006,3006,Greater Richmond Transit Company,Full Reporter,Urban,MB,DO,0,,"696,485",,"762,364",,,,,,,,,,
30006,3006,Greater Richmond Transit Company,Full Reporter,Urban,VP,PT,,,,,,,,,"261,888",,,,,,
30007,3007,Greater Roanoke Transit Company,Full Reporter,Urban,CB,DO,0,,,,"20,294",,,,,,,,,,
30007,3007,Greater Roanoke Transit Company,Full Reporter,Urban,DR,PT,,,,,,,,,"48,124",,,,,,
30007,3007,Greater Roanoke Transit Company,Full Reporter,Urban,MB,DO,0,,,,"407,094",,,,"12,873",,,,,,
30008,3008,Greater Lynchburg Transit Company,Full Reporter,Urban,DR,DO,,,,,,,,,"38,284",,,,,,
30008,3008,Greater Lynchburg Transit Company,Full Reporter,Urban,MB,DO,0,,,,"244,704",,,,349,,,,,,
30010,3010,Lehigh and Northampton Transportation Authority,Full Reporter,Urban,DR,PT,0,,,,"363,730",,,,,,,,,,
30010,3010,Lehigh and Northampton Transportation Authority,Full Reporter,Urban,MB,DO,0,,,,"799,676",,,,,,,,,,
30011,3011,Altoona Metro Transit,Full Reporter,Urban,DR,DO,0,,,,533,,,,,,,,,,
30011,3011,Altoona Metro Transit,Full Reporter,Urban,DR,PT,,,,,,,,,"9,382",,,,,,
30011,3011,Altoona Metro Transit,Full Reporter,Urban,MB,DO,0,,,,"136,543",,,,,,,,,,
30012,3012,Cambria County Transit Authority,Full Reporter,Urban,DR,DO,0,,,,927,,,,"61,711",,,,,,
30012,3012,Cambria County Transit Authority,Full Reporter,Urban,IP,DO,,,,,,,"99,800",,,,,,,,
30012,3012,Cambria County Transit Authority,Full Reporter,Urban,MB,DO,0,,,,"194,941",,,,"46,169",,,,,,
30013,3013,Erie Metropolitan Transit Authority,Full Reporter,Urban,DR,DO,0,,,,"7,082",,,,"193,706",,,,,,
30013,3013,Erie Metropolitan Transit Authority,Full Reporter,Urban,MB,DO,0,,"134,961",,"383,348",,,,"47,707",,,,,,
30014,3014,Cumberland Dauphin-Harrisburg Transit Authority,Full Reporter,Urban,DR,DO,,,,,,,,,"167,165",,,,,,
30014,3014,Cumberland Dauphin-Harrisburg Transit Authority,Full Reporter,Urban,DR,PT,,,,,,,,,"109,879",,,,,,
30014,3014,Cumberland Dauphin-Harrisburg Transit Authority,Full Reporter,Urban,MB,DO,0,,,,"500,159",,,,,,,,,,
30014,3014,Cumberland Dauphin-Harrisburg Transit Authority,Full Reporter,Urban,MB,PT,0,,,,"8,368",,,,,,,,,,
30015,3015,Luzerne County Transportation Authority,Full Reporter,Urban,DR,DO,,,,,,,,,"139,408",,,,,,
30015,3015,Luzerne County Transportation Authority,Full Reporter,Urban,MB,DO,0,,,,"217,699",,,,,,,,,,
30019,3019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Urban,CR,DO,,,,,,,"210,956,805",,,,,,,,
30019,3019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Urban,DR,PT,,,,,,,,,"2,207,864",,,,,,
30019,3019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Urban,HR,DO,,,,,,,"138,343,342",,,,,,,,
30019,3019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Urban,MB,DO,0,,,,"13,399,518",,,,,,,,,,
30019,3019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Urban,MB,PT,0,,,,"32,111",,,,,,,,,,
30019,3019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Urban,SR,DO,,,,,,,"27,764,769",,,,,,,,
30019,3019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Urban,TB,DO,,,,,,,"6,645,107",,,,,,,,
30022,3022,Port Authority of Allegheny County,Full Reporter,Urban,DR,PT,0,,,,"2,131",,,,"1,352,831",,,,,,
30022,3022,Port Authority of Allegheny County,Full Reporter,Urban,IP,DO,,,,,,,"226,812",,,,,,,,
30022,3022,Port Authority of Allegheny County,Full Reporter,Urban,LR,DO,,,,,,,"31,702,149",,,,,,,,
30022,3022,Port Authority of Allegheny County,Full Reporter,Urban,MB,DO,0,,,,"6,677,893",,,,,,,,,,
30023,3023,Beaver County Transit Authority,Full Reporter,Urban,DR,DO,0,,,,"6,931",,,,"71,337",,,,,,
30023,3023,Beaver County Transit Authority,Full Reporter,Urban,MB,DO,0,,,,"252,648",,,,"6,611",,,,,,
30025,3025,County of Lackawanna Transit System,Full Reporter,Urban,DR,DO,0,,,,"2,802",,,,"110,228",,,,,,
30025,3025,County of Lackawanna Transit System,Full Reporter,Urban,DR,PT,,,,,,,,,"1,629",,,,,,
30025,3025,County of Lackawanna Transit System,Full Reporter,Urban,MB,DO,0,,,,"232,348",,,,,,,,,,
30025,3025,County of Lackawanna Transit System,Full Reporter,Urban,MB,PT,,,,,,,,,"22,259",,,,,,
30026,3026,Williamsport Bureau of Transportation,Full Reporter,Urban,DR,DO,,,,,,,,,151,,,,,,
30026,3026,Williamsport Bureau of Transportation,Full Reporter,Urban,DR,PT,,,,,,,,,235,,,,,,
30026,3026,Williamsport Bureau of Transportation,Full Reporter,Urban,MB,DO,0,,"66,447",,"148,859",,,,"4,164",,,,,,
30027,3027,Central Pennsylvania Transportation Authority,Full Reporter,Urban,CB,DO,0,,"7,007",,"79,371",,,,,,,,,,
30027,3027,Central Pennsylvania Transportation Authority,Full Reporter,Urban,DR,DO,0,,,,"25,913",,,,"554,841",,,,,,
30027,3027,Central Pennsylvania Transportation Authority,Full Reporter,Urban,DR,PT,,,,,,,,,"20,253",,,,,,
30027,3027,Central Pennsylvania Transportation Authority,Full Reporter,Urban,MB,DO,0,,0,,"206,457",,,,"85,533",,,,,,
30030,3030,Washington Metropolitan Area Transit Authority,Full Reporter,Urban,DR,PT,,,,,,,,,"3,165,468",,,,,,
30030,3030,Washington Metropolitan Area Transit Authority,Full Reporter,Urban,HR,DO,,,,,,,"546,361,780",,,,,,,,
30030,3030,Washington Metropolitan Area Transit Authority,Full Reporter,Urban,MB,DO,0,,"4,094,838",,"8,841,895",,,,,,,,,,
30034,3034,Maryland Transit Administration,Full Reporter,Urban,CB,PT,0,,,,"1,226,581",,,,,,,,,,
30034,3034,Maryland Transit Administration,Full Reporter,Urban,CR,PT,0,,,,"5,387,980",,"25,986,778",,,,,,,,
30034,3034,Maryland Transit Administration,Full Reporter,Urban,DR,DO,,,,,,,,,"7,761",,,,,,
30034,3034,Maryland Transit Administration,Full Reporter,Urban,DR,PT,,,,,,,,,"2,581,440",,,,,,
30034,3034,Maryland Transit Administration,Full Reporter,Urban,HR,DO,,,,,,,"48,327,882",,,,,,,,
30034,3034,Maryland Transit Administration,Full Reporter,Urban,LR,DO,,,,,,,"28,784,808",,,,,,,,
30034,3034,Maryland Transit Administration,Full Reporter,Urban,MB,DO,0,,,,"5,698,002",,,,,,,,,,
30035,3035,Ohio Valley Regional Transportation Authority,Full Reporter,Urban,DR,DO,,,,,,,,,"6,849",,,,,,
30035,3035,Ohio Valley Regional Transportation Authority,Full Reporter,Urban,MB,DO,0,,,,"139,754",,,,,,,,,,
30044,3044,Westmoreland County Transit Authority,Full Reporter,Urban,MB,PT,0,,,,"262,338",,,,,,,,,,
30045,3045,"JAUNT, Inc.",Full Reporter,Urban,DR,DO,,,,,,,,,"281,254",,,,,,
30048,3048,Howard Transit,Full Reporter,Urban,DR,PT,0,,,,"10,287",,,,"109,581",,,,,,
30048,3048,Howard Transit,Full Reporter,Urban,MB,PT,0,,,,"364,250",,,,"33,634",,,,,,
30051,3051,Ride-On Montgomery County Transit,Full Reporter,Urban,MB,DO,0,,"1,498,885",,"2,335,481",,,,,,,,,,
30054,3054,Centre Area Transportation Authority,Full Reporter,Urban,DR,PT,,,,,,,,,"24,528",,,,,,
30054,3054,Centre Area Transportation Authority,Full Reporter,Urban,MB,DO,,,"647,763",,,,,,,,,,,,
30054,3054,Centre Area Transportation Authority,Full Reporter,Urban,VP,DO,0,,,,"5,530",,,,"57,071",,,,,,
30057,3057,Pennsylvania Department of Transportation,Full Reporter,Urban,CR,PT,0,,,,"1,367",,"28,116,453",,,,,,,,
30058,3058,City of Fairfax CUE Bus,Full Reporter,Urban,MB,DO,0,,,,"78,321",,,,,,,,,,
30061,3061,Mid Mon Valley Transit Authority,Full Reporter,Urban,DR,PT,,,,,,,,,863,,,,,,
30061,3061,Mid Mon Valley Transit Authority,Full Reporter,Urban,MB,PT,0,,"65,160",,"82,778",,,,,,,,,,
30068,3068,Fairfax Connector Bus System,Full Reporter,Urban,MB,PT,0,,,,"2,514,366",,,,,,,,,,
30070,3070,Potomac and Rappahannock Transportation Commission,Full Reporter,Urban,CB,PT,0,,,,"777,980",,,,,,,,,,
30070,3070,Potomac and Rappahannock Transportation Commission,Full Reporter,Urban,MB,PT,0,,,,"337,265",,,,,,,,,,
30070,3070,Potomac and Rappahannock Transportation Commission,Full Reporter,Urban,VP,PT,,,,,,,,,"634,063",,,,,,
30071,3071,City of Alexandria ,Full Reporter,Urban,MB,DO,0,,,,"495,014",,,,,,,,,,
30072,3072,Transit Services of Frederick County,Full Reporter,Urban,DR,DO,0,,,,"31,669",,,,"45,643",,,,,,
30072,3072,Transit Services of Frederick County,Full Reporter,Urban,MB,DO,0,,,,"141,257","184,550",,,"5,092",,,,,,
30073,3073,Virginia Railway Express,Full Reporter,Urban,CR,PT,0,,,,"1,710,372",,,,,,,,,,
30075,3075,Delaware Transit Corporation,Full Reporter,Urban,DR,DO,,,,,,,,,"1,081,595",,,,"489,401",,
30075,3075,Delaware Transit Corporation,Full Reporter,Urban,DR,PT,,,,,,,,,"42,964",,,,,,
30075,3075,Delaware Transit Corporation,Full Reporter,Urban,MB,DO,0,,,,"1,740,416",,,,,,,,,,
30075,3075,Delaware Transit Corporation,Full Reporter,Urban,MB,PT,0,,,,"217,993",,,,"44,005",,,,,,
30076,3076,Williamsburg Area Transit Authority,Full Reporter,Urban,DR,DO,0,,,,"3,392",,,,"11,770",,,,,,
30076,3076,Williamsburg Area Transit Authority,Full Reporter,Urban,MB,DO,0,,,,"200,825",,,,,,,,,,
30076,3076,Williamsburg Area Transit Authority,Full Reporter,Urban,MB,PT,0,,"98,025",,"3,764",,,,,,,,,,
30077,3077,Borough of Pottstown - Pottstown Area Rapid Transit,Full Reporter,Urban,DR,PT,0,,,,"6,140",,,,,,,,,,
30077,3077,Borough of Pottstown - Pottstown Area Rapid Transit,Full Reporter,Urban,MB,PT,0,,,,"70,611",,,,,,,,,,
30078,3078,Southwestern Pennsylvania Commission,Full Reporter,Urban,VP,PT,,,,,,,,,"70,646",,,,,,
30080,3080,Arlington Transit - Arlington County,Full Reporter,Urban,DR,PT,,,,,,,,,"40,847",,,,,,
30080,3080,Arlington Transit - Arlington County,Full Reporter,Urban,MB,PT,,,"650,612",,,,,,,,,,,,
30081,3081,Loudoun County Commuter Bus Service - Office of Transportation Services,Full Reporter,Urban,CB,PT,0,,,,"544,577",,,,,,,,,,
30081,3081,Loudoun County Commuter Bus Service - Office of Transportation Services,Full Reporter,Urban,MB,PT,0,,,,"187,939",,,,"133,667",,,,,,
30083,3083,Transportation District Commission of Hampton Roads,Full Reporter,Urban,DR,PT,,,,,,,,,"582,744",,,,,,
30083,3083,Transportation District Commission of Hampton Roads,Full Reporter,Urban,FB,PT,0,,,,"33,396",,,,,,,,,,
30083,3083,Transportation District Commission of Hampton Roads,Full Reporter,Urban,LR,DO,,,,,,,"3,520,125",,,,,,,,
30083,3083,Transportation District Commission of Hampton Roads,Full Reporter,Urban,MB,DO,0,,,,"2,415,242",,,,,,,,,,
30083,3083,Transportation District Commission of Hampton Roads,Full Reporter,Urban,VP,PT,,,,,,,,,"30,449",,,,,,
30085,3085,Prince George's County Transit,Full Reporter,Urban,DR,DO,0,,,,"59,178",,,,,,,,,,
30085,3085,Prince George's County Transit,Full Reporter,Urban,MB,PT,0,,,,"923,548",,,,,,,,,,
30087,3087,Fayette Area Coordinated Transportation,Full Reporter,Urban,DR,DO,0,,,,901,,,,"131,482",,,,,,
30087,3087,Fayette Area Coordinated Transportation,Full Reporter,Urban,DR,PT,,,,,,,,,"5,340",,,,,,
30087,3087,Fayette Area Coordinated Transportation,Full Reporter,Urban,MB,DO,0,,,,"44,059",,,,"10,829",,,,,,
30087,3087,Fayette Area Coordinated Transportation,Full Reporter,Urban,MB,PT,0,,,,"36,090",,,,,,,,,,
30088,3088,"County Commissioners of Charles County, MD",Full Reporter,Urban,DR,PT,,,,,,,,,"39,234",,,,,,
30088,3088,"County Commissioners of Charles County, MD",Full Reporter,Urban,MB,PT,0,,,,"122,265",,,,"65,834",,,,,,
30091,3091,Blacksburg Transit,Full Reporter,Urban,DR,DO,0,,,,"19,577",,,,"5,391",,,,,,
30091,3091,Blacksburg Transit,Full Reporter,Urban,MB,DO,0,,,,"271,675",,,,,,,,,,
30094,3094,City of Harrisonburg Department of Public Transportation,Full Reporter,Urban,DR,DO,,,,,,,,,"23,821",,,,,,
30094,3094,City of Harrisonburg Department of Public Transportation,Full Reporter,Urban,MB,DO,0,,,,"175,643",,,,"1,220",,,,,,
30095,3095,County of Lebanon Transit Authority,Full Reporter,Urban,CB,DO,0,,,,"26,306",,,,,,,,,,
30095,3095,County of Lebanon Transit Authority,Full Reporter,Urban,DR,DO,,,,,,,,,"34,986",,,,,,
30095,3095,County of Lebanon Transit Authority,Full Reporter,Urban,MB,DO,"72,361",,,,0,,,,,,,,,,
30096,3096,The Tri-County Council for the Lower Eastern Shore of Maryland,Full Reporter,Urban,DR,DO,0,,,,"1,126",,,,"64,663",,,,"43,073",,
30096,3096,The Tri-County Council for the Lower Eastern Shore of Maryland,Full Reporter,Urban,MB,DO,0,,,,"108,255",,,,"24,663",,,,"13,774",,
30107,3107,West Virginia University - Morgantown Personal Rapid Transit,Full Reporter,Urban,MG,DO,,,,,,,"3,304,536",,,,,,,,
30111,3111,Washington County Transportation Authority,Full Reporter,Urban,DR,PT,0,,,,189,,,,"198,947",,,,,,
30111,3111,Washington County Transportation Authority,Full Reporter,Urban,MB,PT,0,,,,"60,626",,,,402,,,,,,
30112,3112,DDOT - Progressive Transportation Services Administration,Full Reporter,Urban,MB,PT,0,,,,"415,513",,,,,,,,,,
30112,3112,DDOT - Progressive Transportation Services Administration,Full Reporter,Urban,SR,PT,,,,,,,"5,385,900",,,,,,,,
30129,3R03-018,Anne Arundel County,Full Reporter,Urban,DR,DO,,,,,,,,,"119,155",,,,,,
30129,3R03-018,Anne Arundel County,Full Reporter,Urban,MB,PT,0,,,,"68,886",,,,,,,,,,
30137,3R04-012,Monroe County Transportation  Authority,Full Reporter,Urban,DR,DO,0,,,,0,,,,"147,673",,,,,,
30137,3R04-012,Monroe County Transportation  Authority,Full Reporter,Urban,MB,DO,0,,,,"106,687",,,,,,,,,,
30201,,Baltimore City Department of Transportation,Full Reporter,Urban,FB,PT,0,,,,"10,078",,,,,,,,,,
30201,,Baltimore City Department of Transportation,Full Reporter,Urban,MB,PT,0,,,,"123,141",,,,,,,,,,
30202,,South Central Transit Authority,Full Reporter,Urban,DR,DO,,,,,,,,,"156,461",,,,,,
30202,,South Central Transit Authority,Full Reporter,Urban,DR,PT,,,,,,,,,"394,661",,,,,,
30202,,South Central Transit Authority,Full Reporter,Urban,MB,DO,"700,475",,,,0,,,,,,,,,,
40001,4001,Chattanooga Area Regional Transportation Authority,Full Reporter,Urban,DR,DO,0,,,,"11,387",,,,"68,344",,,,,,
40001,4001,Chattanooga Area Regional Transportation Authority,Full Reporter,Urban,DR,PT,,,,,,,,,"1,968",,,,,,
40001,4001,Chattanooga Area Regional Transportation Authority,Full Reporter,Urban,IP,DO,,,,,,,"95,840",,,,,,,,
40001,4001,Chattanooga Area Regional Transportation Authority,Full Reporter,Urban,MB,DO,0,,,,"489,332","311,869",,,"25,297",,,,,,
40002,4002,Knoxville Area Transit,Full Reporter,Urban,DR,DO,,,,,,,,,"86,421",,,,,,
40002,4002,Knoxville Area Transit,Full Reporter,Urban,MB,DO,0,,,,"600,936",,,,"94,729",,,,,,
40003,4003,Memphis Area Transit Authority,Full Reporter,Urban,DR,DO,0,,,,"222,017",,,,"177,856",,,,,,
40003,4003,Memphis Area Transit Authority,Full Reporter,Urban,MB,DO,0,,,,"1,257,696",,,,"58,866",,,,,,
40003,4003,Memphis Area Transit Authority,Full Reporter,Urban,SR,DO,,,,,,,0,,,,,,,,
40004,4004,Metropolitan Transit Authority,Full Reporter,Urban,CB,DO,0,,,,"152,825",,,,,,,,,,
40004,4004,Metropolitan Transit Authority,Full Reporter,Urban,DR,DO,,,,,,,,,"497,139",,,,,,
40004,4004,Metropolitan Transit Authority,Full Reporter,Urban,MB,DO,0,,,,"1,657,899","259,272",,,"40,887",,,,,,
40005,4005,ART (Asheville Redefines Transit),Full Reporter,Urban,MB,DO,0,,,,"227,400",,,,,,,,,,
40006,4006,Cape Fear Public Transportation Authority,Full Reporter,Urban,DR,DO,,,,,,,,,"59,487",,,,,,
40006,4006,Cape Fear Public Transportation Authority,Full Reporter,Urban,MB,PT,0,,"91,735",,"189,748",,,,,,,,,,
40006,4006,Cape Fear Public Transportation Authority,Full Reporter,Urban,VP,DO,,,,,,,,,"2,619",,,,,,
40007,4007,Capital Area Transit,Full Reporter,Urban,MB,DO,"1,007,272",,,,0,,,,"7,970",,,,,,
40008,4008,Charlotte Area Transit System,Full Reporter,Urban,CB,DO,0,,,,"444,631",,,,,,,,,,
40008,4008,Charlotte Area Transit System,Full Reporter,Urban,DR,DO,0,,,,"303,567",,,,,,,,,,
40008,4008,Charlotte Area Transit System,Full Reporter,Urban,LR,DO,,,,,,,"9,266,409",,,,,,,,
40008,4008,Charlotte Area Transit System,Full Reporter,Urban,MB,DO,0,,,,"2,844,063",,,,,,,,,,
40008,4008,Charlotte Area Transit System,Full Reporter,Urban,SR,DO,,,,,,,"308,294",,,,,,,,
40008,4008,Charlotte Area Transit System,Full Reporter,Urban,VP,DO,,,,,,,,,"63,464",,,,,,
40009,4009,Fayetteville Area System of Transit,Full Reporter,Urban,DR,DO,0,,,,"4,685",,,,"57,219",,,,"24,131",,
40009,4009,Fayetteville Area System of Transit,Full Reporter,Urban,MB,DO,0,,,,"263,057",,,,"13,179",,,,"2,004",,
40009,4009,Fayetteville Area System of Transit,Full Reporter,Urban,MB,PT,,,,,,,,,"2,771",,,,,,
40012,4012,Winston-Salem Transit Authority - Trans-Aid of Forsyth County,Full Reporter,Urban,DR,DO,0,,,,"11,061",,,,"191,463",,,,,,
40012,4012,Winston-Salem Transit Authority - Trans-Aid of Forsyth County,Full Reporter,Urban,MB,DO,0,,,,"364,019",,,,,,,,,,
40014,4014,Ms Coast Transportation Authority,Full Reporter,Urban,DR,DO,0,,,,"38,437",,,,"13,597",,,,"1,053",,
40014,4014,Ms Coast Transportation Authority,Full Reporter,Urban,MB,DO,0,,,,"132,993",,,,,,,,,,
40014,4014,Ms Coast Transportation Authority,Full Reporter,Urban,VP,PT,,,,,,,,,"40,589",,,,,,
40015,4015,"City of Jackson, Department of Planning and Development, Transit Services Division ",Full Reporter,Urban,DR,PT,0,,,,"62,700",,,,,,,,,,
40015,4015,"City of Jackson, Department of Planning and Development, Transit Services Division ",Full Reporter,Urban,MB,PT,0,,,,"277,981",,,,,,,,,,
40017,4017,Lexington Transit Authority,Full Reporter,Urban,DR,PT,0,,,,"2,268",,,,"246,097",,,,,,
40017,4017,Lexington Transit Authority,Full Reporter,Urban,MB,DO,0,,"52,423",,"460,878","131,600",,,"43,243",,,,,,
40017,4017,Lexington Transit Authority,Full Reporter,Urban,VP,PT,,,,,,,,,"11,074",,,,,,
40018,4018,Transit Authority of River City,Full Reporter,Urban,DR,DO,0,,,,"3,310",,,,,,,,,,
40018,4018,Transit Authority of River City,Full Reporter,Urban,DR,PT,0,,,,"57,273",,,,"404,007",,,,,,
40018,4018,Transit Authority of River City,Full Reporter,Urban,MB,DO,0,,,,"1,651,557","575,370",,,,,,,,,
40018,4018,Transit Authority of River City,Full Reporter,Urban,MB,PT,0,,,,"4,311",,,,,,,,,,
40019,4019,Transit Authority of Northern Kentucky,Full Reporter,Urban,DR,DO,0,,,,"114,702",,,,,,,,,,
40019,4019,Transit Authority of Northern Kentucky,Full Reporter,Urban,MB,DO,0,,,,"856,095",,,,,,,,,,
40021,4021,Albany Transit System,Full Reporter,Urban,DR,DO,0,,"21,522",,"8,272",,,,"2,317",,,,,,
40021,4021,Albany Transit System,Full Reporter,Urban,MB,DO,0,,"65,108",,"75,716",,,,17,,,,,,
40022,4022,Metropolitan Atlanta Rapid Transit Authority,Full Reporter,Urban,DR,PT,0,,,,"462,611",,,,"793,697",,,,,,
40022,4022,Metropolitan Atlanta Rapid Transit Authority,Full Reporter,Urban,HR,DO,,,,,,,"91,570,703",,,,,,,,
40022,4022,Metropolitan Atlanta Rapid Transit Authority,Full Reporter,Urban,MB,DO,0,,"6,031,923",,"2,029,247",,,,,,,,,,
40023,4023,Augusta Richmond County Transit Department,Full Reporter,Urban,DR,PT,0,,,,"23,545",,,,,,,,,,
40023,4023,Augusta Richmond County Transit Department,Full Reporter,Urban,MB,PT,0,,,,"143,868",,,,,,,,,,
40025,4025,Chatham Area Transit Authority,Full Reporter,Urban,DR,DO,0,,,,"60,717",,,,"30,772",,,,,,
40025,4025,Chatham Area Transit Authority,Full Reporter,Urban,DR,PT,,,,,,,,,"31,658",,,,,,
40025,4025,Chatham Area Transit Authority,Full Reporter,Urban,FB,DO,0,,,,"39,265",,,,,,,,,,
40025,4025,Chatham Area Transit Authority,Full Reporter,Urban,MB,DO,"535,004",,,,0,,,,,,,,,,
40026,4026,Manatee County Area Transit,Full Reporter,Urban,DR,DO,0,,,,"85,741",,,,"1,585",,,,,,
40026,4026,Manatee County Area Transit,Full Reporter,Urban,MB,DO,0,,,,"309,545",,,,,,,,,,
40027,4027,Pinellas Suncoast Transit Authority,Full Reporter,Urban,CB,DO,0,,,,"63,287",,,,,,,,,,
40027,4027,Pinellas Suncoast Transit Authority,Full Reporter,Urban,DR,PT,,,,,,,,,"245,653",,,,,,
40027,4027,Pinellas Suncoast Transit Authority,Full Reporter,Urban,MB,DO,0,,,,"2,333,956",,,,,,,,,,
40028,4028,Lee County Transit,Full Reporter,Urban,DR,DO,0,,,,"212,273",,,,"4,870",,,,"37,804",,
40028,4028,Lee County Transit,Full Reporter,Urban,MB,DO,0,,,,"612,703",,,,,,,,,,
40028,4028,Lee County Transit,Full Reporter,Urban,VP,PT,,,,,,,,,"17,732",,,,,,
40029,4029,Broward County Transit Division,Full Reporter,Urban,DR,PT,,,,,,,,,"294,971",,,,"1,459,780",,
40029,4029,Broward County Transit Division,Full Reporter,Urban,MB,DO,0,,,,"4,919,296",,,,,,,,,,
40029,4029,Broward County Transit Division,Full Reporter,Urban,MB,PT,0,,,,"62,156",,,,,,,,,,
40030,4030,Gainesville Regional Transit System,Full Reporter,Urban,DR,PT,,,,,,,,,"105,499",,,,,,
