5 Digit NTD ID,AgencyID,Agency Name,Reporter Type,Form Module Type,Mode,TOS,Bio-Diesel,Bunker Fuel,C Natural Gas,Cooking Oil,Diesel Fuel,Electric Battery,Electric Propulsion,Ethanol,Gasoline,Hydrogen,Kerosene,Liquified Nat Gas,Liquified Petroleum Gas,Other Fuel,Other Fuel Description
20096,2096,Putnam County Transit,Full Reporter,Full Reporter,MB,PT,0,,,,"26,243",,,,"21,373",,,,,,
20098,2098,Port Authority Trans-Hudson Corporation,Full Reporter,Full Reporter,FB,PT,0,,,,"586,398",,,,,,,,,,
20098,2098,Port Authority Trans-Hudson Corporation,Full Reporter,Full Reporter,HR,DO,,,,,,,"107,949,524",,,,,,,,
20099,2099,"Staten Island Rapid Transit Operating Authority, dba: MTA Staten Island Railway",Full Reporter,Full Reporter,HR,DO,,,,,,,"22,397,426",,,,,,,,
20100,2100,MTA Long Island Rail Road,Full Reporter,Full Reporter,CR,DO,0,,,,"7,555,822",,"526,084,200",,,,,,,,
20113,2113,"Regional Transit Service, Inc. and Lift Line, Inc.",Full Reporter,Full Reporter,DR,DO,0,,,,"83,367",,,,"108,989",,,,,,
20113,2113,"Regional Transit Service, Inc. and Lift Line, Inc.",Full Reporter,Full Reporter,MB,DO,0,,,,"1,625,637",,,,,,,,,,
20116,2116,"Centro of Cayuga, Inc.",Full Reporter,Full Reporter,MB,DO,0,,,,"125,970",,,,,,,,,,
20122,2122,"Academy Lines, Inc.",Full Reporter,Full Reporter,CB,DO,0,,,,"2,158,821",,,,,,,,,,
20126,2126,"Hudson Transit Lines, Inc.",Full Reporter,Full Reporter,CB,DO,0,,,,"2,359,128",,,,,,,,,,
20128,2128,Suburban Transit Corporation,Full Reporter,Full Reporter,CB,DO,0,,,,"1,649,153",,,,,,,,,,
20135,2135,Monsey New Square Trails Corporation,Full Reporter,Full Reporter,CB,DO,0,,,,"363,845",,,,,,,,,,
20137,2137,Monroe Bus Corporation,Full Reporter,Full Reporter,CB,DO,0,,,,"148,951",,,,,,,,,,
20145,2145,Tompkins Consolidated Area Transit,Full Reporter,Full Reporter,DR,PT,,,,,,,,,"70,721",,,,,,
20145,2145,Tompkins Consolidated Area Transit,Full Reporter,Full Reporter,MB,DO,0,,,,"424,579",,,,"2,888",,,,,,
20145,2145,Tompkins Consolidated Area Transit,Full Reporter,Full Reporter,VP,PT,,,,,,,,,"1,394",,,,,,
20149,2149,"Rockland Coaches, Inc.",Full Reporter,Full Reporter,CB,DO,0,,,,"994,100",,,,,,,,,,
20161,2161,DeCamp Bus Lines,Full Reporter,Full Reporter,CB,DO,0,,,,"612,727",,,,,,,,,,
20163,2163,"Lakeland Bus Lines, Inc.",Full Reporter,Full Reporter,CB,DO,0,,,,"758,338",,,,,,,,,,
20166,2166,"Orange-Newark-Elizabeth, Inc.",Full Reporter,Full Reporter,MB,DO,0,,,,"561,768",,,,,,,,,,
20169,2169,"Trans-Bridge Lines, Inc. ",Full Reporter,Full Reporter,CB,DO,0,,,,"759,917",,,,,,,,,,
20172,2172,"Centro of Oswego, Inc.",Full Reporter,Full Reporter,MB,DO,0,,,,"132,070",,,,,,,,,,
20175,2175,Private Transportation Corporation,Full Reporter,Full Reporter,MB,PT,0,,,,"78,009",,,,,,,,,,
20177,2177,"Adirondack Transit Lines, Inc,",Full Reporter,Full Reporter,CB,DO,0,,,,"464,910",,,,,,,,,,
20178,2178,Ulster County Area Transit,Full Reporter,Full Reporter,DR,DO,"5,725",,,,"6,724",,,,"14,113",,,,,,
20178,2178,Ulster County Area Transit,Full Reporter,Full Reporter,MB,DO,"73,371",,,,"65,236",,,,"3,606",,,,,,
20185,2185,"Centro of Oneida, Inc.",Full Reporter,Full Reporter,DR,DO,0,,,,"29,515",,,,,,,,,,
20185,2185,"Centro of Oneida, Inc.",Full Reporter,Full Reporter,MB,DO,0,,,,"273,878",,,,,,,,,,
20188,2188,MTA Bus Company,Full Reporter,Full Reporter,MB,DO,0,,"2,310,248",,"10,288,825",,,,,,,,,,
20189,2189,"BillyBey Ferry Company, LLC",Full Reporter,Full Reporter,FB,DO,0,,,,"431,807",,,,,,,,,,
20190,2190,Port Imperial Ferry Corporation dba NY Waterway,Full Reporter,Full Reporter,FB,DO,0,,,,"2,273,416",,,,,,,,,,
20190,2190,Port Imperial Ferry Corporation dba NY Waterway,Full Reporter,Full Reporter,MB,DO,0,,,,"212,732",,,,,,,,,,
20192,2192,Bergen County Community Transportation,Full Reporter,Full Reporter,DR,DO,0,,,,"2,166",,,,"142,824",,,,,,
20192,2192,Bergen County Community Transportation,Full Reporter,Full Reporter,MB,DO,,,,,,,,,"10,836",,,,,,
20193,2193,Cumberland Area Transit System,Full Reporter,Full Reporter,DR,DO,0,,,,"21,749",,,,"41,263",,,,,,
20196,2196,Middlesex County Area Transit,Full Reporter,Full Reporter,DR,DO,"3,060",,,,"38,818",,,,"47,547",,,,,,
20196,2196,Middlesex County Area Transit,Full Reporter,Full Reporter,MB,DO,0,,,,"35,919",,,,"54,236",,,,,,
20199,2199,County of Atlantic,Full Reporter,Full Reporter,DR,DO,0,,,,"11,104",,,,"89,213",,,,,,
20204,2204,"Senior Citizens United Community Services of Camden County, Inc.",Full Reporter,Full Reporter,DR,DO,0,,,,"76,229",,,,"46,574",,,,,,
20206,2206,Nassau Inter County Express,Full Reporter,Full Reporter,DR,PT,0,,,,"265,974",,,,"63,432",,,,,,
20206,2206,Nassau Inter County Express,Full Reporter,Full Reporter,MB,PT,,,"5,199,728",,,,,,,,,,,,
20209,2209,Somerset County Transportation,Full Reporter,Full Reporter,DR,DO,0,,,,"9,082",,,,"147,042",,,,,,
20209,2209,Somerset County Transportation,Full Reporter,Full Reporter,MB,DO,0,,,,"37,625",,,,"14,329",,,,,,
20217,2217,"Hampton Jitney, Inc.",Full Reporter,Full Reporter,CB,DO,0,,,,"542,624",,,,,,,,,,
22930,,New York City Economic Development Corporation,Full Reporter,Full Reporter,FB,PT,0,,,,"792,000",,,,,,,,,,
30001,3001,Kanawha Valley Regional Transportation Authority,Full Reporter,Full Reporter,DR,DO,,,,,,,,,"35,601",,,,,,
30001,3001,Kanawha Valley Regional Transportation Authority,Full Reporter,Full Reporter,MB,DO,0,,,,"441,052",,,,"55,246",,,,,,
30002,3002,The Tri-State Transit Authority,Full Reporter,Full Reporter,DR,DO,,,,,,,,,"50,264",,,,,,
30002,3002,The Tri-State Transit Authority,Full Reporter,Full Reporter,MB,DO,0,,,,"214,130",,,,,,,,,,
30006,3006,Greater Richmond Transit Company,Full Reporter,Full Reporter,DR,PT,0,,"190,156",,"159,739",,,,"25,840",,,,,,
30006,3006,Greater Richmond Transit Company,Full Reporter,Full Reporter,MB,DO,0,,"560,630",,"875,418",,,,,,,,,,
30006,3006,Greater Richmond Transit Company,Full Reporter,Full Reporter,VP,PT,,,,,,,,,"263,635",,,,,,
30007,3007,Greater Roanoke Transit Company,Full Reporter,Full Reporter,CB,DO,0,,,,"19,229",,,,,,,,,,
30007,3007,Greater Roanoke Transit Company,Full Reporter,Full Reporter,DR,PT,0,,,,"46,474",,,,641,,,,,,
30007,3007,Greater Roanoke Transit Company,Full Reporter,Full Reporter,MB,DO,0,,,,"403,082",,,,"13,851",,,,,,
30008,3008,Greater Lynchburg Transit Company,Full Reporter,Full Reporter,DR,DO,,,,,,,,,"31,415",,,,,,
30008,3008,Greater Lynchburg Transit Company,Full Reporter,Full Reporter,MB,DO,0,,,,"238,419",,,,,,,,,,
30010,3010,Lehigh and Northampton Transportation Authority,Full Reporter,Full Reporter,DR,PT,0,,,,"412,342",,,,,,,,,,
30010,3010,Lehigh and Northampton Transportation Authority,Full Reporter,Full Reporter,MB,DO,0,,,,"743,200",,,,,,,,,,
30011,3011,Altoona Metro Transit,Full Reporter,Full Reporter,DR,DO,0,,,,899,,,,,,,,,,
30011,3011,Altoona Metro Transit,Full Reporter,Full Reporter,DR,PT,,,,,,,,,"10,985",,,,,,
30011,3011,Altoona Metro Transit,Full Reporter,Full Reporter,MB,DO,0,,,,"137,590",,,,,,,,,,
30012,3012,Cambria County Transit Authority,Full Reporter,Full Reporter,DR,DO,0,,,,"2,012",,,,"54,925",,,,,,
30012,3012,Cambria County Transit Authority,Full Reporter,Full Reporter,IP,DO,,,,,,,"86,200",,,,,,,,
30012,3012,Cambria County Transit Authority,Full Reporter,Full Reporter,MB,DO,0,,37,,"193,511",,,,"43,303",,,,,,
30013,3013,Erie Metropolitan Transit Authority,Full Reporter,Full Reporter,DR,DO,0,,,,"17,150",,,,"205,014",,,,,,
30013,3013,Erie Metropolitan Transit Authority,Full Reporter,Full Reporter,MB,DO,0,,"128,346",,"356,725",,,,"40,800",,,,,,
30014,3014,Cumberland Dauphin-Harrisburg Transit Authority,Full Reporter,Full Reporter,DR,DO,,,,,,,,,"141,158",,,,,,
30014,3014,Cumberland Dauphin-Harrisburg Transit Authority,Full Reporter,Full Reporter,DR,PT,,,,,,,,,"99,301",,,,,,
30014,3014,Cumberland Dauphin-Harrisburg Transit Authority,Full Reporter,Full Reporter,MB,DO,"9,607",,,,"470,738",,,,,,,,,,
30014,3014,Cumberland Dauphin-Harrisburg Transit Authority,Full Reporter,Full Reporter,MB,PT,157,,,,"7,847",,,,,,,,,,
30015,3015,Luzerne County Transportation Authority,Full Reporter,Full Reporter,DR,DO,,,,,,,,,"120,315",,,,,,
30015,3015,Luzerne County Transportation Authority,Full Reporter,Full Reporter,MB,DO,0,,,,"245,486",,,,,,,,,,
30018,3018,Red Rose Transit Authority,Full Reporter,Full Reporter,DR,PT,,,,,,,,,"308,349",,,,,,
30018,3018,Red Rose Transit Authority,Full Reporter,Full Reporter,MB,DO,"343,735",,,,0,,,,,,,,,,
30019,3019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Full Reporter,CR,DO,,,,,,,"199,891,535",,,,,,,,
30019,3019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Full Reporter,DR,PT,,,,,,,,,"2,165,887",,,,,,
30019,3019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Full Reporter,HR,DO,,,,,,,"149,871,564",,,,,,,,
30019,3019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Full Reporter,MB,DO,0,,,,"14,361,757",,,,,,,,,,
30019,3019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Full Reporter,SR,DO,,,,,,,"31,744,107",,,,,,,,
30019,3019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Full Reporter,TB,DO,,,,,,,"8,136,775",,,,,,,,
30022,3022,Port Authority of Allegheny County,Full Reporter,Full Reporter,DR,PT,0,,,,"26,110",,,,"1,332,642",,,,,,
30022,3022,Port Authority of Allegheny County,Full Reporter,Full Reporter,IP,DO,,,,,,,"202,452",,,,,,,,
30022,3022,Port Authority of Allegheny County,Full Reporter,Full Reporter,LR,DO,,,,,,,"32,918,182",,,,,,,,
30022,3022,Port Authority of Allegheny County,Full Reporter,Full Reporter,MB,DO,0,,,,"6,793,304",,,,,,,,,,
30023,3023,Beaver County Transit Authority,Full Reporter,Full Reporter,DR,DO,0,,,,"26,157",,,,"46,983",,,,,,
30023,3023,Beaver County Transit Authority,Full Reporter,Full Reporter,MB,DO,0,,,,"244,253",,,,"4,006",,,,,,
30024,3024,Berks Area Regional Transportation Authority,Full Reporter,Full Reporter,DR,DO,"3,474",,,,0,,,,"158,252",,,,,,
30024,3024,Berks Area Regional Transportation Authority,Full Reporter,Full Reporter,DR,PT,0,,,,"3,966",,,,"59,235",,,,,,
30024,3024,Berks Area Regional Transportation Authority,Full Reporter,Full Reporter,MB,DO,"420,480",,,,0,,,,,,,,,,
30025,3025,County of Lackawanna Transit System,Full Reporter,Full Reporter,DR,DO,0,,,,"10,695",,,,"88,144",,,,,,
30025,3025,County of Lackawanna Transit System,Full Reporter,Full Reporter,DR,PT,,,,,,,,,869,,,,,,
30025,3025,County of Lackawanna Transit System,Full Reporter,Full Reporter,MB,DO,0,,,,"255,625",,,,,,,,,,
30025,3025,County of Lackawanna Transit System,Full Reporter,Full Reporter,MB,PT,,,,,,,,,"22,530",,,,,,
30026,3026,Williamsport Bureau of Transportation,Full Reporter,Full Reporter,DR,DO,,,,,,,,,7,,,,,,
30026,3026,Williamsport Bureau of Transportation,Full Reporter,Full Reporter,DR,PT,,,,,,,,,627,,,,,,
30026,3026,Williamsport Bureau of Transportation,Full Reporter,Full Reporter,MB,DO,0,,"57,034",,"153,446",,,,"3,032",,,,,,
30027,3027,York County Transportation Authority,Full Reporter,Full Reporter,CB,DO,0,,,,"88,433",,,,,,,,,,
30027,3027,York County Transportation Authority,Full Reporter,Full Reporter,DR,DO,0,,,,"29,859",,,,"243,043",,,,,,
30027,3027,York County Transportation Authority,Full Reporter,Full Reporter,DR,PT,,,,,,,,,"14,265",,,,,,
30027,3027,York County Transportation Authority,Full Reporter,Full Reporter,MB,DO,0,,,,"219,365",,,,"78,852",,,,,,
30030,3030,Washington Metropolitan Area Transit Authority,Full Reporter,Full Reporter,DR,PT,,,,,,,,,"3,088,330",,,,,,
30030,3030,Washington Metropolitan Area Transit Authority,Full Reporter,Full Reporter,HR,DO,,,,,,,"570,854,592",,,,,,,,
30030,3030,Washington Metropolitan Area Transit Authority,Full Reporter,Full Reporter,MB,DO,0,,"5,712,000",,"8,746,696",,,,,,,,,,
30030,3030,Washington Metropolitan Area Transit Authority,Full Reporter,Full Reporter,MB,PT,,,,,"117,230",,,,,,,,,,
30034,3034,Maryland Transit Administration,Full Reporter,Full Reporter,CB,PT,0,,,,"1,015,929",,,,,,,,,,
30034,3034,Maryland Transit Administration,Full Reporter,Full Reporter,CR,PT,0,,,,"3,646,637",,"26,667,651",,,,,,,,
30034,3034,Maryland Transit Administration,Full Reporter,Full Reporter,DR,PT,,,,,,,,,"2,571,633",,,,,,
30034,3034,Maryland Transit Administration,Full Reporter,Full Reporter,HR,DO,,,,,,,"55,089,186",,,,,,,,
30034,3034,Maryland Transit Administration,Full Reporter,Full Reporter,LR,DO,,,,,,,"34,263,802",,,,,,,,
30034,3034,Maryland Transit Administration,Full Reporter,Full Reporter,MB,DO,"3,193,649",,,,"2,674,448",,,,,,,,,,
30035,3035,Ohio Valley Regional Transportation Authority,Full Reporter,Full Reporter,DR,DO,,,,,,,,,"6,325",,,,,,
30035,3035,Ohio Valley Regional Transportation Authority,Full Reporter,Full Reporter,MB,DO,0,,,,"142,026",,,,,,,,,,
30044,3044,Westmoreland County Transit Authority,Full Reporter,Full Reporter,MB,PT,0,,,,"278,527",,,,"271,027",,,,,,
30045,3045,"JAUNT, Inc.",Full Reporter,Full Reporter,DR,DO,,,,,,,,,"273,982",,,,,,
30048,3048,Howard Transit,Full Reporter,Full Reporter,DR,PT,0,,,,"46,569",,,,"27,350",,,,,,
30048,3048,Howard Transit,Full Reporter,Full Reporter,MB,PT,0,,,,"240,774",,,,,,,,,,
30051,3051,Ride-On Montgomery County Transit,Full Reporter,Full Reporter,MB,DO,0,,"1,204,202",,"2,550,805",,,,,,,,,,
30054,3054,Centre Area Transportation Authority,Full Reporter,Full Reporter,DR,PT,,,,,,,,,"12,751",,,,,,
30054,3054,Centre Area Transportation Authority,Full Reporter,Full Reporter,MB,DO,0,,"597,292",,0,,,,,,,,,,
30054,3054,Centre Area Transportation Authority,Full Reporter,Full Reporter,VP,DO,0,,,,"18,075",,,,"65,594",,,,,,
30055,3055,Shenango Valley Shuttle Service,Full Reporter,Full Reporter,DR,DO,0,,,,"7,044",,,,"92,794",,,,,,
30055,3055,Shenango Valley Shuttle Service,Full Reporter,Full Reporter,MB,DO,0,,,,"29,878",,,,,,,,,,
30057,3057,Pennsylvania Department of Transportation,Full Reporter,Full Reporter,CR,PT,0,,,,"28,667",,"29,381,194",,,,,,,,
30058,3058,City of Fairfax CUE Bus,Full Reporter,Full Reporter,MB,DO,0,,,,"89,201",,,,,,,,,,
30061,3061,Mid Mon Valley Transit Authority,Full Reporter,Full Reporter,DR,PT,,,,,,,,,"1,039",,,,,,
30061,3061,Mid Mon Valley Transit Authority,Full Reporter,Full Reporter,MB,PT,0,,,,"179,881",,,,,,,,,,
30068,3068,Fairfax Connector Bus System,Full Reporter,Full Reporter,MB,PT,0,,,,"2,615,841",,,,,,,,,,
30070,3070,Potomac and Rappahannock Transportation Commission,Full Reporter,Full Reporter,CB,PT,0,,,,"755,410",,,,,,,,,,
30070,3070,Potomac and Rappahannock Transportation Commission,Full Reporter,Full Reporter,MB,PT,0,,,,"346,834",,,,,,,,,,
30070,3070,Potomac and Rappahannock Transportation Commission,Full Reporter,Full Reporter,VP,PT,,,,,,,,,"526,866",,,,,,
30071,3071,City of Alexandria ,Full Reporter,Full Reporter,MB,DO,0,,,,"463,282",,,,,,,,,,
30072,3072,Transit Services of Frederick County,Full Reporter,Full Reporter,DR,DO,0,,,,"50,901",,,,"4,783",,,,,,
30072,3072,Transit Services of Frederick County,Full Reporter,Full Reporter,MB,DO,0,,,,"172,206",,,,,,,,,,
30073,3073,Virginia Railway Express,Full Reporter,Full Reporter,CR,PT,0,,,,"1,564,930",,,,,,,,,,
30075,3075,Delaware Transit Corporation,Full Reporter,Full Reporter,DR,DO,0,,,,"82,317",,,,"1,400,179",,,,"34,764",,
30075,3075,Delaware Transit Corporation,Full Reporter,Full Reporter,DR,PT,,,,,,,,,"42,112",,,,,,
30075,3075,Delaware Transit Corporation,Full Reporter,Full Reporter,MB,DO,0,,,,"1,627,933",,,,,,,,,,
30075,3075,Delaware Transit Corporation,Full Reporter,Full Reporter,MB,PT,0,,,,"161,808",,,,"32,317",,,,,,
30076,3076,Williamsburg Area Transit Authority,Full Reporter,Full Reporter,DR,DO,0,,,,"2,219",,,,"9,620",,,,,,
30076,3076,Williamsburg Area Transit Authority,Full Reporter,Full Reporter,MB,DO,0,,,,"216,794",,,,,,,,,,
30076,3076,Williamsburg Area Transit Authority,Full Reporter,Full Reporter,MB,PT,0,,"92,810",,"3,869",,,,,,,,,,
30077,3077,Borough of Pottstown - Pottstown Area Rapid Transit,Full Reporter,Full Reporter,DR,PT,0,,,,"5,178",,,,,,,,,,
30077,3077,Borough of Pottstown - Pottstown Area Rapid Transit,Full Reporter,Full Reporter,MB,PT,0,,,,"68,790",,,,,,,,,,
30078,3078,Southwestern Pennsylvania Commission,Full Reporter,Full Reporter,VP,PT,,,,,,,,,"59,818",,,,,,
30080,3080,Arlington Transit - Arlington County,Full Reporter,Full Reporter,DR,PT,,,,,,,,,"27,668",,,,,,
30080,3080,Arlington Transit - Arlington County,Full Reporter,Full Reporter,MB,PT,,,"490,608",,,,,,,,,,,,
30081,3081,Loudoun County Commuter Bus Service - Office of Transportation Services,Full Reporter,Full Reporter,CB,PT,0,,,,"570,912",,,,,,,,,,
30081,3081,Loudoun County Commuter Bus Service - Office of Transportation Services,Full Reporter,Full Reporter,MB,PT,0,,,,"110,108",,,,"91,063",,,,,,
30083,3083,Transportation District Commission of Hampton Roads,Full Reporter,Full Reporter,DR,PT,,,,,,,,,"491,679",,,,,,
30083,3083,Transportation District Commission of Hampton Roads,Full Reporter,Full Reporter,FB,PT,0,,,,"31,715",,,,,,,,,,
30083,3083,Transportation District Commission of Hampton Roads,Full Reporter,Full Reporter,LR,DO,,,,,,,"3,432,625",,,,,,,,
30083,3083,Transportation District Commission of Hampton Roads,Full Reporter,Full Reporter,MB,DO,0,,,,"2,498,516",,,,0,,,,,,
30083,3083,Transportation District Commission of Hampton Roads,Full Reporter,Full Reporter,VP,DO,,,,,,,,,"39,613",,,,,,
30085,3085,Prince George's County Transit,Full Reporter,Full Reporter,DR,DO,0,,,,"71,172",,,,,,,,,,
30085,3085,Prince George's County Transit,Full Reporter,Full Reporter,MB,PT,0,,,,"921,844",,,,,,,,,,
30087,3087,Fayette Area Coordinated Transportation,Full Reporter,Full Reporter,DR,DO,0,,,,"8,023",,,,"103,601",,,,,,
30087,3087,Fayette Area Coordinated Transportation,Full Reporter,Full Reporter,DR,PT,,,,,,,,,"3,039",,,,,,
30087,3087,Fayette Area Coordinated Transportation,Full Reporter,Full Reporter,MB,DO,0,,,,"56,343",,,,672,,,,,,
30087,3087,Fayette Area Coordinated Transportation,Full Reporter,Full Reporter,MB,PT,0,,,,"25,712",,,,,,,,,,
30088,3088,"County Commissioners of Charles County, MD",Full Reporter,Full Reporter,DR,PT,,,,,,,,,"44,549",,,,,,
30088,3088,"County Commissioners of Charles County, MD",Full Reporter,Full Reporter,MB,PT,0,,,,"71,234",,,,"106,851",,,,,,
30091,3091,Blacksburg Transit,Full Reporter,Full Reporter,DR,DO,0,,,,"12,542",,,,"15,960",,,,,,
30091,3091,Blacksburg Transit,Full Reporter,Full Reporter,MB,DO,0,,,,"226,649",,,,"5,062",,,,,,
30094,3094,City of Harrisonburg Department of Public Transportation,Full Reporter,Full Reporter,DR,DO,,,,,,,,,"22,806",,,,,,
30094,3094,City of Harrisonburg Department of Public Transportation,Full Reporter,Full Reporter,MB,DO,0,,,,"162,978",,,,880,,,,,,
30095,3095,County of Lebanon Transit Authority,Full Reporter,Full Reporter,CB,DO,0,,,,"23,287",,,,,,,,,,
30095,3095,County of Lebanon Transit Authority,Full Reporter,Full Reporter,DR,DO,,,,,,,,,"41,523",,,,,,
30095,3095,County of Lebanon Transit Authority,Full Reporter,Full Reporter,MB,DO,0,,,,"69,861",,,,,,,,,,
30096,3096,The Tri-County Council for the Lower Eastern Shore of Maryland,Full Reporter,Full Reporter,DR,DO,0,,,,"14,200",,,,"61,432",,,,"29,680",,
30096,3096,The Tri-County Council for the Lower Eastern Shore of Maryland,Full Reporter,Full Reporter,MB,DO,0,,,,"173,569",,,,,,,,,,
30101,3101,City of Washington,Full Reporter,Full Reporter,DR,PT,,,,,,,,,"4,350",,,,,,
30101,3101,City of Washington,Full Reporter,Full Reporter,MB,PT,0,,,,"44,271",,,,,,,,,,
30107,3107,West Virginia University - Morgantown Personal Rapid Transit,Full Reporter,Full Reporter,MG,DO,,,,,,,"3,834,188",,,,,,,,
30111,3111,Washington County Transportation Authority,Full Reporter,Full Reporter,DR,PT,0,,,,"12,545",,,,"218,443",,,,,,
30111,3111,Washington County Transportation Authority,Full Reporter,Full Reporter,MB,PT,0,,,,"12,545",,,,"218,443",,,,,,
30112,3112,DDOT - Progressive Transportation Services Administration,Full Reporter,Full Reporter,MB,PT,0,,,,"394,619",,,,,,,,,,
30137,3R04-012,Monroe County Transportation  Authority,Full Reporter,Full Reporter,DR,DO,0,,,,"9,825",,,,"119,434",,,,,,
30137,3R04-012,Monroe County Transportation  Authority,Full Reporter,Full Reporter,MB,DO,0,,,,"96,128",,,,,,,,,,
40001,4001,Chattanooga Area Regional Transportation Authority,Full Reporter,Full Reporter,DR,DO,0,,,,"11,020",,,,"66,003",,,,,,
40001,4001,Chattanooga Area Regional Transportation Authority,Full Reporter,Full Reporter,DR,PT,,,,,,,,,"2,674",,,,,,
40001,4001,Chattanooga Area Regional Transportation Authority,Full Reporter,Full Reporter,IP,DO,,,,,,,"94,880",,,,,,,,
40001,4001,Chattanooga Area Regional Transportation Authority,Full Reporter,Full Reporter,MB,DO,0,,,,"452,433","303,693",,,,,,,,,
40002,4002,Knoxville Area Transit,Full Reporter,Full Reporter,DR,DO,0,,,,"3,367",,,,"79,364",,,,,,
40002,4002,Knoxville Area Transit,Full Reporter,Full Reporter,MB,DO,0,,,,"589,030",,,,"87,420",,,,,,
40003,4003,Memphis Area Transit Authority,Full Reporter,Full Reporter,DR,DO,0,,,,"354,201",,,,"44,951",,,,,,
40003,4003,Memphis Area Transit Authority,Full Reporter,Full Reporter,MB,DO,0,,,,"1,379,381",,,,,,,,,,
40003,4003,Memphis Area Transit Authority,Full Reporter,Full Reporter,SR,DO,,,,,,,0,,,,,,,,
40004,4004,Metropolitan Transit Authority,Full Reporter,Full Reporter,CB,DO,0,,,,"1,678,259",,,,0,,,,,,
40004,4004,Metropolitan Transit Authority,Full Reporter,Full Reporter,DR,DO,0,,,,72,,,,"481,131",,,,,,
40004,4004,Metropolitan Transit Authority,Full Reporter,Full Reporter,MB,DO,0,,,,"1,678,259",0,,,0,,,,,,
40005,4005,ART (Asheville Redefines Transit),Full Reporter,Full Reporter,MB,DO,"216,087",,,0,0,,0,,,,,,,,
40006,4006,Cape Fear Public Transportation Authority,Full Reporter,Full Reporter,DR,DO,,,,,,,,,"58,211",,,,,,
40006,4006,Cape Fear Public Transportation Authority,Full Reporter,Full Reporter,MB,PT,0,,"13,505",,"281,277",,,,,,,,,,
40006,4006,Cape Fear Public Transportation Authority,Full Reporter,Full Reporter,VP,DO,,,,,,,,,"4,647",,,,,,
40007,4007,Capital Area Transit,Full Reporter,Full Reporter,MB,DO,"998,128",,,,0,,,,,,,,,,
40008,4008,Charlotte Area Transit System,Full Reporter,Full Reporter,CB,DO,0,,,,"442,369",,,,,,,,,,
40008,4008,Charlotte Area Transit System,Full Reporter,Full Reporter,DR,DO,0,,,,"240,627",,,,,,,,,,
40008,4008,Charlotte Area Transit System,Full Reporter,Full Reporter,LR,DO,,,,,,,"8,852,243",,,,,,,,
40008,4008,Charlotte Area Transit System,Full Reporter,Full Reporter,MB,DO,0,,,,"2,856,430",,,,,,,,,,
40008,4008,Charlotte Area Transit System,Full Reporter,Full Reporter,VP,DO,,,,,,,,,"117,125",,,,,,
40009,4009,Fayetteville Area System of Transit,Full Reporter,Full Reporter,DR,DO,0,,,,"9,471",,,,"57,240",,,,,,
40009,4009,Fayetteville Area System of Transit,Full Reporter,Full Reporter,MB,DO,0,,,,"234,248",,,,"13,397",,,,,,
40012,4012,Winston-Salem Transit Authority - Trans-Aid of Forsyth County,Full Reporter,Full Reporter,DR,DO,0,,,,"20,697",,,,"135,787",,,,,,
40012,4012,Winston-Salem Transit Authority - Trans-Aid of Forsyth County,Full Reporter,Full Reporter,MB,DO,0,,,,"398,091",,,,,,,,,,
40014,4014,Ms Coast Transportation Authority,Full Reporter,Full Reporter,DR,DO,0,,,,"40,781",,,,"5,585",,,,"14,839",,
40014,4014,Ms Coast Transportation Authority,Full Reporter,Full Reporter,MB,DO,0,,,,"131,156",,,,,,,,,,
40014,4014,Ms Coast Transportation Authority,Full Reporter,Full Reporter,VP,PT,,,,,,,,,"58,283",,,,,,
40015,4015,"City of Jackson, Department of Planning and Development, Transit Services Division ",Full Reporter,Full Reporter,DR,PT,0,,,,"49,220",,,,,,,,,,
40015,4015,"City of Jackson, Department of Planning and Development, Transit Services Division ",Full Reporter,Full Reporter,MB,PT,0,,,,"202,636",,,,,,,,,,
40017,4017,Lexington Transit Authority,Full Reporter,Full Reporter,DR,PT,0,,,,"19,262",,,,"232,307",,,,,,
40017,4017,Lexington Transit Authority,Full Reporter,Full Reporter,MB,DO,0,,,,"560,300",,,,"34,025",,,,,,
40017,4017,Lexington Transit Authority,Full Reporter,Full Reporter,VP,PT,,,,,,,,,"17,194",,,,,,
40018,4018,Transit Authority of River City,Full Reporter,Full Reporter,DR,DO,0,,,,"17,900",,,,,,,,,,
40018,4018,Transit Authority of River City,Full Reporter,Full Reporter,DR,PT,0,,,,"67,625",,,,"370,071",,,,,,
40018,4018,Transit Authority of River City,Full Reporter,Full Reporter,MB,DO,0,,,,"1,772,110","159,375",,,,,,,,,
40018,4018,Transit Authority of River City,Full Reporter,Full Reporter,MB,PT,0,,,,"3,559",,,,,,,,,,
40019,4019,Transit Authority of Northern Kentucky,Full Reporter,Full Reporter,DR,DO,0,,,,"101,527",,,,,,,,,,
40019,4019,Transit Authority of Northern Kentucky,Full Reporter,Full Reporter,MB,DO,0,,,,"817,756",,,,,,,,,,
40021,4021,Albany Transit System,Full Reporter,Full Reporter,DR,DO,0,,,,"10,535",,,,,,,,,,
